record_id	phrase	meaning_zh	usage_note_zh	example_en	example_zh	content_method	qa_status	human_review_claimed
PH-C6-0151	hang in	坚持住；不要放弃	非正式表达，常用于鼓励处于困难中的人继续努力。	Hang in; the most difficult part is nearly over.	坚持住，最困难的部分快要过去了。	original_project_authored	draft_auto_validated	false
PH-C6-0152	keep down	控制；压低；不吐出	可表示限制价格或噪声，也可指勉强不把食物吐出来。	Better insulation helps keep down heating costs.	更好的保温措施有助于降低供暖费用。	original_project_authored	draft_auto_validated	false
PH-C6-0153	keep out	阻止进入；留在外面	可接宾语表示阻挡，也可用作警告标语要求不要进入。	These thick curtains help keep out the afternoon heat.	这些厚窗帘有助于阻挡午后的热气。	original_project_authored	draft_auto_validated	false
PH-C6-0154	let off	免除惩罚；释放；引爆	可表示不处罚某人、让人下车，或使烟花等爆响。	The judge refused to let off the company with only a warning.	法官拒绝只给这家公司警告而免除处罚。	original_project_authored	draft_auto_validated	false
PH-C6-0155	light up	照亮；点燃；面露喜色	可表示产生光、点燃烟火，也可形容人的表情突然明亮起来。	Thousands of lamps will light up the riverfront tonight.	今晚数千盏灯将照亮河畔。	original_project_authored	draft_auto_validated	false
PH-C6-0156	lock out	把某人锁在外面；阻止登录	表示因门锁或系统权限使人无法进入，也可指雇主禁止员工工作。	Too many failed attempts may lock out a user temporarily.	失败尝试次数过多可能会暂时阻止用户登录。	original_project_authored	draft_auto_validated	false
PH-C6-0157	mix up	混淆；弄乱；搅拌	可表示错误地把人或事物当成另一个，也可指把材料混合。	Similar labels can cause staff to mix up the two samples.	相似的标签可能导致员工混淆两份样本。	original_project_authored	draft_auto_validated	false
PH-C6-0158	pass by	经过；错过	可表示从某人或某地旁边经过，也可指机会或时间过去。	Do not let this rare opportunity pass by unnoticed.	不要让这个难得的机会在不知不觉中溜走。	original_project_authored	draft_auto_validated	false
PH-C6-0159	play out	逐步发生；耗尽；演完	可表示事件发展到结局、资源用尽，或场景被完整表演。	We must wait and see how the negotiations play out.	我们必须等待，看看谈判最终如何发展。	original_project_authored	draft_auto_validated	false
PH-C6-0160	pull through	渡过难关；康复	可表示从重病或危机中幸存，也可接宾语表示帮助某人渡过。	With prompt treatment, most patients pull through.	得到及时治疗后，大多数患者能够康复。	original_project_authored	draft_auto_validated	false
PH-C6-0161	push through	促成通过；奋力完成	可表示克服阻力使提案获批，也可指坚持完成困难任务。	The committee hopes to push through the reform before summer.	委员会希望在夏季前推动改革通过。	original_project_authored	draft_auto_validated	false
PH-C6-0162	put forward	提出；推荐	后接建议、观点或人选，表示正式交由他人考虑。	Researchers put forward a new explanation for the pattern.	研究人员为这一规律提出了新的解释。	original_project_authored	draft_auto_validated	false
PH-C6-0163	put through	接通电话；使经历；完成手续	可表示连接来电、使人经历困难过程，或正式处理申请。	Could you put through my call to the finance department?	你能把我的电话接到财务部门吗？	original_project_authored	draft_auto_validated	false
PH-C6-0164	run over	碾过；超时；快速复习	可表示车辆撞过某物、活动超过预定时间，或简要检查内容。	Let us run over the main points once more before the interview.	面试前我们再快速过一遍要点。	original_project_authored	draft_auto_validated	false
PH-C6-0165	set about	着手；开始处理	后接名词或动名词，表示有计划地开始一项任务。	The team set about designing a safer replacement.	团队着手设计一种更安全的替代品。	original_project_authored	draft_auto_validated	false
PH-C6-0166	set off	出发；引发；使爆炸	可不接宾语表示启程，也可接警报、反应或爆炸装置。	A minor electrical fault could set off the alarm.	一个小电气故障就可能触发警报。	original_project_authored	draft_auto_validated	false
PH-C6-0167	shake off	摆脱；甩掉	可表示除去疾病、情绪或追踪者，也可按字面把某物抖落。	It took the industry years to shake off the effects of the crisis.	这个行业花了多年才摆脱危机的影响。	original_project_authored	draft_auto_validated	false
PH-C6-0168	shake up	彻底调整；使震惊	可表示大幅改变组织或制度，也可指使人情绪受到强烈冲击。	The new director promised to shake up the outdated system.	新任负责人承诺彻底改革陈旧的制度。	original_project_authored	draft_auto_validated	false
PH-C6-0169	show off	炫耀；展示优势	可不接宾语表示卖弄，也可接物品或能力表示刻意展示。	The exhibition allows young engineers to show off their inventions.	这场展览让年轻工程师有机会展示自己的发明。	original_project_authored	draft_auto_validated	false
PH-C6-0170	sign on	签约受雇；加入；开始使用服务	可表示签署工作合同、参加组织，或登录系统和登记服务。	Several experienced nurses agreed to sign on for the new program.	几名经验丰富的护士同意加入新项目。	original_project_authored	draft_auto_validated	false
PH-C6-0171	speak for	代表发言；证明；预订	可表示代表某人表达意见，也可说明事实本身具有证明力。	The survey cannot speak for every member of the community.	这项调查无法代表社区中的每一个人。	original_project_authored	draft_auto_validated	false
PH-C6-0172	speak out	公开表达；大胆发言	常与 against 连用，表示公开反对不公或危险做法。	Employees should feel safe to speak out about serious misconduct.	员工应该能够安全地公开举报严重不当行为。	original_project_authored	draft_auto_validated	false
PH-C6-0173	step down	辞职；下台	表示离开重要职位或权力位置，通常是主动或在压力下发生。	The chairperson announced that she would step down in June.	主席宣布她将在六月辞职。	original_project_authored	draft_auto_validated	false
PH-C6-0174	stick together	团结一致；待在一起	可表示人在空间上不分开，也可比喻困难中相互支持。	The group agreed to stick together until help arrived.	这群人同意待在一起，直到救援到来。	original_project_authored	draft_auto_validated	false
PH-C6-0175	take back	收回；退回；使回忆起	可表示撤回言论、把商品退回，也可指唤起过去的记忆。	The newspaper had to take back its unsupported accusation.	这家报纸不得不撤回没有证据支持的指控。	original_project_authored	draft_auto_validated	false
PH-C6-0176	take out	取出；带某人外出；除掉	含义随宾语变化，也可表示购买保险或贷款等正式安排。	The surgeon will take out the damaged tissue carefully.	外科医生会小心取出受损组织。	original_project_authored	draft_auto_validated	false
PH-C6-0177	throw out	扔掉；驱逐；否决	可表示丢弃物品、命令某人离开，或拒绝接受提议和案件。	The court may throw out evidence obtained illegally.	法院可能会排除非法取得的证据。	original_project_authored	draft_auto_validated	false
PH-C6-0178	touch off	触发；引起	表示一个事件引发强烈反应、争论、冲突或爆炸。	The sudden announcement could touch off a wave of protests.	这项突然发布的公告可能会引发一波抗议。	original_project_authored	draft_auto_validated	false
PH-C6-0179	turn in	提交；交出；上床睡觉	可表示上交作业或证据、把嫌疑人交给警方，也可非正式地表示睡觉。	Witnesses were asked to turn in any relevant photographs.	目击者被要求提交所有相关照片。	original_project_authored	draft_auto_validated	false
PH-C6-0180	turn up	出现；调高；被找到	可表示意外到场、提高音量或温度，也可指丢失物品重新被发现。	New evidence may turn up during a wider search.	扩大搜索范围后可能会发现新证据。	original_project_authored	draft_auto_validated	false
PH-C6-0181	wear down	逐渐磨损；使疲惫或屈服	可表示摩擦使物品变薄，也可比喻长期压力削弱人的抵抗。	Repeated delays can wear down even the most patient travelers.	反复延误会让最有耐心的旅客也感到疲惫。	original_project_authored	draft_auto_validated	false
PH-C6-0182	write in	写信提出；投票填写非候选人姓名	可表示向机构写信，也可指在选票上写入未列名候选人的姓名。	Residents can write in to request a copy of the report.	居民可以写信索取这份报告的副本。	original_project_authored	draft_auto_validated	false
PH-C6-0183	act upon	根据某事采取行动；作用于	与 act on 含义相近，后接信息、建议或受到作用的对象。	Authorities must act upon credible reports of danger.	有关部门必须根据可信的危险报告采取行动。	original_project_authored	draft_auto_validated	false
PH-C6-0184	allow for	考虑到；为某事预留	表示在计划或计算中把某种情况纳入考虑。	The schedule should allow for unexpected travel delays.	日程安排应该考虑到意外的路途延误。	original_project_authored	draft_auto_validated	false
PH-C6-0185	back off	后退；停止施压	可表示身体向后移动，也可指不再威胁、批评或干涉。	Both sides need to back off before the dispute becomes violent.	双方都需要停止施压，以免争端演变为暴力冲突。	original_project_authored	draft_auto_validated	false
PH-C6-0186	band together	联合起来	表示个人或团体为了共同目标而组成联盟、共同采取行动。	Several villages chose to band together to protect the forest.	几个村庄选择联合起来保护森林。	original_project_authored	draft_auto_validated	false
