record_id	phrase	meaning_zh	usage_note_zh	example_en	example_zh	content_method	qa_status	human_review_claimed
PH-C4-0251	take into account	考虑到；把某因素纳入考虑	可用 take something into account，也可用 take into account something 较长的宾语。	The plan must take into account the needs of disabled passengers.	这项计划必须考虑残障乘客的需求。	original_project_authored	draft_auto_validated	false
PH-C4-0252	be aware of	意识到；知道	后接名词、代词或动名词，表示注意到事实、风险或周围情况。	Users should be aware of the risks of sharing personal data.	用户应该意识到分享个人数据的风险。	original_project_authored	draft_auto_validated	false
PH-C4-0253	be capable of	有能力做；能够	后接名词或动名词，说明某人或某物具备某种能力。	The device may be capable of detecting very small changes.	这台设备可能能够检测非常细微的变化。	original_project_authored	draft_auto_validated	false
PH-C4-0254	first aid	急救	指专业医疗帮助到达前，为受伤或突发不适者提供的初步救助。	Basic first aid can prevent a minor injury from becoming worse.	基本急救能够防止轻伤恶化。	original_project_authored	draft_auto_validated	false
PH-C4-0255	contribute to	促成；为某事作贡献	后接结果或事业，可表示成为原因之一，也可表示提供帮助。	Regular exercise can contribute to better sleep.	经常锻炼有助于改善睡眠。	original_project_authored	draft_auto_validated	false
PH-C4-0256	cope with	应对；处理	后接困难、压力或变化，强调设法承受并处理。	Communities need reliable plans to cope with extreme weather.	社区需要可靠的计划来应对极端天气。	original_project_authored	draft_auto_validated	false
PH-C4-0257	engage in	从事；参加	后接活动、工作或行为，语气较正式。	Students are encouraged to engage in respectful debate.	学校鼓励学生参加相互尊重的辩论。	original_project_authored	draft_auto_validated	false
PH-C4-0258	insist on	坚持要求；坚决主张	后接名词或动名词，表示不接受其他选择。	The researchers insist on checking every result twice.	研究人员坚持把每个结果检查两遍。	original_project_authored	draft_auto_validated	false
PH-C4-0259	participate in	参加；参与	后接活动、事件或过程，语气比 take part in 稍正式。	More than fifty schools will participate in the survey.	五十多所学校将参与这项调查。	original_project_authored	draft_auto_validated	false
PH-C4-0260	recover from	从某事中恢复	后接疾病、损失、打击或困难经历。	Small businesses may need years to recover from the disaster.	小企业可能需要数年时间才能从灾难中恢复。	original_project_authored	draft_auto_validated	false
PH-C4-0261	adapt to	适应	后接新的环境、条件或要求，表示作出改变以便应对。	Animals must adapt to changes in their habitat.	动物必须适应栖息地的变化。	original_project_authored	draft_auto_validated	false
PH-C4-0262	approve of	赞成；认可	后接人、行为或想法，表示认为其正确或可以接受。	Not all residents approve of the new building plan.	并非所有居民都赞成新的建筑计划。	original_project_authored	draft_auto_validated	false
PH-C4-0263	consist of	由某物组成	后接构成整体的部分，通常不用于被动语态。	The final exam will consist of three written sections.	期末考试将由三个笔试部分组成。	original_project_authored	draft_auto_validated	false
PH-C4-0264	object to	反对	to 是介词，后接名词、代词或动名词，表示不同意或不接受。	Several neighbors object to building a car park beside the river.	几位邻居反对在河边修建停车场。	original_project_authored	draft_auto_validated	false
PH-C4-0265	suffer from	遭受；患有	后接疾病、痛苦或长期存在的问题。	Many coastal towns suffer from seasonal flooding.	许多沿海城镇遭受季节性洪水影响。	original_project_authored	draft_auto_validated	false
PH-C4-0266	benefit from	从某事中受益	后接带来好处的人、措施、经验或条件。	Local farmers will benefit from improved transport links.	当地农民将从改善的交通连接中受益。	original_project_authored	draft_auto_validated	false
PH-C4-0267	communicate with	与某人交流；与某系统通信	后接交流对象，可用于人际沟通或设备间的信息交换。	The application allows patients to communicate with doctors remotely.	这款应用让患者能够远程与医生交流。	original_project_authored	draft_auto_validated	false
PH-C4-0268	compete with	与某人或某物竞争	后接竞争对手，也可表示某事物在质量上可与另一事物相比。	Small shops often struggle to compete with large online sellers.	小商店常常难以与大型网络卖家竞争。	original_project_authored	draft_auto_validated	false
PH-C4-0269	concentrate on	专注于	后接需要集中注意力的人、任务或主题。	The report will concentrate on practical solutions rather than theory.	这份报告将专注于实际解决方案而非理论。	original_project_authored	draft_auto_validated	false
PH-C4-0270	be likely to	很可能	后接动词原形，说明某事发生的可能性较高。	Prices are likely to rise if supplies remain limited.	如果供应仍然有限，价格很可能上涨。	original_project_authored	draft_auto_validated	false
PH-C4-0271	have access to	有权使用；能够接触	后接可获得的信息、服务、场所或资源。	Every student should have access to a quiet place to study.	每名学生都应该有安静的学习场所可用。	original_project_authored	draft_auto_validated	false
PH-C4-0272	make use of	利用	后接可以用来实现目的的资源、机会或信息。	The design makes use of natural light to reduce energy use.	这项设计利用自然光来降低能耗。	original_project_authored	draft_auto_validated	false
PH-C4-0273	play a role in	在某事中发挥作用	后接过程、结果或活动，说明参与其中或产生影响。	Trust can play a role in the success of a team.	信任能够在团队成功中发挥作用。	original_project_authored	draft_auto_validated	false
