record_id	phrase	meaning_zh	usage_note_zh	example_en	example_zh	content_method	qa_status	human_review_claimed
PH-C6-0001	in the midst	在……之中；正当某事进行时	通常与 of 连用，表示处于某个地方、群体或过程的中间。	The company changed its strategy in the midst of a financial crisis.	这家公司在金融危机期间改变了战略。	original_project_authored	draft_auto_validated	false
PH-C6-0002	in vogue	流行的；时髦的	通常作表语，表示某种风格、观念或做法在当前广受欢迎。	Minimalist design is once again in vogue.	极简设计再次流行起来。	original_project_authored	draft_auto_validated	false
PH-C6-0003	at first blush	乍一看；最初看来	表示尚未仔细研究时形成的第一印象，语气较书面。	At first blush, the proposal seems fair to everyone.	乍一看，这项提议似乎对所有人都公平。	original_project_authored	draft_auto_validated	false
PH-C6-0004	in effect	实际上；生效中	可说明实际结果，也可表示法律、规则或制度正在有效实施。	The new rule is already in effect across the organization.	这项新规定已经在整个组织内生效。	original_project_authored	draft_auto_validated	false
PH-C6-0005	in private	私下地；非公开地	表示没有公众或无关人员在场时进行谈话或活动。	The two leaders continued their discussion in private.	两位领导人私下继续讨论。	original_project_authored	draft_auto_validated	false
PH-C6-0006	in truth	事实上；的确	较书面地用于强调真实情况，尤其当它与表象或说法不同。	In truth, the apparent success depended on years of preparation.	事实上，表面上的成功依靠的是多年的准备。	original_project_authored	draft_auto_validated	false
PH-C6-0007	to be sure	诚然；无可否认	用于承认某一点成立，后文常补充限制或不同看法。	To be sure, the plan is ambitious, but it is not impossible.	诚然，这项计划雄心勃勃，但并非不可能。	original_project_authored	draft_auto_validated	false
PH-C6-0008	at large	在逃；总体而言；自由活动	含义随语境变化，可指未被捕获，也可指整个社会或群体。	The report examines the effects of automation on society at large.	这份报告考察自动化对整个社会的影响。	original_project_authored	draft_auto_validated	false
PH-C6-0009	at will	任意地；随意地	表示能够在任何想要的时候自由行动或改变。	Authorized users can adjust the settings at will.	获授权的用户可以随意调整设置。	original_project_authored	draft_auto_validated	false
PH-C6-0010	at worst	在最坏的情况下	用于说明可能出现的最不利结果。	At worst, the delay will add two days to the journey.	最坏的情况下，延误会使行程增加两天。	original_project_authored	draft_auto_validated	false
PH-C6-0011	all in all	总的来说	用于综合考虑各方面后作出总体评价。	All in all, the experiment produced more useful data than expected.	总的来说，这次实验产生的有用数据比预期更多。	original_project_authored	draft_auto_validated	false
PH-C6-0012	all of a sudden	突然	表示事情出乎意料地迅速发生。	All of a sudden, the lights went out and the room fell silent.	突然，灯熄灭了，房间安静下来。	original_project_authored	draft_auto_validated	false
PH-C6-0013	not to mention	更不用说；还不算	用于补充一个使前述观点更明显或更有说服力的事实。	The route is long and steep, not to mention dangerous after dark.	这条路线又长又陡，更不用说天黑后还很危险。	original_project_authored	draft_auto_validated	false
PH-C6-0014	pretty much	几乎；差不多	非正式表达，表示程度接近完全或情况大体如此。	The repairs are pretty much complete, apart from some painting.	除了部分粉刷工作，维修已经差不多完成了。	original_project_authored	draft_auto_validated	false
PH-C6-0015	that is to say	也就是说	用于用更清楚或更准确的话重新解释前面的内容。	The material is biodegradable; that is to say, it can break down naturally.	这种材料可生物降解，也就是说，它能自然分解。	original_project_authored	draft_auto_validated	false
