record_id	phrase	meaning_zh	usage_note_zh	example_en	example_zh	content_method	qa_status	human_review_claimed
PH-C6-0101	prop up	支撑；扶持	可按字面表示用物体撑住，也可比喻用资金或政策维持薄弱事物。	Temporary beams will prop up the damaged roof.	临时横梁将支撑受损的屋顶。	original_project_authored	draft_auto_validated	false
PH-C6-0102	vice president	副总统；副总裁	指职位仅次于总统或总裁的人，具体职责随政府或组织而异。	The vice president will lead the negotiations overseas.	副总统将负责领导海外谈判。	original_project_authored	draft_auto_validated	false
PH-C6-0103	scrape up	勉强凑集	表示经过努力凑足少量金钱、资源或支持。	The community managed to scrape up enough money to repair the hall.	社区设法凑够了维修大厅的钱。	original_project_authored	draft_auto_validated	false
PH-C6-0104	skim off	撇去；拿走最好的部分	可表示从液体表面去除一层，也可比喻取走利润或最优资源。	Use a spoon to skim off the foam from the surface.	用勺子撇去表面的泡沫。	original_project_authored	draft_auto_validated	false
PH-C6-0105	skim over	快速浏览；略过	表示只看主要内容而不研究细节，也可指在表面轻快移动。	Do not merely skim over the evidence before reaching a conclusion.	作出结论前不要只是粗略浏览证据。	original_project_authored	draft_auto_validated	false
PH-C6-0106	slack off	懈怠；放松努力	非正式用语，表示工作或学习没有以前认真。	The team cannot slack off before the final stage.	团队在最后阶段前不能松懈。	original_project_authored	draft_auto_validated	false
PH-C6-0107	slam on	猛踩或猛然施加	常与 the brakes 连用，表示突然用力制动；也可指迅速加上限制。	The driver had to slam on the brakes to avoid the animal.	驾驶员不得不猛踩刹车以避开那只动物。	original_project_authored	draft_auto_validated	false
PH-C6-0108	snap at	厉声说；猛咬	可表示因烦躁而突然对某人说重话，也可指动物快速咬去。	People under pressure sometimes snap at those closest to them.	承受压力的人有时会厉声对待身边最亲近的人。	original_project_authored	draft_auto_validated	false
PH-C6-0109	snap back	迅速恢复；猛然反驳	可表示恢复原状或状态，也可指立刻以尖锐语气回答。	The flexible material should snap back into shape.	这种柔性材料应该会迅速恢复原形。	original_project_authored	draft_auto_validated	false
PH-C6-0110	snap off	突然折断；啪地关掉	表示某物因快速用力而断开，也可表示突然关闭开关。	A strong wind could snap off the weaker branches.	强风可能会折断较脆弱的树枝。	original_project_authored	draft_auto_validated	false
PH-C6-0111	snatch up	迅速抓起；抢购	表示突然拿起某物，也可指很快买走或接受机会。	She had to snatch up the papers before the wind scattered them.	她不得不迅速抓起文件，以免被风吹散。	original_project_authored	draft_auto_validated	false
PH-C6-0112	sneak away	悄悄离开	表示为了不被注意而秘密离开某地或人群。	The child tried to sneak away while everyone was distracted.	大家分心时，那个孩子试图悄悄离开。	original_project_authored	draft_auto_validated	false
PH-C6-0113	sneak in	偷偷进入；暗中加入	表示不被发现地进入，也可指某事物逐渐而不明显地出现。	Someone managed to sneak in through an unlocked side door.	有人设法从未上锁的侧门偷偷进入。	original_project_authored	draft_auto_validated	false
PH-C6-0114	olive oil	橄榄油	指从橄榄果实提取的植物油，常用于烹饪和调味。	The recipe uses olive oil instead of butter.	这份食谱用橄榄油代替黄油。	original_project_authored	draft_auto_validated	false
PH-C6-0115	sneak out	偷偷出去；秘密带出	可不接宾语表示悄悄离开，也可接宾语表示暗中把某物带出。	The guests tried to sneak out before the long speech began.	客人们试图在长篇讲话开始前悄悄离开。	original_project_authored	draft_auto_validated	false
PH-C6-0116	sneak up	悄悄靠近	常与 on 连用，表示不被察觉地接近；也可指时间或情况悄然到来。	Do not sneak up on an animal that may be frightened.	不要悄悄靠近可能受惊的动物。	original_project_authored	draft_auto_validated	false
PH-C6-0117	spice up	使更有趣；增添风味	可表示给食物加香料，也可比喻让内容或活动更生动。	A short demonstration could spice up the lecture.	一个简短演示可以让讲座更生动。	original_project_authored	draft_auto_validated	false
PH-C6-0118	stoop to	堕落到做某事；卑劣到	后接名词或动名词，表示做出低于自身道德标准的行为。	A fair opponent would never stoop to spreading false rumors.	公平的对手绝不会卑劣到散布虚假谣言。	original_project_authored	draft_auto_validated	false
