record_id	phrase	meaning_zh	usage_note_zh	example_en	example_zh	content_method	qa_status	human_review_claimed
PH-C6-0201	drive out	赶走；驱逐	可表示迫使人或动物离开，也可比喻某种因素把企业或做法排挤出去。	Rising rents may drive out long-established local shops.	不断上涨的租金可能会迫使经营多年的本地商店离开。	original_project_authored	draft_auto_validated	false
PH-C6-0202	fall under	归入；受到某事物管辖或影响	后接类别、法律、权力或怀疑，表示被包括或控制。	These activities fall under the authority of a different agency.	这些活动归另一个机构管辖。	original_project_authored	draft_auto_validated	false
PH-C6-0203	fan out	散开；展开搜索	表示人或物从一点向不同方向分散，常用于搜索行动。	The rescue teams will fan out across the valley at sunrise.	救援队将在日出时分散到山谷各处。	original_project_authored	draft_auto_validated	false
PH-C6-0204	feel out	试探；摸清态度	非正式用语，表示谨慎询问以了解某人的意见或反应。	The negotiator tried to feel out both sides before making a proposal.	谈判人员在提出建议前试图摸清双方态度。	original_project_authored	draft_auto_validated	false
PH-C6-0205	fight off	击退；抵抗	可表示抵御攻击者，也可指身体抵抗感染或困倦等影响。	The immune system works to fight off harmful organisms.	免疫系统会抵抗有害生物。	original_project_authored	draft_auto_validated	false
PH-C6-0206	fire up	点燃；启动；激发热情	可表示发动机器、点火，也可使人变得兴奋或积极。	The coach's speech helped fire up the team before the final.	教练的讲话在决赛前激发了全队的斗志。	original_project_authored	draft_auto_validated	false
PH-C6-0207	get hold of	获得；联系上；抓住	后接需要找到的人、物或信息，含义随语境变化。	We need to get hold of the original contract before the meeting.	会议前我们需要找到合同原件。	original_project_authored	draft_auto_validated	false
PH-C6-0208	get in touch	取得联系	通常与 with 连用，表示开始或恢复与某人联系。	Please get in touch with the support team if the error continues.	如果错误持续出现，请联系支持团队。	original_project_authored	draft_auto_validated	false
PH-C6-0209	kick in	开始生效；踢坏进入；出钱	非正式用语，可表示药物或规则开始起作用，也可指共同出资。	The new restrictions will kick in at the beginning of next month.	新限制措施将在下月初开始生效。	original_project_authored	draft_auto_validated	false
PH-C6-0210	kick out	赶走；开除	非正式用语，表示迫使某人离开场所、学校或组织。	The club may kick out members who repeatedly break its rules.	俱乐部可能会开除屡次违反规定的成员。	original_project_authored	draft_auto_validated	false
PH-C6-0211	knock over	撞倒；打翻	表示碰撞使人或物失去平衡而倒下。	A passing cart could knock over the display.	经过的手推车可能会撞倒展品。	original_project_authored	draft_auto_validated	false
PH-C6-0212	live with	与某人同住；接受并忍受	可按字面表示共同居住，也可表示接受无法改变的不理想情况。	Residents should not have to live with unsafe drinking water.	居民不应该被迫忍受不安全的饮用水。	original_project_authored	draft_auto_validated	false
PH-C6-0213	look away	把目光移开	表示不再看某人或某事，有时暗示不愿面对问题。	It was difficult to look away from the dramatic rescue footage.	很难把目光从那段紧张的救援画面上移开。	original_project_authored	draft_auto_validated	false
PH-C6-0214	make a point	强调；特意做某事；得一分	常与 of 连用，表示有意识地确保某事发生，也可表示明确提出观点。	The report should make a point of separating fact from opinion.	这份报告应该特别注意区分事实与观点。	original_project_authored	draft_auto_validated	false
PH-C6-0215	volcanic eruption	火山喷发	指岩浆、火山灰和气体从火山释放出来的地质事件。	A major volcanic eruption can disrupt air travel across a wide region.	大规模火山喷发会扰乱广大地区的航空旅行。	original_project_authored	draft_auto_validated	false
PH-C6-0216	move over	挪开；让位	可表示移动以腾出空间，也可比喻让别人接替位置。	Could you move over so that another passenger can sit down?	你能挪一下，让另一名乘客坐下吗？	original_project_authored	draft_auto_validated	false
PH-C6-0217	own up	承认错误	非正式用语，常与 to 连用，表示承认自己做了错事或隐瞒了事实。	Those responsible should own up to their mistakes.	负有责任的人应该承认自己的错误。	original_project_authored	draft_auto_validated	false
PH-C6-0218	part with	放弃；割舍	表示把自己重视或不愿失去的物品、金钱或权利交出去。	The museum was unwilling to part with the rare manuscript.	博物馆不愿割舍这份珍贵手稿。	original_project_authored	draft_auto_validated	false
PH-C6-0219	pass on	传递；转交；婉拒；去世	可表示把信息或物品给别人，也可非正式地表示拒绝机会。	Please pass on the safety instructions to new volunteers.	请把安全说明转达给新志愿者。	original_project_authored	draft_auto_validated	false
PH-C6-0220	press on	继续前进；坚持做	表示尽管疲劳、困难或反对仍继续行动。	The expedition decided to press on despite the worsening weather.	尽管天气恶化，探险队仍决定继续前进。	original_project_authored	draft_auto_validated	false
PH-C6-0221	push back	推迟；抵制；向后推	可表示延后安排，也可指反对某项要求或影响。	Local groups began to push back against the proposed cuts.	当地团体开始抵制拟议中的削减措施。	original_project_authored	draft_auto_validated	false
PH-C6-0222	rest on	依靠；取决于；放在某物上	可说明结论以证据为基础，也可表示责任或目光落在某人身上。	The final decision will rest on the strength of the evidence.	最终决定将取决于证据的说服力。	original_project_authored	draft_auto_validated	false
PH-C6-0223	rule out	排除；使不可能	表示通过证据或决定排除某个原因、选择或可能性。	The test cannot completely rule out a hidden fault.	这项测试无法完全排除隐藏故障。	original_project_authored	draft_auto_validated	false
PH-C6-0224	breach of trust	违背信任；背信行为	指某人滥用受托责任或破坏他人给予的信任，具体法律含义依语境而定。	Sharing confidential records would be a serious breach of trust.	分享保密记录将是严重的背信行为。	original_project_authored	draft_auto_validated	false
PH-C6-0225	broad spectrum	广谱的；范围广泛的	常用于 broad-spectrum 作定语，表示能够作用于多种对象或覆盖广泛范围。	The laboratory uses a broad spectrum of methods to identify unknown materials.	实验室使用范围广泛的方法来鉴定未知材料。	original_project_authored	draft_auto_validated	false
PH-C6-0226	collision course	冲突趋势；碰撞航向	可指物体沿会发生碰撞的路线移动，也可比喻双方走向严重冲突。	The two agencies appear to be on a collision course over funding.	两个机构似乎因资金问题正走向冲突。	original_project_authored	draft_auto_validated	false
PH-C6-0227	conspicuous consumption	炫耀性消费	指通过公开购买昂贵商品或服务来展示财富和社会地位的消费行为。	The article links conspicuous consumption to social pressure.	这篇文章把炫耀性消费与社会压力联系起来。	original_project_authored	draft_auto_validated	false
PH-C6-0228	copyright infringement	侵犯版权	指未经许可实施受版权专有权控制的行为，具体认定取决于适用法律。	The publisher removed the image after receiving a copyright infringement notice.	出版社收到侵犯版权通知后删除了这张图片。	original_project_authored	draft_auto_validated	false
PH-C6-0229	electoral college	选举团	泛指由选举人组成并负责选出特定职位的机构；美国正式名称通常写作 the Electoral College。	The electoral college system is a central topic in the course.	选举团制度是这门课程的核心主题。	original_project_authored	draft_auto_validated	false
PH-C6-0230	free verse	自由诗	指不遵循固定格律、韵脚或诗行长度模式的诗歌形式。	The poet uses free verse to create a conversational rhythm.	这位诗人用自由诗营造对话般的节奏。	original_project_authored	draft_auto_validated	false
PH-C6-0231	optical illusion	视错觉；视觉错觉	指视觉系统对图形、颜色、运动或空间关系产生与物理现实不同的感知。	The pattern creates an optical illusion of movement.	这个图案产生了一种运动的视错觉。	original_project_authored	draft_auto_validated	false
PH-C6-0232	tax evasion	逃税	指以违法方式故意逃避应缴税款，与合法税务筹划不同。	The investigation uncovered a complex tax evasion scheme.	调查发现了一项复杂的逃税计划。	original_project_authored	draft_auto_validated	false
PH-C6-0233	urban sprawl	城市蔓延；无序扩张	指低密度城市建设向外围大面积扩展，常带来交通和土地利用问题。	Urban sprawl can increase dependence on private cars.	城市蔓延会增加对私家车的依赖。	original_project_authored	draft_auto_validated	false
PH-C6-0234	voter turnout	投票率；投票人数	指符合条件的选民中实际参加投票的比例或人数。	Voter turnout was highest among people over sixty.	六十岁以上人群的投票率最高。	original_project_authored	draft_auto_validated	false
PH-C6-0235	alter ego	另一个自我；亲密代言人	可指人格的另一面、虚构身份，也可表示与某人关系密切并代表其行事的人。	The fictional detective became the writer's alter ego.	这个虚构侦探成了作家的另一个自我。	original_project_authored	draft_auto_validated	false
PH-C6-0236	blank verse	无韵诗	指有固定格律但不押韵的诗体，英语文学中常见无韵抑扬五步格。	The play contains long passages written in blank verse.	这部戏剧包含许多用无韵诗写成的长段落。	original_project_authored	draft_auto_validated	false
PH-C6-0237	chamber music	室内乐	指通常由少数演奏者在较小空间演奏、每个声部常由一人承担的音乐。	The festival includes an evening of chamber music.	艺术节包括一场室内乐之夜。	original_project_authored	draft_auto_validated	false
PH-C6-0238	decimal point	小数点	指十进制数中分隔整数部分与小数部分的符号。	Moving the decimal point one place changed the result tenfold.	把小数点移动一位使结果变化了十倍。	original_project_authored	draft_auto_validated	false
PH-C6-0239	echo chamber	回音室；信息茧房	可按字面指产生回声的空间，也比喻只接触强化既有观点的信息环境。	The discussion group became an echo chamber with little room for disagreement.	这个讨论组变成了几乎容不下异议的信息茧房。	original_project_authored	draft_auto_validated	false
PH-C6-0240	elbow grease	苦干；体力劳动	非正式表达，指完成费力任务所需的实际劳动和力气。	The old table needs soap, water, and plenty of elbow grease.	这张旧桌子需要用肥皂、水和大量力气来清理。	original_project_authored	draft_auto_validated	false
PH-C6-0241	flip side	另一面；相反方面	常用于 the flip side，表示某种情况不太明显或相反的一面。	The flip side of flexibility is a lack of long-term certainty.	灵活性的另一面是缺乏长期确定性。	original_project_authored	draft_auto_validated	false
PH-C6-0242	grand slam	大满贯；满垒全垒打	可指一次赢得某项目全部主要赛事，也特指棒球中的满垒全垒打。	Winning all four major titles would complete a grand slam.	赢得全部四项主要冠军将成就大满贯。	original_project_authored	draft_auto_validated	false
PH-C6-0243	glove compartment	汽车仪表板储物箱	指汽车前排仪表板内用于放置小物品的储物空间。	The vehicle manual is kept in the glove compartment.	车辆说明书放在仪表板储物箱里。	original_project_authored	draft_auto_validated	false
PH-C6-0244	heat shield	隔热罩；防热盾	指保护设备或航天器免受高温和热流损害的材料或结构。	The spacecraft relies on a heat shield during reentry.	航天器在再入大气层时依靠防热盾保护。	original_project_authored	draft_auto_validated	false
PH-C6-0245	indefinite article	不定冠词	英语中通常指 a 和 an，用于表示非特指的可数名词单数。	Use the indefinite article an before a spoken vowel sound.	在发音以元音音素开头的词前使用不定冠词 an。	original_project_authored	draft_auto_validated	false
PH-C6-0246	nuclear fusion	核聚变	指较轻原子核结合成较重原子核并释放能量的核反应过程。	Nuclear fusion powers the Sun and other stars.	核聚变为太阳和其他恒星提供能量。	original_project_authored	draft_auto_validated	false
PH-C6-0247	solitary confinement	单独监禁	指把被拘禁者与其他人隔离关押的监禁方式。	The report examines the psychological effects of prolonged solitary confinement.	这份报告研究长期单独监禁的心理影响。	original_project_authored	draft_auto_validated	false
PH-C6-0248	tug of war	拔河；激烈争夺	可指拔河比赛，也可比喻双方围绕权力、资源或控制权进行拉锯。	Budget talks became a tug of war between the two departments.	预算谈判成了两个部门之间的拉锯战。	original_project_authored	draft_auto_validated	false
PH-C6-0249	witch hunt	政治迫害；无根据的搜捕	指在证据不足时大规模寻找并惩罚被视为异己或有罪的人。	Critics warned that the inquiry must not become a witch hunt.	批评者警告，这项调查不能演变成政治迫害。	original_project_authored	draft_auto_validated	false
PH-C6-0250	civic pride	市民自豪感；城市荣誉感	指居民因所属城市、社区及其成就而产生的自豪和责任感。	Restoring the historic theater strengthened local civic pride.	修复这座历史悠久的剧院增强了当地市民的自豪感。	original_project_authored	draft_auto_validated	false
