record_id	phrase	meaning_zh	usage_note_zh	example_en	example_zh	content_method	qa_status	human_review_claimed
PH-J-0201	take care	当心；保重；照顾	可单独用于提醒或告别；表示照顾某人时通常接 of。	Take care when you cross this busy road.	穿过这条繁忙的道路时要当心。	original_project_authored	draft_auto_validated	false
PH-J-0202	take down	取下；记下；拆除	可表示从高处拿下、记录信息或拆除结构。	Please take down the phone number before you forget it.	请在忘记前记下这个电话号码。	original_project_authored	draft_auto_validated	false
PH-J-0203	take off	脱下；起飞；迅速流行	可接衣物作宾语，也可不接宾语表示飞机离地。	The plane will take off in twenty minutes.	飞机将在二十分钟后起飞。	original_project_authored	draft_auto_validated	false
PH-J-0204	take part	参加	通常与 in 连用，后接活动、比赛或讨论。	Every student can take part in the art festival.	每名学生都可以参加艺术节。	original_project_authored	draft_auto_validated	false
PH-J-0205	take place	发生；举行	主语通常是事件或活动，不用于被动语态。	The final match will take place on Saturday afternoon.	决赛将在星期六下午举行。	original_project_authored	draft_auto_validated	false
PH-J-0206	take up	开始从事；占据；拿起	可表示培养兴趣、占用时间或空间，也可表示拿起事物。	Reading does not have to take up all your free time.	阅读不必占用你全部的空闲时间。	original_project_authored	draft_auto_validated	false
PH-J-0207	talk about	谈论	后接谈话的主题或事情。	Let us talk about our plans for the summer holiday.	我们来谈谈暑假计划吧。	original_project_authored	draft_auto_validated	false
PH-J-0208	talk to	和某人交谈	后接谈话对象；强调双方交流时也常用 talk with。	You should talk to a teacher if you need advice.	如果你需要建议，应该和老师谈谈。	original_project_authored	draft_auto_validated	false
PH-J-0209	think about	考虑；思考	后接需要认真考虑的人、事或行动。	Please think about the question before you answer.	回答前请认真思考这个问题。	original_project_authored	draft_auto_validated	false
PH-J-0210	think of	想到；认为	可表示脑中出现某人或某事，也可用于询问看法。	Can you think of a better name for our team?	你能为我们的队伍想出一个更好的名字吗？	original_project_authored	draft_auto_validated	false
PH-J-0211	throw away	扔掉；丢弃	后接不再需要的东西；代词作宾语时通常放在两词之间。	Do not throw away paper that can be reused.	不要扔掉可以重复使用的纸。	original_project_authored	draft_auto_validated	false
PH-J-0212	turn off	关掉	表示关闭电器、水源或设备；代词作宾语时通常放在两词之间。	Remember to turn off the tap after washing your hands.	洗手后记得关水龙头。	original_project_authored	draft_auto_validated	false
PH-J-0213	turn on	打开	表示开启电器、水源或设备；代词作宾语时通常放在两词之间。	Could you turn on the radio for the weather report?	你能打开收音机听天气预报吗？	original_project_authored	draft_auto_validated	false
PH-J-0214	turn out	结果是；证明是；关掉	常接形容词或不定式说明最终结果，也可表示关灯。	The missing keys may turn out to be in your bag.	丢失的钥匙最后可能会发现就在你的包里。	original_project_authored	draft_auto_validated	false
PH-J-0215	turn to	转向；向某人求助	后接方向、对象或可以提供帮助的人。	You can turn to your parents when you face a difficult choice.	面临艰难选择时，你可以向父母求助。	original_project_authored	draft_auto_validated	false
PH-J-0216	wake up	醒来；唤醒	可不接宾语表示醒来，也可接宾语表示把某人叫醒。	I usually wake up before my alarm rings.	我通常在闹钟响之前醒来。	original_project_authored	draft_auto_validated	false
PH-J-0217	warm up	热身；变暖	可表示运动前活动身体，也可表示使食物或房间变暖。	Players should warm up before they enter the game.	运动员上场比赛前应该热身。	original_project_authored	draft_auto_validated	false
PH-J-0218	watch out	当心；留神	用于提醒某人注意眼前或即将出现的危险。	Watch out! The steps are covered with ice.	当心！台阶上结了冰。	original_project_authored	draft_auto_validated	false
PH-J-0219	work in	在某处工作；以某材料创作	后接行业、地点、领域或艺术创作所用材料。	Many young people hope to work in science and technology.	许多年轻人希望在科技领域工作。	original_project_authored	draft_auto_validated	false
PH-J-0220	work on	从事；努力改进	后接正在处理的任务、项目或需要改善的能力。	We will work on the class newspaper after lunch.	午饭后我们将制作班级报纸。	original_project_authored	draft_auto_validated	false
PH-J-0221	work out	解决；计算出；锻炼	可表示找到答案、计算结果，也可表示进行体育锻炼。	Try to work out the answer without a calculator.	试着不用计算器算出答案。	original_project_authored	draft_auto_validated	false
PH-J-0222	write down	写下；记下	后接需要记录的信息；代词作宾语时通常放在两词之间。	Write down three things you learned today.	写下你今天学到的三件事。	original_project_authored	draft_auto_validated	false
PH-J-0223	close to	靠近；接近	可表示空间距离近，也可表示数量或关系接近。	Our school is close to the city library.	我们学校离市图书馆很近。	original_project_authored	draft_auto_validated	false
PH-J-0224	far from	远离；远非	可表示空间距离远，也可强调实际情况与某种描述相差很大。	The campsite is far from the nearest town.	营地离最近的城镇很远。	original_project_authored	draft_auto_validated	false
PH-J-0225	in front of	在某物前面	表示处于某人或某物外部的前方，与 in the front of 区分。	A large tree stands in front of our classroom.	我们的教室前面有一棵大树。	original_project_authored	draft_auto_validated	false
PH-J-0226	look forward to	期待	to 是介词，后接名词、代词或动名词。	We look forward to meeting the exchange students.	我们期待见到交换生。	original_project_authored	draft_auto_validated	false
PH-J-0227	on earth	究竟；到底；在地球上	用于疑问词后加强语气，也可按字面表示在地球上。	Why on earth is the classroom door locked?	教室门到底为什么锁着？	original_project_authored	draft_auto_validated	false
PH-J-0228	used to	过去常常	后接动词原形，表示过去的习惯或状态如今已经改变。	We used to play football in this field after school.	我们过去常常放学后在这片场地踢足球。	original_project_authored	draft_auto_validated	false
PH-J-0229	would like	想要；愿意	后接名词或不定式，比 want 语气更礼貌。	I would like to ask one more question.	我想再问一个问题。	original_project_authored	draft_auto_validated	false
PH-J-0230	be able to	能够	后接动词原形，可用于多种时态说明具备能力或条件。	With more practice, you will be able to swim farther.	多加练习后，你就能游得更远。	original_project_authored	draft_auto_validated	false
PH-J-0231	be afraid of	害怕	后接名词、代词或动名词，说明害怕的对象。	It is normal to be afraid of making mistakes at first.	起初害怕犯错是正常的。	original_project_authored	draft_auto_validated	false
