record_id	phrase	meaning_zh	usage_note_zh	example_en	example_zh	content_method	qa_status	human_review_claimed
PH-C6-0051	abide by	遵守；信守	后接法律、规则、决定或协议，语气较正式。	All participants must abide by the competition rules.	所有参赛者都必须遵守比赛规则。	original_project_authored	draft_auto_validated	false
PH-C6-0052	clamp down	严厉压制；严加管制	常与 on 连用，表示当局采取强硬措施制止某种活动。	Regulators plan to clamp down on misleading advertisements.	监管机构计划严厉打击误导性广告。	original_project_authored	draft_auto_validated	false
PH-C6-0053	conceive of	设想；想象	后接想法或可能性，常用于否定结构说明某事难以想象。	It is difficult to conceive of modern life without electricity.	很难想象没有电的现代生活。	original_project_authored	draft_auto_validated	false
PH-C6-0054	dole out	少量分发；逐份发放	表示把金钱、食物、任务或惩罚分成若干份发给不同的人。	Volunteers began to dole out blankets to the waiting families.	志愿者开始向等候的家庭逐一发放毯子。	original_project_authored	draft_auto_validated	false
PH-C6-0055	doze off	打瞌睡；入睡	表示无意中或短暂地进入睡眠，常发生在坐着时。	He began to doze off during the long train journey.	在漫长的火车旅途中，他开始打瞌睡。	original_project_authored	draft_auto_validated	false
PH-C6-0056	linger over	慢慢享用；长时间考虑	表示花比通常更多的时间做某事，常因享受或犹豫而不愿结束。	We decided to linger over coffee and continue the discussion.	我们决定慢慢喝咖啡，继续讨论。	original_project_authored	draft_auto_validated	false
PH-C6-0057	rein in	控制；约束	原指勒紧缰绳，常比喻控制开支、权力、情绪或过度行为。	The company introduced new rules to rein in unnecessary spending.	公司出台新规定以控制不必要的开支。	original_project_authored	draft_auto_validated	false
PH-C6-0058	scrape by	勉强维持；勉强通过	表示凭很少的金钱、能力或优势艰难达到最低要求。	The family managed to scrape by on a very limited income.	这个家庭靠非常有限的收入勉强维持生活。	original_project_authored	draft_auto_validated	false
PH-C6-0059	sober up	醒酒；清醒起来	表示酒精影响减弱，也可比喻从兴奋或幻想中恢复理智。	It may take several hours to sober up completely.	完全醒酒可能需要几个小时。	original_project_authored	draft_auto_validated	false
PH-C6-0060	butt in	插嘴；干涉	非正式用语，表示不礼貌地打断谈话或介入别人的事务。	Please do not butt in while the witness is answering.	证人回答时请不要插嘴。	original_project_authored	draft_auto_validated	false
PH-C6-0061	jack up	大幅提高；顶起	非正式用语，可表示提高价格或数量，也可指用千斤顶抬起车辆。	A sudden shortage could jack up fuel prices.	突然的短缺可能会大幅推高燃料价格。	original_project_authored	draft_auto_validated	false
PH-C6-0062	bust up	打破；拆散；结束关系	非正式用语，可表示损坏物品、驱散团体或使关系破裂。	Police arrived to bust up the illegal gathering.	警察赶到并驱散了非法集会。	original_project_authored	draft_auto_validated	false
PH-C6-0063	buzz off	走开	非正式且不礼貌的表达，用于命令某人离开。	He told the reporters to buzz off and leave the family alone.	他让记者们走开，不要打扰这家人。	original_project_authored	draft_auto_validated	false
PH-C6-0064	flare up	突然加剧；突然燃起	可指疾病、冲突或情绪突然恶化，也可指火焰猛然燃起。	Old tensions may flare up if the talks fail.	如果谈判失败，旧有紧张局势可能突然加剧。	original_project_authored	draft_auto_validated	false
PH-C6-0065	foul up	把某事弄糟；使混乱	非正式用语，表示错误或干扰使计划、机器或过程无法正常进行。	Incorrect data could foul up the entire calculation.	错误数据可能会把整个计算弄乱。	original_project_authored	draft_auto_validated	false
PH-C6-0066	mock up	制作模型或样稿	表示在正式生产前制作外观或功能的试验版本；名词通常写作 mock-up。	The designers will mock up three versions of the new interface.	设计师将制作三个版本的新界面样稿。	original_project_authored	draft_auto_validated	false
PH-C6-0067	mow down	成片割倒；撞倒或射倒	可按字面表示割倒植物，也可指车辆或武器造成多人伤亡。	The machine can mow down tall grass in a few minutes.	这台机器几分钟内就能割倒高草。	original_project_authored	draft_auto_validated	false
PH-C6-0068	peel off	剥落；脱下；离开队列	可表示表层脱落、除去衣物，也可指车辆或人员从群体中分离。	The old paint began to peel off the wooden door.	旧油漆开始从木门上剥落。	original_project_authored	draft_auto_validated	false
PH-C6-0069	peg down	确定；限定；固定住	可表示获得准确细节，也可指用木桩等把物品固定在地面。	We need to peg down the exact delivery date before signing.	签字前我们需要确定确切的交付日期。	original_project_authored	draft_auto_validated	false
PH-C6-0070	reel off	一口气说出；迅速列举	表示毫不费力地连续背诵或列出大量信息。	She can reel off the names of every winner since 1990.	她能一口气说出自 1990 年以来每位获胜者的名字。	original_project_authored	draft_auto_validated	false
PH-C6-0071	rig up	临时搭建；匆忙装配	表示利用手边材料快速搭建或连接临时装置。	The crew managed to rig up a temporary radio antenna.	工作人员设法临时架设了一根无线电天线。	original_project_authored	draft_auto_validated	false
PH-C6-0072	shove off	离开；把船撑离岸边	非正式用语，可表示启程，也可用作不礼貌的逐客命令。	We should shove off before the tide begins to fall.	我们应该在退潮前离岸出发。	original_project_authored	draft_auto_validated	false
PH-C6-0073	snap up	抢购；迅速抓住	表示因机会难得而很快购买、接受或取得某物。	Investors were quick to snap up the newly issued shares.	投资者迅速抢购了新发行的股票。	original_project_authored	draft_auto_validated	false
PH-C6-0074	sniff out	嗅出；查出	可指动物凭嗅觉找到目标，也可比喻通过调查发现隐藏信息。	Skilled investigators can sniff out inconsistencies in a false account.	经验丰富的调查人员能发现虚假陈述中的矛盾。	original_project_authored	draft_auto_validated	false
PH-C6-0075	soft pedal	淡化；低调处理	动词也常写作 soft-pedal，表示故意弱化问题的重要性或严重程度。	Officials should not soft pedal the risks described in the report.	官员不应淡化报告中所述的风险。	original_project_authored	draft_auto_validated	false
PH-C6-0076	wink at	睁一只眼闭一只眼；默许	比喻故意不制止或不惩罚自己知道的不当行为。	An effective regulator cannot wink at repeated safety violations.	有效的监管机构不能纵容反复发生的安全违规行为。	original_project_authored	draft_auto_validated	false
PH-C6-0077	assert oneself	坚持表达自己的权利或意见	表示以自信而明确的方式维护立场，通常不等同于攻击他人。	It can be difficult to assert oneself in a formal meeting.	在正式会议中坚定表达自己的意见可能并不容易。	original_project_authored	draft_auto_validated	false
PH-C6-0078	barge in	闯入；贸然插话	表示未经允许突然进入，或粗鲁地打断谈话。	He apologized for choosing to barge in without knocking.	他为自己没敲门就闯入而道歉。	original_project_authored	draft_auto_validated	false
PH-C6-0079	blow a fuse	大发雷霆；烧断保险丝	可按字面表示电路保险丝熔断，也可非正式地形容突然大怒。	My supervisor will blow a fuse if the figures are missing again.	如果数据再次缺失，我的主管会大发雷霆。	original_project_authored	draft_auto_validated	false
PH-C6-0080	brace oneself for	做好应对困难的准备	反身代词随主语变化，后接预期会发生的冲击、坏消息或困难。	It is wise to brace oneself for possible delays during the storm.	明智的做法是做好准备，应对暴风雨期间可能出现的延误。	original_project_authored	draft_auto_validated	false
PH-C6-0081	confer with	与某人商议	较正式地表示为作决定或解决问题而交换意见。	The judge will confer with both lawyers before setting a date.	法官确定日期前将与双方律师商议。	original_project_authored	draft_auto_validated	false
PH-C6-0082	cozy up	讨好；拉近关系	常与 to 连用，表示为获得利益而刻意与有影响力者建立亲近关系。	The company tried to cozy up to local officials before the vote.	这家公司试图在投票前讨好当地官员。	original_project_authored	draft_auto_validated	false
PH-C6-0083	default on	未履行；拖欠	后接贷款、债务或合同义务，表示没有按约定付款或履责。	The firm may default on its loans if sales continue to decline.	如果销售继续下降，这家公司可能会拖欠贷款。	original_project_authored	draft_auto_validated	false
PH-C6-0084	dispense with	省去；不再需要	表示决定不用通常需要的人、物或程序；也可表示处理掉。	The revised process will dispense with several unnecessary forms.	修订后的流程将省去几份不必要的表格。	original_project_authored	draft_auto_validated	false
PH-C6-0085	fling off	猛地脱掉；甩开	表示迅速而用力地除去衣物、束缚或影响。	He began to fling off his wet coat as soon as he entered.	他一进门就开始迅速脱掉湿外套。	original_project_authored	draft_auto_validated	false
PH-C6-0086	flip out	突然失去冷静；非常激动	非正式用语，表示因愤怒、恐惧或兴奋而反应强烈。	Some investors may flip out when prices change sharply.	价格剧烈变化时，一些投资者可能会失去冷静。	original_project_authored	draft_auto_validated	false
PH-C6-0087	flip over	翻转；翻面	可表示使物体转到另一面，也可指车辆翻覆。	Use a wide tool to flip over the pancake.	用宽一点的工具把薄饼翻面。	original_project_authored	draft_auto_validated	false
PH-C6-0088	flirt with	调情；轻率考虑；冒险接近	可表示以言行表达浪漫兴趣，也可比喻短暂考虑想法或接近危险。	The proposal appears to flirt with an idea rejected years ago.	这项提议似乎在试探一个多年前被否决的想法。	original_project_authored	draft_auto_validated	false
PH-C6-0089	frown on	不赞成；反对	表示社会、组织或个人认为某种行为不合适，但未必正式禁止。	Most employers frown on sharing confidential information.	大多数雇主不赞成分享保密信息。	original_project_authored	draft_auto_validated	false
PH-C6-0090	solar eclipse	日食	指月球运行到太阳与地球之间，从地球上看太阳被部分或全部遮挡的现象。	The next solar eclipse will be visible only from a narrow region.	下一次日食只能从一个狭窄地区看到。	original_project_authored	draft_auto_validated	false
PH-C6-0091	give vent	发泄；表达强烈情绪	常与 to 连用，表示公开释放愤怒、挫折或其他强烈情感。	The editorial gave residents a place to give vent to their frustration.	这篇社论给居民提供了表达不满的空间。	original_project_authored	draft_auto_validated	false
PH-C6-0092	grope for	努力寻找；摸索	可表示在黑暗中用手摸索，也可比喻艰难寻找词语、答案或办法。	The speaker paused to grope for the right words.	演讲者停下来，努力寻找恰当的措辞。	original_project_authored	draft_auto_validated	false
PH-C6-0093	hinge on	取决于；以某事为关键	表示结果完全或主要依赖某个条件、决定或事实。	The success of the rescue may hinge on accurate weather forecasts.	救援能否成功可能取决于准确的天气预报。	original_project_authored	draft_auto_validated	false
PH-C6-0094	huddle together	挤在一起；聚拢商议	可表示为取暖或安全而靠近，也可指小群人聚在一起讨论。	The hikers had to huddle together for warmth.	徒步者不得不挤在一起取暖。	original_project_authored	draft_auto_validated	false
PH-C6-0095	keep abreast	跟上最新进展	通常与 of 连用，表示持续了解某领域的变化和新信息。	Doctors must keep abreast of new research in their field.	医生必须跟上本领域的最新研究。	original_project_authored	draft_auto_validated	false
PH-C6-0096	lash out	猛烈抨击；突然攻击	常与 at 连用，表示因愤怒或受压而突然用言语或行动攻击。	People under severe stress may lash out at those trying to help.	承受巨大压力的人可能会攻击试图帮助他们的人。	original_project_authored	draft_auto_validated	false
PH-C6-0097	lead astray	把某人引入歧途；使误判	表示使人采取错误行为，或让人的判断偏离事实。	A single dramatic example can lead astray readers who ignore the wider evidence.	一个引人注目的个例可能会误导忽视更广泛证据的读者。	original_project_authored	draft_auto_validated	false
PH-C6-0098	lounge around	懒散地闲待	非正式用语，表示长时间坐着或躺着，几乎不做什么事情。	We had no time to lounge around before the afternoon session.	下午场开始前，我们没有时间闲待。	original_project_authored	draft_auto_validated	false
PH-C6-0099	plea bargain	辩诉交易	可作名词或动词，指被告认罪以换取控罪或刑罚方面让步的司法安排。	A defendant may plea bargain to avoid the uncertainty of a trial.	被告可能通过辩诉交易来避免审判结果的不确定性。	original_project_authored	draft_auto_validated	false
PH-C6-0100	poke fun	取笑；开玩笑	常与 at 连用，表示拿某人或某事开玩笑，可能带有嘲讽意味。	It is easy to poke fun at an idea before understanding it.	还没理解一个想法就取笑它是很容易的。	original_project_authored	draft_auto_validated	false
