record_id	phrase	meaning_zh	usage_note_zh	example_en	example_zh	content_method	qa_status	human_review_claimed
PH-J-0151	let out	放出；泄露；发出声音	可表示让人或动物出去、泄露信息，或发出叫声。	Please open the gate and let out the dog.	请打开大门，让狗出去。	original_project_authored	draft_auto_validated	false
PH-J-0152	lie down	躺下	lie 表示“躺”时是不及物动词，过去式为 lay。	You should lie down and rest if you feel dizzy.	如果你感到头晕，应该躺下休息。	original_project_authored	draft_auto_validated	false
PH-J-0153	listen to	听；倾听	to 后接所听的人、声音或内容，listen 本身不能直接接宾语。	Please listen to the instructions before you begin.	开始之前请听清说明。	original_project_authored	draft_auto_validated	false
PH-J-0154	live in	居住在	后接国家、城市、建筑物等居住地点。	My grandparents live in a quiet village near the sea.	我的祖父母住在海边一个安静的村庄里。	original_project_authored	draft_auto_validated	false
PH-J-0155	live on	以某物为食；靠某物生活	可说明食物来源，也可说明赖以生活的收入或资源。	In this area, many families live on fishing.	在这个地区，许多家庭靠捕鱼为生。	original_project_authored	draft_auto_validated	false
PH-J-0156	look after	照顾；照料	后接需要照顾的人、动物或事物。	Can you look after my cat while I am away?	我不在时你能照顾我的猫吗？	original_project_authored	draft_auto_validated	false
PH-J-0157	look at	看；查看	后接观看或检查的对象，强调把视线转向某物。	Look at the clouds and tell me what shapes you see.	看看这些云，告诉我你看到了什么形状。	original_project_authored	draft_auto_validated	false
PH-J-0158	look back	回头看；回顾	可表示向身后看，也可与 on 连用表示回顾往事。	When I look back on the trip, I remember the kind people most.	回顾那次旅行时，我最记得那些善良的人。	original_project_authored	draft_auto_validated	false
PH-J-0159	look for	寻找	后接想找到的人或事物，强调寻找的过程。	We need to look for a safe place to cross the road.	我们需要找一个安全的地方过马路。	original_project_authored	draft_auto_validated	false
PH-J-0160	look like	看起来像	后接名词或代词，询问外貌时常用 what 作宾语。	That island can look like a sleeping bear from here.	从这里看，那座岛可能像一只熟睡的熊。	original_project_authored	draft_auto_validated	false
PH-J-0161	look out	当心；向外看	单独使用常表示警告，也可与 of 连用表示从某处向外看。	Look out! A bicycle is coming around the corner.	当心！一辆自行车正从拐角处过来。	original_project_authored	draft_auto_validated	false
PH-J-0162	look up	查阅；抬头看	可表示在资料中查找信息，也可表示向上看。	You can look up the word in an online dictionary.	你可以在在线词典中查这个单词。	original_project_authored	draft_auto_validated	false
PH-J-0163	make sense	有道理；讲得通	表示观点可以理解、符合逻辑，常用于否定句或疑问句。	Your plan will make sense if we have enough time.	如果我们有足够的时间，你的计划就行得通。	original_project_authored	draft_auto_validated	false
PH-J-0164	make sure	确保；查明	后接 that 从句或 of 短语，表示确认某事无误。	Please make sure that every window is closed.	请确保每扇窗户都关好了。	original_project_authored	draft_auto_validated	false
PH-J-0165	make up	编造；组成；和好；化妆	含义随宾语和语境变化，也可表示构成整体的一部分。	Do not make up an excuse for being late.	不要为迟到编造借口。	original_project_authored	draft_auto_validated	false
PH-J-0166	move around	四处移动；走动	表示在某一区域内改变位置或到处活动。	Passengers may move around after the seat belt sign is off.	安全带指示灯熄灭后，乘客可以走动。	original_project_authored	draft_auto_validated	false
PH-J-0167	move in	搬入；迁入	表示开始在新的房屋或地点居住。	Our new neighbors will move in next weekend.	我们的新邻居下周末会搬进来。	original_project_authored	draft_auto_validated	false
PH-J-0168	move on	继续前进；转向下一项	表示离开当前地点、话题或阶段，继续下一步。	After a short rest, the hikers decided to move on.	短暂休息后，徒步者决定继续前进。	original_project_authored	draft_auto_validated	false
PH-J-0169	move out	搬出；迁出	表示离开原来居住的房屋或地点。	They plan to move out at the end of the month.	他们计划在月底搬出去。	original_project_authored	draft_auto_validated	false
PH-J-0170	pay for	为某物付款；为某事付出代价	后接购买的物品、服务或行为造成的后果。	I used my own money to pay for the notebook.	我用自己的钱买了这个笔记本。	original_project_authored	draft_auto_validated	false
PH-J-0171	pick out	挑选；辨认出	可表示从一组中选择，也可表示从人群或背景中认出。	Help me pick out a present for my little brother.	帮我给弟弟挑一件礼物。	original_project_authored	draft_auto_validated	false
PH-J-0172	pick up	捡起；接载；学会	可表示拿起物品、开车接人或自然学到知识和技能。	Could you pick up that piece of paper from the floor?	你能把地上的那张纸捡起来吗？	original_project_authored	draft_auto_validated	false
PH-J-0173	play with	和某人玩；摆弄	后接玩伴、玩具或被随意摆弄的物品。	The children like to play with building blocks.	孩子们喜欢玩积木。	original_project_authored	draft_auto_validated	false
