record_id	phrase	meaning_zh	usage_note_zh	example_en	example_zh	content_method	qa_status	human_review_claimed
PH-C4-0201	continental breakfast	欧陆式早餐；简便早餐	通常包括面包、糕点、水果和热饮，一般不以现做热食为主。	The hotel provides a continental breakfast from six to nine.	酒店从六点到九点供应欧陆式早餐。	original_project_authored	draft_auto_validated	false
PH-C4-0202	digestive system	消化系统	指共同完成食物消化、营养吸收和废物排出的器官系统。	Water and fiber help the digestive system work normally.	水和膳食纤维有助于消化系统正常运作。	original_project_authored	draft_auto_validated	false
PH-C4-0203	dress code	着装规定	指学校、工作场所或活动对服装和外表的规则要求。	The invitation explains the dress code for the formal dinner.	邀请函说明了正式晚宴的着装要求。	original_project_authored	draft_auto_validated	false
PH-C4-0204	documentary film	纪录片	指以真实人物、事件或问题为素材并以记录和解释为主要目的的影片。	The documentary film follows a team of wildlife researchers.	这部纪录片记录了一支野生动物研究团队。	original_project_authored	draft_auto_validated	false
PH-C4-0205	greeting card	贺卡；问候卡	指在节日、生日或其他场合用来表达祝福和问候的卡片。	She sent a greeting card to thank her host family.	她寄了一张贺卡感谢寄宿家庭。	original_project_authored	draft_auto_validated	false
PH-C4-0206	genetic engineering	基因工程	指通过生物技术有目的地改变生物遗传物质的技术和研究领域。	The course examines both the uses and ethics of genetic engineering.	这门课程探讨基因工程的用途和伦理问题。	original_project_authored	draft_auto_validated	false
PH-C4-0207	gross domestic product	国内生产总值	常缩写为 GDP，指一定时期内一个经济体境内生产的最终商品和服务的市场价值。	Gross domestic product is widely used to measure economic output.	国内生产总值被广泛用于衡量经济产出。	original_project_authored	draft_auto_validated	false
PH-C4-0208	intensive care unit	重症监护室	常缩写为 ICU，指为病情危重者提供持续监测和专门治疗的医院部门。	The patient was moved to the intensive care unit for close monitoring.	病人被转入重症监护室接受密切监测。	original_project_authored	draft_auto_validated	false
PH-C4-0209	monetary fund	货币基金；货币稳定基金	可泛指为货币和金融目的设立的基金；作为机构名称一部分时通常首字母大写。	The regional monetary fund offered emergency support to member states.	区域货币基金向成员国提供了紧急支持。	original_project_authored	draft_auto_validated	false
PH-C4-0210	musical scale	音阶	指按照音高顺序排列的一组音符，是旋律与和声的基础材料。	The students practiced a major musical scale on the piano.	学生们在钢琴上练习了一个大调音阶。	original_project_authored	draft_auto_validated	false
PH-C4-0211	organ transplant	器官移植	指通过医疗手术把器官移入患者体内以替代失去功能的器官。	An organ transplant requires careful matching and long-term medical care.	器官移植需要仔细配型和长期医疗护理。	original_project_authored	draft_auto_validated	false
PH-C4-0212	shopping cart	购物车；网络购物车	可指商店中装商品的手推车，也可指网站暂存待购商品的功能。	The customer placed the heavy box in a shopping cart.	顾客把沉重的箱子放进了购物车。	original_project_authored	draft_auto_validated	false
PH-C4-0213	storage room	储藏室	指专门存放设备、物资或其他物品的房间。	Extra chairs are kept in the storage room behind the hall.	多余的椅子存放在大厅后面的储藏室里。	original_project_authored	draft_auto_validated	false
PH-C4-0214	stem cell research	干细胞研究	指研究干细胞特性、发育和潜在应用的科学领域。	Stem cell research may improve understanding of how tissues develop.	干细胞研究可能增进人们对组织发育方式的理解。	original_project_authored	draft_auto_validated	false
PH-C4-0215	twentieth century	二十世纪	指从 1901 年到 2000 年的一百年时期，作定语时常写成 twentieth-century。	Air travel changed dramatically during the twentieth century.	航空旅行在二十世纪发生了巨大变化。	original_project_authored	draft_auto_validated	false
PH-C4-0216	at first sight	乍一看；初次见到时	表示第一次看到某人或某物时形成的印象。	At first sight, the device appears too simple to be useful.	乍一看，这个装置似乎简单得派不上用场。	original_project_authored	draft_auto_validated	false
PH-C4-0217	one on one	一对一地；单独较量	现代英语作定语时通常写作 one-on-one，表示两个人之间直接进行。	The tutor works one on one with each learner.	这位辅导老师与每名学习者进行一对一教学。	original_project_authored	draft_auto_validated	false
PH-C4-0218	aptitude test	能力倾向测试	指评估学习某种技能或完成某类任务潜在能力的测试。	Applicants complete an aptitude test before the practical interview.	申请人在实践面试前完成能力倾向测试。	original_project_authored	draft_auto_validated	false
PH-C4-0219	atmospheric pressure	大气压	指大气因重力作用对物体表面施加的压力。	Atmospheric pressure generally decreases as altitude increases.	大气压通常随海拔升高而降低。	original_project_authored	draft_auto_validated	false
PH-C4-0220	brain drain	人才外流	指受过良好教育或具备专业技能的人大量离开某地区或国家。	Better research opportunities may help slow the brain drain.	更好的研究机会可能有助于减缓人才外流。	original_project_authored	draft_auto_validated	false
PH-C4-0221	bulletin board	公告板；电子公告栏	指张贴通知的板面，也可指供用户发布消息的网络空间。	The schedule is posted on the bulletin board near the entrance.	日程表张贴在入口附近的公告板上。	original_project_authored	draft_auto_validated	false
PH-C4-0222	carbon dating	碳定年法	利用放射性碳同位素估算曾经存活的有机材料年代的方法。	Researchers used carbon dating to estimate the age of the wooden tool.	研究人员使用碳定年法估算这件木制工具的年代。	original_project_authored	draft_auto_validated	false
PH-C4-0223	collective farm	集体农场	指土地、设备或生产活动由成员共同拥有或共同管理的农业组织。	The former collective farm was divided into smaller independent units.	原集体农场被划分成较小的独立单位。	original_project_authored	draft_auto_validated	false
PH-C4-0224	cooperative society	合作社	指成员共同拥有并为共同经济或社会利益运营的组织。	Local growers formed a cooperative society to market their produce.	当地种植者成立合作社销售农产品。	original_project_authored	draft_auto_validated	false
PH-C4-0225	employment agency	职业介绍机构；招聘中介	指帮助求职者寻找职位并帮助雇主招聘人员的机构。	An employment agency helped her find temporary office work.	一家职业介绍机构帮助她找到了临时办公室工作。	original_project_authored	draft_auto_validated	false
PH-C4-0226	engagement ring	订婚戒指	指订婚时赠送或佩戴、象征结婚承诺的戒指。	The engagement ring had belonged to his grandmother.	这枚订婚戒指曾属于他的祖母。	original_project_authored	draft_auto_validated	false
PH-C4-0227	executive officer	高级管理人员；执行官	指组织中负责管理、决策或执行事务的高级人员，具体职责因机构而异。	The executive officer presented the annual strategy to the board.	这名执行官向董事会介绍了年度战略。	original_project_authored	draft_auto_validated	false
PH-C4-0228	eye opening	令人大开眼界的	现代英语中作形容词通常写作 eye-opening，表示使人获得意外认识或新视角。	The visit was eye opening for students who had never seen a working farm.	这次参观让从未见过农场实际运作的学生大开眼界。	original_project_authored	draft_auto_validated	false
PH-C4-0229	first edition	第一版；初版	指书籍、报刊等第一次正式出版的版本。	The library owns a rare first edition of the novel.	图书馆收藏了这部小说珍贵的初版本。	original_project_authored	draft_auto_validated	false
PH-C4-0230	flesh and blood	血肉之躯；亲骨肉	可强调人有真实情感和弱点，也可指有血缘关系的亲属。	A leader is flesh and blood and can make mistakes like anyone else.	领导者也是血肉之躯，会像任何人一样犯错。	original_project_authored	draft_auto_validated	false
PH-C4-0231	flight recorder	飞行记录器	记录飞机飞行参数或驾驶舱音频、用于事故调查的设备。	Investigators recovered the flight recorder from the damaged aircraft.	调查人员从受损飞机中找到了飞行记录器。	original_project_authored	draft_auto_validated	false
PH-C4-0232	free agent	自由球员；可自由选择雇主的人	可指不受现有合同约束的运动员，也可泛指行动不受组织控制的人。	The player became a free agent when his contract ended.	合同结束后，这名球员成为自由球员。	original_project_authored	draft_auto_validated	false
PH-C4-0233	air freight	航空货运；空运货物	指通过飞机运输货物的服务或采用这种方式运送的货物。	Urgent medical supplies were sent by air freight.	紧急医疗物资通过航空货运送出。	original_project_authored	draft_auto_validated	false
PH-C4-0234	business cycle	经济周期；商业周期	指经济活动在扩张、放缓和复苏等阶段之间发生的周期性波动。	Employment often changes as the business cycle moves between expansion and recession.	就业通常会随着经济周期在扩张与衰退之间变化。	original_project_authored	draft_auto_validated	false
PH-C4-0235	consumer goods	消费品	指供个人或家庭最终使用，而不是用于继续生产的商品。	Demand for consumer goods rose before the holiday.	节日前消费品需求有所上升。	original_project_authored	draft_auto_validated	false
PH-C4-0236	data analysis	数据分析	指整理、检查和解释数据以发现规律或支持结论的过程。	Careful data analysis revealed an error in the original report.	仔细的数据分析发现了原报告中的一个错误。	original_project_authored	draft_auto_validated	false
PH-C4-0237	decision making	决策；作出决定的过程	现代英语中作名词或定语时常写作 decision-making，指比较信息后作出选择的过程。	Reliable evidence improves decision making.	可靠的证据能够改善决策。	original_project_authored	draft_auto_validated	false
PH-C4-0238	economic policy	经济政策	指政府为影响经济活动、就业、价格或增长而采取的原则和措施。	The debate focused on economic policy and regional inequality.	辩论集中讨论经济政策和地区不平等。	original_project_authored	draft_auto_validated	false
PH-C4-0239	energy consumption	能源消耗；能耗	指个人、设备、组织或地区在一定时期内使用的能源数量。	Better insulation can reduce household energy consumption.	更好的保温措施能够降低家庭能源消耗。	original_project_authored	draft_auto_validated	false
PH-C4-0240	environmental protection	环境保护	指预防污染、保护自然资源和维护生态系统的行动与政策。	Environmental protection requires cooperation between governments and communities.	环境保护需要政府与社区合作。	original_project_authored	draft_auto_validated	false
PH-C4-0241	financial crisis	金融危机	指金融体系严重失稳，并广泛影响信贷、企业和经济活动的时期。	The financial crisis reduced investment and increased unemployment.	金融危机减少了投资并提高了失业率。	original_project_authored	draft_auto_validated	false
PH-C4-0242	global economy	全球经济	指通过贸易、投资、生产和金融联系形成的世界经济整体。	A shipping delay can affect businesses across the global economy.	航运延误可能影响全球经济中的企业。	original_project_authored	draft_auto_validated	false
PH-C4-0243	human rights	人权	指每个人因其为人而应享有的基本权利和自由。	The course examines how international agreements protect human rights.	这门课程研究国际协议如何保护人权。	original_project_authored	draft_auto_validated	false
PH-C4-0244	information technology	信息技术	常缩写为 IT，指利用计算机和通信系统存储、处理及传递信息的技术领域。	Information technology has changed how organizations manage records.	信息技术改变了组织管理记录的方式。	original_project_authored	draft_auto_validated	false
PH-C4-0245	international trade	国际贸易	指国家或地区之间进行的商品和服务交换。	Ports play an important role in international trade.	港口在国际贸易中发挥重要作用。	original_project_authored	draft_auto_validated	false
PH-C4-0246	natural resource	自然资源	指自然界中可被人类利用的材料、能源或环境条件。	Fresh water is a natural resource that must be managed carefully.	淡水是一种必须谨慎管理的自然资源。	original_project_authored	draft_auto_validated	false
PH-C4-0247	public opinion	公众舆论；民意	指社会公众对事件、政策或人物形成的总体看法。	The survey tracks changes in public opinion over time.	这项调查追踪公众舆论随时间发生的变化。	original_project_authored	draft_auto_validated	false
PH-C4-0248	quality control	质量控制	指通过检查和流程管理确保产品或服务达到规定标准的活动。	Strict quality control reduced the number of defective parts.	严格的质量控制减少了缺陷零件的数量。	original_project_authored	draft_auto_validated	false
PH-C4-0249	social responsibility	社会责任	指个人或组织考虑其行为对社会和环境影响并承担相应责任。	The company linked social responsibility to its long-term business strategy.	这家公司把社会责任与长期经营战略联系起来。	original_project_authored	draft_auto_validated	false
PH-C4-0250	sustainable development	可持续发展	指在满足当代需求的同时，不损害后代满足其需求能力的发展方式。	Sustainable development balances economic, social, and environmental goals.	可持续发展平衡经济、社会和环境目标。	original_project_authored	draft_auto_validated	false
