record_id	phrase	meaning_zh	usage_note_zh	example_en	example_zh	content_method	qa_status	human_review_claimed
PH-C4-0001	in vain	徒劳；白费力气	表示努力没有取得预期结果，常与 try、attempt 等动词连用。	The rescue team searched in vain for a safe path through the snow.	救援队徒劳地寻找一条穿过雪地的安全道路。	original_project_authored	draft_auto_validated	false
PH-C4-0002	in writing	以书面形式	表示信息通过文字正式记录，而非只作口头说明。	Any change to the agreement must be confirmed in writing.	协议的任何变更都必须以书面形式确认。	original_project_authored	draft_auto_validated	false
PH-C4-0003	in the meantime	与此同时；在此期间	表示等待某事发生期间，另一件事正在进行。	The repairs will take two hours; in the meantime, passengers can use another entrance.	维修需要两小时，在此期间乘客可以使用另一个入口。	original_project_authored	draft_auto_validated	false
PH-C4-0004	in earnest	认真地；正式开始	表示以严肃认真的态度行动，或某事真正全面展开。	After weeks of planning, construction began in earnest.	经过数周规划，施工正式全面开始。	original_project_authored	draft_auto_validated	false
PH-C4-0005	in hiding	躲藏着；隐匿中	表示为了不被发现或抓获而藏在某处。	The stolen painting remained in hiding for more than a decade.	这幅失窃的画作被隐藏了十多年。	original_project_authored	draft_auto_validated	false
PH-C4-0006	in the beginning	起初；最开始	表示某个过程最初的阶段，后文常说明随后发生的变化。	In the beginning, few residents supported the proposal.	起初，很少有居民支持这项提议。	original_project_authored	draft_auto_validated	false
PH-C4-0007	over the counter	非处方地；在柜台交易	常指无需处方即可购买药品；作定语时通常写成 over-the-counter。	This medicine is available over the counter at most pharmacies.	这种药在大多数药店无需处方即可购买。	original_project_authored	draft_auto_validated	false
PH-C4-0008	at stake	处于风险中；关系重大	表示可能因某个决定或事件而失去重要事物。	Thousands of jobs are at stake in the negotiations.	这场谈判关系到成千上万个工作岗位。	original_project_authored	draft_auto_validated	false
PH-C4-0009	from scratch	从零开始	表示不依靠现成材料或已有成果，从最基础的阶段开始。	The students built the simple robot from scratch.	学生们从零开始制作了这个简易机器人。	original_project_authored	draft_auto_validated	false
PH-C4-0010	in haste	匆忙地	表示因为时间紧迫而快速行动，有时暗示缺少充分考虑。	Decisions made in haste often create new problems.	匆忙作出的决定常常会带来新的问题。	original_project_authored	draft_auto_validated	false
PH-C4-0011	at odds	意见不一致；不协调	常与 with 或 over 连用，表示人之间有分歧或事物彼此矛盾。	The two departments are at odds over how to divide the budget.	两个部门在如何分配预算的问题上存在分歧。	original_project_authored	draft_auto_validated	false
PH-C4-0012	back and forth	来回地；反复地	可表示方向上的往返，也可指意见或信息反复交换。	The two sides sent revised plans back and forth for weeks.	双方连续数周来回发送修改后的方案。	original_project_authored	draft_auto_validated	false
PH-C4-0013	and so forth	等等	用于列举末尾，表示还有其他同类事物未全部说出。	The workshop covers planning, budgeting, teamwork, and so forth.	研讨会涵盖规划、预算、团队合作等内容。	original_project_authored	draft_auto_validated	false
PH-C4-0014	off the hook	摆脱困境或责任	非正式表达，表示不再需要承担责任、接受惩罚或面对难题。	The new evidence does not let the company off the hook.	新证据并不能让这家公司逃脱责任。	original_project_authored	draft_auto_validated	false
PH-C4-0015	last resort	最后的办法	通常用于 as a last resort，表示其他办法都无效后才采取的措施。	Closing the road should be a last resort.	封闭道路应该是最后的办法。	original_project_authored	draft_auto_validated	false
PH-C4-0016	no nonsense	严肃务实；不容胡闹	常用 no-nonsense 作定语；分开书写时可表示不接受借口或无意义行为。	Her message was clear: no nonsense would be tolerated during the exam.	她的信息很明确：考试期间不容许胡闹。	original_project_authored	draft_auto_validated	false
PH-C4-0017	at first glance	乍一看	表示在尚未仔细观察或深入思考时形成的第一印象。	At first glance, the two graphs appear almost identical.	乍一看，这两张图表几乎完全相同。	original_project_authored	draft_auto_validated	false
PH-C4-0018	in accordance with	依照；按照	后接法律、规则、原则或他人意愿，语气较正式。	The data must be stored in accordance with the new regulations.	这些数据必须按照新规定存储。	original_project_authored	draft_auto_validated	false
PH-C4-0019	in terms of	就某方面而言；从某角度看	用于限定比较、评价或讨论所依据的具体方面。	The two designs differ greatly in terms of cost and reliability.	这两种设计在成本和可靠性方面差异很大。	original_project_authored	draft_auto_validated	false
PH-C4-0020	with regard to	关于；就某事而言	较正式地引出要讨论、询问或说明的主题。	With regard to your application, we need one additional document.	关于你的申请，我们还需要一份文件。	original_project_authored	draft_auto_validated	false
PH-C4-0021	on behalf of	代表；为了某人的利益	表示作为个人或组织的代表发言、行动，也可表示为了他人的利益。	On behalf of the volunteers, I would like to thank the local community.	我谨代表志愿者感谢当地社区。	original_project_authored	draft_auto_validated	false
PH-C4-0022	as a matter of fact	事实上；其实	用于补充真实情况，常纠正或加强前面的说法。	As a matter of fact, the original plan was less expensive.	事实上，最初的方案成本更低。	original_project_authored	draft_auto_validated	false
PH-C4-0023	for the sake of	为了；为了某人的利益	表示行动的目的在于帮助某人、保护某物或实现某个目标。	For the sake of safety, all visitors must wear a helmet.	为了安全，所有访客都必须佩戴头盔。	original_project_authored	draft_auto_validated	false
PH-C4-0024	in favor of	支持；有利于	可表示赞成某项建议，也可说明选择一个方案而放弃另一个。	Most committee members voted in favor of the revised proposal.	大多数委员会成员投票支持修订后的提议。	original_project_authored	draft_auto_validated	false
