record_id	phrase	meaning_zh	usage_note_zh	example_en	example_zh	content_method	qa_status	human_review_claimed
PH-H-0101	win over	赢得支持；说服	后接原本不赞同或尚未决定的人，表示使其转而支持。	Clear evidence may win over voters who are still uncertain.	清楚的证据可能会赢得尚未决定的选民的支持。	original_project_authored	draft_auto_validated	false
PH-H-0102	solar system	太阳系；恒星系统	通常特指太阳系时可写作 the Solar System，也可泛指围绕恒星运行的天体系统。	Our solar system contains eight recognized planets.	我们的太阳系包含八颗公认的行星。	original_project_authored	draft_auto_validated	false
PH-H-0103	mental health	心理健康	指人的情绪、心理和社会适应状态，常与 physical health 对照。	Regular sleep and social support can protect mental health.	规律睡眠和社会支持有助于保护心理健康。	original_project_authored	draft_auto_validated	false
PH-H-0104	national park	国家公园	指由国家保护、用于自然保育和公众参观的区域。	The national park limits visitor numbers to protect wildlife.	这座国家公园限制游客数量以保护野生动物。	original_project_authored	draft_auto_validated	false
PH-H-0105	science fiction	科幻小说；科幻作品	指以未来科技、太空或科学设想为主题的文学和影视类型。	The novel combines science fiction with a story about friendship.	这部小说把科幻元素与友情故事结合起来。	original_project_authored	draft_auto_validated	false
PH-H-0106	credit card	信用卡	指持卡人可先消费后按约定还款的支付卡。	Never send your credit card details through an unknown website.	绝不要通过不明网站发送信用卡信息。	original_project_authored	draft_auto_validated	false
PH-H-0107	air pollution	空气污染	指有害气体或颗粒物进入空气并对健康或环境造成影响。	Public transport can help reduce air pollution in large cities.	公共交通有助于减少大城市的空气污染。	original_project_authored	draft_auto_validated	false
PH-H-0108	cell phone	手机	主要是美式英语用法，英式英语更常说 mobile phone。	Students should keep each cell phone silent during the lecture.	讲座期间，学生应把每部手机都调成静音。	original_project_authored	draft_auto_validated	false
PH-H-0109	economic system	经济制度；经济体系	指社会组织生产、分配和消费活动的方式。	Every economic system must decide how limited resources are used.	每种经济体系都必须决定如何使用有限资源。	original_project_authored	draft_auto_validated	false
PH-H-0110	economic development	经济发展	指经济规模、生产能力和生活水平等方面的长期变化。	Reliable infrastructure is important for regional economic development.	可靠的基础设施对区域经济发展很重要。	original_project_authored	draft_auto_validated	false
PH-H-0111	economic crisis	经济危机	指经济活动严重衰退并对就业、企业和生活造成广泛影响的时期。	The economic crisis forced many small businesses to close.	经济危机迫使许多小企业停业。	original_project_authored	draft_auto_validated	false
