record_id	phrase	meaning_zh	usage_note_zh	example_en	example_zh	content_method	qa_status	human_review_claimed
PH-H-0151	climate change	气候变化	指气温、降水等气候模式在较长时期内发生的变化。	Climate change is altering the habitats of many species.	气候变化正在改变许多物种的栖息地。	original_project_authored	draft_auto_validated	false
PH-H-0152	natural gas	天然气	指主要由甲烷组成、用作燃料和工业原料的气态化石能源。	The town once used natural gas to heat most homes.	这座城镇过去用天然气为大多数住宅供暖。	original_project_authored	draft_auto_validated	false
PH-H-0153	space station	空间站；太空站	指在太空轨道上供人员长期生活和开展研究的航天器。	Astronauts conducted the experiment aboard the space station.	宇航员在空间站上进行了这项实验。	original_project_authored	draft_auto_validated	false
PH-H-0154	large scale	大规模	常用于 on a large scale；放在名词前作定语时通常写成 large-scale。	The region began producing clean energy on a large scale.	该地区开始大规模生产清洁能源。	original_project_authored	draft_auto_validated	false
PH-H-0155	small scale	小规模	常用于 on a small scale；放在名词前作定语时通常写成 small-scale。	The new farming method was first tested on a small scale.	这种新耕作方法最初进行了小规模试验。	original_project_authored	draft_auto_validated	false
PH-H-0156	high resolution	高分辨率；高清晰度	说明图像或设备能呈现较多细节；放在名词前常写成 high-resolution。	The camera records images with high resolution even in low light.	即使光线较暗，这台相机也能记录高分辨率图像。	original_project_authored	draft_auto_validated	false
PH-H-0157	full length	全长；完整长度	表示从一端到另一端的全部长度；放在名词前常写成 full-length。	The new pool has the full length required for official races.	新泳池达到了正式比赛要求的全长。	original_project_authored	draft_auto_validated	false
PH-H-0158	long distance	长距离；远程	可表示相距很远；放在名词前作定语时通常写成 long-distance。	The rescue team carried supplies over a long distance.	救援队把物资运送了很远的距离。	original_project_authored	draft_auto_validated	false
PH-H-0159	minimum wage	最低工资	指法律或规定允许雇主支付给劳动者的最低工资标准。	The government reviews the minimum wage each year.	政府每年审查最低工资标准。	original_project_authored	draft_auto_validated	false
PH-H-0160	mountain range	山脉	指相互连接、在地理上形成一系列的山峰和山地。	The mountain range blocks cold winds from the north.	这条山脉阻挡了来自北方的寒风。	original_project_authored	draft_auto_validated	false
PH-H-0161	secondary school	中学	通常指小学之后、大学之前的学校阶段，具体年级范围因国家而异。	She teaches chemistry at a secondary school near the coast.	她在海边的一所中学教化学。	original_project_authored	draft_auto_validated	false
PH-H-0162	square root	平方根	指自乘后等于给定数值的数。	The square root of eighty-one is nine.	八十一的平方根是九。	original_project_authored	draft_auto_validated	false
PH-H-0163	white collar	白领的；从事办公室工作的	常见于 white-collar worker 等复合定语，通常指办公室、专业或管理类工作。	The term white collar traditionally refers to office-based employment.	白领一词传统上指以办公室为基础的工作。	original_project_authored	draft_auto_validated	false
PH-H-0164	wide angle	广角；宽视角	指相机镜头或视野能够覆盖较宽范围；作定语时常写成 wide-angle。	This lens provides a wide angle of view for landscape photography.	这个镜头为风景摄影提供宽广的视角。	original_project_authored	draft_auto_validated	false
PH-H-0165	freedom of speech	言论自由	指依法表达观点和传递信息的自由，同时可能受适用法律规定的限制。	The debate explored why freedom of speech matters in public life.	辩论探讨了言论自由在公共生活中的重要性。	original_project_authored	draft_auto_validated	false
PH-H-0166	inner city	市中心区；中心城区	通常指大城市靠近中心、人口较密集的城区。	The project will create more green spaces in the inner city.	该项目将在中心城区建设更多绿地。	original_project_authored	draft_auto_validated	false
PH-H-0167	brand new	崭新的；全新的	强调物品从未使用或事物刚刚出现。	The laboratory received a brand new microscope this week.	实验室本周收到了一台崭新的显微镜。	original_project_authored	draft_auto_validated	false
PH-H-0168	equal to	等于；胜任	可表示数量或价值相等，也可表示有能力应对任务。	One kilometer is equal to one thousand meters.	一公里等于一千米。	original_project_authored	draft_auto_validated	false
PH-H-0169	responsible for	对某事负责；是某事的原因	可说明职责范围，也可指出导致某个结果的人或事物。	Each team is responsible for checking its own equipment.	每支队伍都负责检查自己的设备。	original_project_authored	draft_auto_validated	false
PH-H-0170	be due	预定到达；到期；应当	可接时间说明预定安排，也可与 to 连用说明原因或应付事项。	The train will be due at platform four in ten minutes.	这趟列车预计十分钟后到达四号站台。	original_project_authored	draft_auto_validated	false
PH-H-0171	in sight	看得见；目标可及	可表示处于视野内，也可比喻目标即将实现。	After hours of walking, the village finally came in sight.	走了几个小时后，村庄终于出现在视野中。	original_project_authored	draft_auto_validated	false
PH-H-0172	most valuable	最有价值的	是 valuable 的最高级形式，通常与 the 或物主限定词连用。	Trust is our most valuable resource during a crisis.	危机期间，信任是我们最宝贵的资源。	original_project_authored	draft_auto_validated	false
PH-H-0173	well being	健康幸福；身心福祉	现代英语中更常写作 well-being 或 wellbeing，本条保留母表词形用于识别。	Safe housing has a direct effect on people's well being.	安全的住房会直接影响人们的身心福祉。	original_project_authored	draft_auto_validated	false
PH-H-0174	body and soul	全身心；身心	表示一个人的整个身心，常与投入、奉献等含义连用。	She devoted body and soul to caring for the injured animals.	她全身心投入到照顾受伤动物的工作中。	original_project_authored	draft_auto_validated	false
PH-H-0175	heart and soul	全心全意；核心人物	可表示投入全部热情，也可指组织或活动最重要的推动者。	The volunteers put their heart and soul into rebuilding the playground.	志愿者们全心全意地重建操场。	original_project_authored	draft_auto_validated	false
PH-H-0176	in common with	与某人或某物一样	用于指出与另一个对象共有的特征或情况。	In common with many coastal towns, this area depends on tourism.	与许多沿海城镇一样，这个地区依赖旅游业。	original_project_authored	draft_auto_validated	false
