word	definitions	sense_ids	notes
conference	noun=会议；研讨会；商谈；体育联盟	conference%1:14:00::|conference%1:10:00::|conference%1:14:01::	
confidence	noun=信心；信任；把握；秘密	confidence%1:09:00::|confidence%1:12:00::|confidence%1:26:02::|confidence%1:10:00::	
confirm	verb=确认；证实；批准；使更加坚定	confirm%2:31:00::|confirm%2:32:00::|confirm%2:30:00::|confirm%2:41:01::	
conflict	noun=冲突；矛盾；争斗|verb=冲突；抵触	conflict%1:04:00::|conflict%1:26:00::|conflict%1:07:00::|conflict%1:12:00::	OEWN 候选支持名词核心义；补充常用动词用法。
Confucianism	proper_noun=儒家思想；儒学	confucianism%1:09:00::	思想体系专名按专有名词展示。
Confucius	proper_noun=孔子		通用历史人物专名；OEWN 无对应候选义项，未使用旧词表释义。
confused	adjective=困惑的；糊涂的；混乱的	confused%5:00:00:perplexed:00|confused%3:00:00::|confused%5:00:00:disorganized:00	
congratulation	noun=祝贺；贺词	congratulation%1:10:00::|congratulation%1:10:01::	常以复数 congratulations 表示“祝贺”。
connect	verb=连接；联系；接通；把……联系起来	connect%2:35:00::|connect%2:31:00::|connect%2:42:02::|connect%2:32:12::	
consequence	noun=结果；后果；重要性	consequence%1:19:00::|consequence%1:11:00::|consequence%1:07:00::	
conservation	noun=保护；保存；节约；守恒	conservation%1:04:00::|conservation%1:11:00::|conservation%1:09:00::	
consider	verb=考虑；认为；顾及；细想	consider%2:39:00::|consider%2:31:00::|consider%2:32:00::|consider%2:32:02::	
consist	verb=由……组成；在于；符合；一致	consist%2:42:01::|consist%2:42:04::|consist%2:42:02::|consist%2:42:00::	
consistent	adjective=一致的；始终如一的；相符的；稳定的	consistent%3:00:00::|consistent%3:00:01::|consistent%5:00:00:homogeneous:00|consistent%3:00:04::	
constant	adjective=持续的；不变的；忠诚的|noun=常数；恒量	constant%5:00:00:continuous:01|constant%5:00:00:invariable:00|constant%3:00:00::|constant%1:09:00::|constant%1:23:00::	
constitution	noun=宪法；章程；构成；体质	constitution%1:10:00::|constitution%1:04:00::|constitution%1:07:00::	“体质”按通行用法补充。
construction	noun=建造；建筑物；结构；句法结构	construction%1:04:00::|construction%1:06:00::|construction%1:10:01::|construction%1:09:00::	
consultant	noun=顾问；咨询专家	consultant%1:18:00::	
consultation	noun=咨询；商议；会诊	consultation%1:10:01::|consultation%1:04:00::|consultation%1:10:00::	
consume	verb=消耗；消费；吃喝；毁灭	consume%2:34:01::|consume%2:34:00::|consume%2:34:03::|consume%2:35:00::	
consumption	noun=消费；消耗；食用	consumption%1:22:00::|consumption%1:04:00::|consumption%1:04:01::	主动排除肺结核的旧称义。
contact	noun=接触；联系；联系人|verb=联系；接触	contact%1:04:00::|contact%1:04:02::|contact%1:26:00::|contact%1:18:00::	OEWN 候选支持名词核心义；补充常用动词用法。
contain	verb=包含；容纳；控制；抑制	contain%2:42:00::|contain%2:42:13::|contain%2:41:00::|contain%2:42:14::	
contemporary	adjective=当代的；现代的；同时代的|noun=同代人；同龄人	contemporary%5:00:00:modern:00|contemporary%5:00:00:current:00|contemporary%5:00:00:synchronous:00|contemporary%1:18:00::	
content	noun=内容；目录；含量|adjective=满意的|verb=使满意	content%1:10:00::|content%1:14:00::|content%1:24:00::|content%3:00:00::	OEWN 候选支持名词和形容词义；补充常用动词用法。
contest	noun=比赛；竞赛；争夺|verb=争夺；质疑；反驳	contest%1:11:00::|contest%1:04:00::|contest%2:32:00::	
context	noun=上下文；语境；背景；环境	context%1:10:00::|context%1:26:00::	
continent	noun=大陆；洲	continent%1:17:00::	主动排除生理控制和禁欲形容词义，仅保留地理教学核心义。
continue	verb=继续；持续；延续；接着说	continue%2:42:01::|continue%2:42:00::|continue%2:38:00::|continue%2:32:00::	
contract	noun=合同；契约|verb=订合同；缩小；收缩；感染	contract%1:10:00::|contract%2:32:00::|contract%2:41:00::	OEWN 候选支持合同义；补充中学阶段常用的收缩和感染动词义。
contradictory	adjective=相互矛盾的；对立的|noun=矛盾命题	contradictory%5:00:00:inconsistent:00|contradictory%5:00:00:incompatible:01|contradictory%1:24:00::	
contrary	adjective=相反的；对立的；固执的|noun=相反；反面|adverb=相反地	contrary%5:00:00:different:00|contrary%5:00:00:disobedient:00|contrary%1:24:01::	补充固定结构中的副词用法。
contrast	noun=对比；差异；反差|verb=对比；形成反差	contrast%1:24:00::|contrast%1:04:00::|contrast%1:09:01::|contrast%1:09:00::	OEWN 候选支持名词核心义；补充常用动词用法。
contribution	noun=贡献；捐款；投稿；促成作用	contribution%1:04:02::|contribution%1:21:00::|contribution%1:04:01::|contribution%1:04:00::	
