word	definitions	sense_ids	notes
calendar	noun=日历；历法；日程表|verb=把……列入日程	calendar%1:14:00::|calendar%1:28:00::|calendar%1:10:01::|calendar%2:31:00::	
call	verb=打电话；呼叫；称呼；召集|noun=电话；喊声；要求；短暂拜访	call%1:10:01::|call%1:10:02::|call%1:10:05::|call%1:04:03::	OEWN 候选支持名词核心义；补充中学阶段高频动词用法。
calligraphy	noun=书法；书法艺术	calligraphy%1:10:00::	
calm	adjective=平静的；镇静的|noun=平静；镇静|verb=使平静；平静下来	calm%5:00:00:composed:00|calm%3:00:00::|calm%1:07:00::|calm%2:37:00::	
calorie	noun=卡路里；卡（热量单位）	calorie%1:23:01::|calorie%1:23:02::	
camel	noun=骆驼	camel%1:05:00::	
camera	noun=照相机；摄像机	camera%1:06:00::|camera%1:06:01::	
camp	noun=营地；阵营；一群人|verb=露营；扎营	camp%1:06:00::|camp%1:06:01::|camp%1:14:01::	主动排除非教学常用的贬义形容词义；补充常用动词用法。
campaign	noun=运动；活动；竞选；战役|verb=参加运动；竞选	campaign%1:04:02::|campaign%1:04:00::|campaign%1:11:00::|campaign%2:33:01::	
campus	noun=校园；大学校区	campus%1:15:00::	
can	modal_verb=能；会；可以；可能|noun=罐；罐头；一罐的量|verb=把……装罐	can%1:06:00::|can%1:23:00::	按课标语法补充核心情态动词用法；OEWN 候选主要覆盖名词义，并补充装罐动词义。
Canada	proper_noun=加拿大		通用国家专名；OEWN 无对应候选义项，未使用旧词表释义。
Canadian	adjective=加拿大的；加拿大人的|noun=加拿大人	canadian%3:01:00::|canadian%1:18:00::	
canal	noun=运河；水道；管道|verb=开运河；疏通水道	canal%1:06:00::|canal%1:08:00::|canal%2:40:00::	主动排除已被否定的火星“运河”旧义。
cancel	verb=取消；撤销；抵消；删去|noun=还原号	cancel%2:41:03::|cancel%2:41:00::|cancel%2:42:00::|cancel%2:35:00::|cancel%1:10:00::	
cancer	noun=癌；癌症	cancer%1:26:00::	
candidate	noun=候选人；应试者；求职者	candidate%1:18:01::|candidate%1:18:00::	
candle	noun=蜡烛；烛光强度单位|verb=用光照检查蛋	candle%1:06:00::|candle%1:23:00::|candle%2:39:00::	
candy	noun=糖果|verb=用糖裹；制成蜜饯	candy%1:13:00::|candy%2:39:00::	
canteen	noun=食堂；小卖部；水壶	canteen%1:06:01::|canteen%1:06:04::|canteen%1:06:00::	
cap	noun=帽子；盖；上限|verb=给……加盖；限制；胜过	cap%1:06:00::|cap%1:06:02::|cap%1:06:03::	OEWN 候选支持名词核心义；补充上限名词义和常用动词用法。
capable	adjective=有能力的；能胜任的；可能的	capable%3:00:00::|capable%5:00:00:competent:00|capable%5:00:00:susceptible:00	
capacity	noun=能力；容量；生产能力；职位或身份	capacity%1:07:00::|capacity%1:23:00::|capacity%1:04:00::|capacity%1:04:01::	
capital	noun=首都；资本；大写字母|adjective=主要的；极好的；大写的；死刑的	capital%1:21:01::|capital%1:21:00::|capital%5:00:00:primary:00|capital%5:00:00:superior:02|capital%5:00:00:uppercase:00	OEWN 当前候选支持资本和形容词义；补充中学阶段高频的首都、大写字母及死刑相关义。
capsule	noun=胶囊；太空舱；小容器；概要|adjective=简明的	capsule%1:06:00::|capsule%1:06:02::|capsule%1:10:00::	补充太空舱和常用形容词用法。
captain	noun=船长；机长；上尉；队长|verb=担任……的队长或船长	captain%1:18:02::|captain%1:18:03::|captain%1:18:05::|captain%1:18:06::	OEWN 候选支持名词核心义；补充常用动词用法。
car	noun=汽车；车厢；缆车车厢	car%1:06:00::|car%1:06:01::|car%1:06:04::	
carbon	noun=碳；复写纸；复写副本	carbon%1:27:00::|carbon%1:27:01::|carbon%1:06:00::	
