word	definitions	sense_ids	notes
give	verb=给；给予；赠送；提供；使产生	give%2:40:03::|give%2:40:05::|give%2:40:00::|give%2:40:07::	
glad	adjective=高兴的；乐意的；感激的	glad%3:00:00::|glad%5:00:00:willing:00|glad%5:00:00:grateful:00|glad%5:00:00:cheerful:00	
glass	noun=玻璃；玻璃杯；一杯的量；眼镜	glass%1:27:00::|glass%1:06:00::|glass%1:23:00::|glass%1:06:03::|glass%1:06:01::	
global	adjective=全球的；全世界的；整体的	global%5:00:00:international:00|global%5:00:00:round:00	“整体的”依据词形和基础英语常用义补充。
globe	noun=球体；地球仪；地球	globe%1:25:00::|globe%1:06:00::	
glove	noun=手套；拳击手套；棒球手套	glove%1:06:01::|glove%1:06:00::|glove%1:06:02::	
glue	noun=胶；胶水|verb=粘合；紧盯	glue%1:27:00::|glue%2:35:00::|glue%2:30:00::	
go	verb=去；走；进行；变得|noun=尝试；轮到的机会|adjective=正常运行的	go%3:00:00::|go%1:28:00::|go%1:04:01::|go%1:04:00::	动词核心义依据基础英语常用用法归纳。
goal	noun=目标；目的；球门；进球	goal%1:09:00::|goal%1:15:00::|goal%1:06:00::|goal%1:04:00::	
goat	noun=山羊；替罪羊	goat%1:05:00::|goat%1:18:00::	
gold	noun=金；黄金；金色|adjective=金色的；金制的	gold%5:00:00:metallic:00|gold%5:00:00:chromatic:00|gold%1:21:00::|gold%1:07:00::|gold%1:27:00::	
golf	noun=高尔夫球运动|verb=打高尔夫球	golf%1:04:00::|golf%2:33:00::	
good	adjective=好的；优良的；有益的；合适的|noun=好处；善	good%3:00:01::|good%5:00:00:ample:00|good%3:00:02::|good%5:00:00:reputable:00|good%5:00:00:advantageous:00	名词义依据基础英语常用义补充。
goodbye	interjection=再见|noun=告别	goodbye%1:10:00::|bye%1:10:01::|bye%1:10:00::	
goods	noun=商品；货物；财物		OEWN无候选释义；依据基础英语常用义原创整理。
government	noun=政府；治理；政体	government%1:14:00::|government%1:04:00::|government%1:09:00::|government%1:09:01::	
grab	verb=抓住；夺取；吸引|noun=抓取；抢夺	grab%1:06:00::|grab%1:04:00::|grab%2:35:00::|grab%2:40:00::|grab%2:38:02::	
grade	noun=年级；等级；成绩；坡度|verb=分级；评分	grade%1:14:00::|grade%1:26:00::|grade%1:07:01::|grade%1:23:00::|grade%1:10:00::	动词义依据名词核心语义补充。
gradually	adverb=逐渐地；渐渐地	gradually%4:02:00::	
