word	definitions	sense_ids	notes
lucky	adjective=幸运的；带来好运的	lucky%5:00:00:fortunate:00|lucky%3:00:00::|lucky%5:00:00:propitious:00	
lunar	adjective=月球的；月亮的；阴历的	lunar%3:01:00::	
lunch	noun=午餐|verb=吃午餐；请……吃午餐	lunch%1:13:00::|lunch%2:34:00::|lunch%2:34:01::	
lung	noun=肺；肺部	lung%1:08:00::	
luxury	noun=奢侈；奢侈品；享受	luxury%1:07:00::|luxury%1:07:01::|luxury%1:26:00::	
machine	noun=机器；机械装置；机构|verb=用机器加工	machine%1:06:00::|machine%1:18:00::|machine%1:14:01::|machine%1:06:02::	动词义依据基础英语常用义补充。
mad	adjective=发疯的；生气的；狂热的；愚蠢的	mad%5:00:00:angry:00|mad%5:00:00:insane:00|mad%5:00:00:wild:02|mad%5:00:00:foolish:00	
madam	noun=女士；夫人	madam%1:18:00::	排除贬义人物义项。
magazine	noun=杂志；弹匣；仓库	magazine%1:10:00::|magazine%1:06:02::|magazine%1:14:00::|magazine%1:06:04::	
magic	noun=魔法；魔术；魅力|adjective=有魔力的；神奇的	magic%5:00:00:supernatural:00|magic%1:09:00::|magic%1:04:01::	
mail	noun=邮件；邮政|verb=邮寄；发送邮件	mail%1:10:01::|mail%1:10:00::|mail%1:06:01::|mail%1:14:00::	动词义依据名词核心语义补充。
main	adjective=主要的；最重要的|noun=主要部分；总管道	main%5:00:00:important:00|main%3:00:02::|main%5:00:00:intense:00|main%1:17:00::	
maintain	verb=维持；保养；坚持；供养	maintain%2:42:00::|maintain%2:40:00::|maintain%2:34:00::|maintain%2:32:00::	
major	adjective=主要的；重大的；较多的|noun=专业；主修学生|verb=主修	major%3:00:06::|major%3:00:02::|major%3:00:01::|major%3:00:05::	名词和动词义依据基础英语常用义补充。
majority	noun=大多数；多数票；成年	majority%1:07:00::|majority%1:23:00::|majority%1:28:00::	
make	verb=制作；使得；成为；赚得|noun=品牌；样式	make%1:09:00::|make%1:04:00::|make%2:41:00::|make%2:30:00::	
male	adjective=男性的；雄性的|noun=男子；雄性动物	male%3:00:00::|male%5:00:02:masculine:01|male%5:00:01:male:00|male%1:05:00::	
man	noun=男人；人类；人员|verb=为……配备人员	man%1:18:00::|man%1:18:04::|man%1:05:01::|man%1:18:08::	动词义依据基础英语常用义补充。
manage	verb=管理；设法做到；应付；经营	manage%2:41:09::|manage%2:41:00::|manage%2:41:03::|manage%2:41:01::	
manager	noun=经理；管理者；经纪人	manager%1:18:00::|manager%1:18:01::	
mankind	noun=人类	mankind%1:05:00::	
manner	noun=方式；举止；礼貌；风格	manner%1:07:02::|manner%1:07:01::|manner%1:09:01::	
many	determiner=许多的|pronoun=许多人或事物	many%3:00:00::	代词用法依据基础英语语法补充。
map	noun=地图；图示|verb=绘制地图；映射	map%1:06:00::|map%1:24:00::|map%2:36:00::|map%2:31:01::	
marathon	noun=马拉松赛；持久的活动	marathon%1:04:00::|marathon%1:11:00::	
March	proper_noun=三月	march%1:28:00::	
march	verb=行进；游行|noun=行军；游行；进展	march%1:04:00::|march%1:04:02::|march%1:14:00::|march%1:15:00::	
mark	noun=标记；分数；痕迹；目标|verb=做标记；评分；纪念	mark%1:09:01::|mark%1:10:02::|mark%1:10:04::|mark%1:10:03::	动词义依据名词核心语义补充。
market	noun=市场；集市；需求|verb=销售；推销	market%1:04:00::|market%1:14:00::|market%1:06:00::|market%1:14:01::	动词义依据基础英语常用义补充。
marriage	noun=婚姻；结婚；结合	marriage%1:26:00::|marriage%1:14:00::|marriage%1:04:00::|marriage%1:26:01::	
marry	verb=结婚；嫁；娶；使结合	marry%2:41:00::|marry%2:41:01::	
mass	noun=大量；团；质量；群众|adjective=大规模的；群众的	mass%5:00:00:collective:00|mass%1:07:00::|mass%1:23:00::|mass%1:14:02::	
massive	adjective=巨大的；大规模的；厚重的	massive%5:00:00:large:00|massive%5:00:00:solid:02|massive%5:00:02:large:00|massive%5:00:00:heavy:01	
master	noun=主人；大师；硕士|verb=掌握；精通|adjective=主要的；精通的	master%5:00:00:important:00|master%1:18:00::|master%1:18:04::|master%1:18:01::	动词义依据基础英语常用义补充。
match	noun=比赛；火柴；相配的人或物|verb=相配；匹配；比得上	match%1:06:00::|match%1:11:00::|match%1:06:02::|match%1:06:01::	动词义依据基础英语常用义补充。
material	noun=材料；原料；资料|adjective=物质的；重要的	material%5:00:00:worldly:00|material%3:00:01::|material%3:00:02::|material%5:00:00:physical:00	名词义依据基础英语常用义补充。
maths	noun=数学	maths%1:09:00::|mathematics%1:09:00::	英式简称。
matter	noun=事情；问题；物质|verb=要紧；有关系	matter%1:09:01::|matter%1:09:00::|matter%1:03:00::|matter%1:09:02::	动词义依据基础英语常用义补充。
mature	adjective=成熟的；成年的|verb=成熟；使成熟	mature%3:00:02::|mature%5:00:00:developed:00|mature%3:00:01::|mature%3:00:06::	动词义依据基础英语常用义补充。
maximum	adjective=最大的；最高的|noun=最大值；最高限度	maximum%3:00:00::|maximum%1:23:00::|maximum%1:07:00::|maximum%1:15:00::	
May	proper_noun=五月	may%1:28:00::	
may	modal_verb=可以；可能；也许	may%1:20:00::	OEWN候选为同形植物义；情态动词义依据基础英语语法原创整理。
maybe	adverb=也许；可能	maybe%4:02:00::	
me	pronoun=我；我本人		OEWN无候选释义；依据基础英语人称代词用法原创整理。
