word	definitions	sense_ids	notes
relevant	adjective=相关的；切题的；有意义的	relevant%3:00:00::	
reliable	adjective=可靠的；可信赖的；确实的	reliable%3:00:00::|reliable%5:00:02:trustworthy:00|reliable%5:00:01:trustworthy:00	
relief	noun=宽慰；缓解；救济；浮雕	relief%1:12:00::|relief%1:26:00::|relief%1:21:00::|relief%1:18:00::	
rely	verb=依靠；依赖；信任	rely%2:31:11::	
remain	verb=仍然是；留下；剩余；逗留	remain%2:30:00::|remain%2:42:03::|remain%2:42:05::|remain%2:38:06::	
remarkable	adjective=非凡的；显著的；引人注目的	remarkable%5:00:00:extraordinary:00|remarkable%5:00:00:significant:00	
remember	verb=记得；想起；纪念；代为问候	remember%2:31:00::|remember%2:31:01::|remember%2:31:02::|remember%2:40:00::	
remind	verb=提醒；使想起	remind%2:31:00::|remind%2:32:00::	
remote	adjective=遥远的；偏僻的；可能性很小的|noun=遥控器	remote%5:00:01:far:00|remote%5:00:00:unlikely:00|remote%5:00:02:far:00|remote%5:00:00:inaccessible:00	名词义依据基础英语常用义补充。
remove	verb=移走；去除；脱下；免职|noun=距离；间隔	remove%1:07:00::|remove%2:30:00::|remove%2:41:00::|remove%2:40:00::	
rent	noun=租金；裂口|verb=租用；出租	rent%1:21:00::|rent%1:17:00::|rent%1:21:01::|rent%1:04:02::	动词义依据基础英语常用义补充。
repair	noun=修理；修复；状态|verb=修理；弥补	repair%1:04:00::|repair%1:26:00::|repair%1:15:00::|repair%2:30:00::	
repeat	verb=重复；重说；重做|noun=重复；重播	repeat%1:11:00::|repeat%2:32:00::|repeat%2:36:00::|repeat%2:30:00::	
replace	verb=代替；更换；放回；接替	replace%2:30:00::|replace%2:41:00::|replace%2:35:00::|replace%2:40:00::	
reply	noun=回答；答复|verb=回答；回应	reply%1:10:01::|reply%1:10:00::|reply%2:32:00::	
report	noun=报告；报道；传闻；成绩单|verb=报告；报道；举报	report%1:10:03::|report%1:10:01::|report%1:10:00::|report%1:11:00::	动词义依据基础英语常用义补充。
represent	verb=代表；象征；描述；扮演	represent%2:42:02::|represent%2:32:02::|represent%2:41:02::|represent%2:41:00::	
representative	noun=代表；代理人|adjective=典型的；代表性的	representative%5:00:00:typical:00|representative%3:00:00::|representative%5:00:00:democratic:00|representative%1:18:00::	
republic	noun=共和国；共和政体	republic%1:14:00::|republic%1:14:01::	
reputation	noun=名声；声誉；名望	reputation%1:26:00::|reputation%1:26:01::|reputation%1:09:00::	
request	noun=请求；要求|verb=请求；要求	request%1:10:01::|request%1:10:00::|request%2:32:01::|request%2:32:02::	
require	verb=需要；要求；规定；命令	require%2:42:00::|require%2:32:01::|require%2:32:00::|require%2:34:00::	
rescue	noun=营救；救援|verb=营救；挽救	rescue%1:04:00::|rescue%2:41:00::|rescue%2:40:00::	
research	noun=研究；调查|verb=研究；调查	research%1:04:00::|research%1:09:00::|research%2:32:00::|research%2:31:00::	
reserve	verb=预订；保留；储备|noun=储备；保护区；替补队员	reserve%1:07:01::|reserve%1:21:00::|reserve%1:18:00::|reserve%1:23:00::	动词义依据基础英语常用义补充。
resident	noun=居民；住院医生|adjective=居住的；常驻的	resident%3:00:00::|resident%3:00:04::|resident%1:18:00::|resident%1:18:01::	
resign	verb=辞职；放弃；使顺从；重新签署	resign%2:41:00::|resign%2:41:05::|resign%2:40:04::|resign%2:31:00::	
resistance	noun=抵抗；阻力；电阻；抵抗运动	resistance%1:04:02::|resistance%1:19:00::|resistance%1:19:01::|resistance%1:04:01::	
resolution	noun=决议；决心；解决；分辨率	resolution%1:10:01::|resolution%1:19:00::|resolution%1:07:00::|resolution%1:04:01::	
resolve	verb=解决；决定；分解|noun=决心；坚定	resolve%1:07:00::|resolve%1:10:00::|resolve%2:31:01::|resolve%2:32:00::	
resource	noun=资源；财力；应对办法	resource%1:21:00::|resource%1:07:00::|resource%1:09:00::	
respect	noun=尊重；方面；敬意|verb=尊重；遵守	respect%1:09:00::|respect%1:26:00::|respect%1:09:01::|respect%1:04:03::	动词义依据基础英语常用义补充。
respective	adjective=各自的；分别的	respective%5:00:00:individual:00	
respond	verb=回应；回答；作出反应	respond%2:31:00::|respond%2:32:00::|respond%2:31:01::	
response	noun=回答；反应；响应	response%1:19:00::|response%1:04:01::|response%1:10:01::|response%1:10:02::	
responsibility	noun=责任；职责；责任感	responsibility%1:04:00::|responsibility%1:26:00::|responsibility%1:07:00::	
responsible	adjective=负责的；有责任的；可靠的	responsible%3:00:00::|responsible%5:00:00:causative:00|responsible%5:00:00:trustworthy:00	
rest	noun=休息；剩余部分；支撑物|verb=休息；依靠；保持	rest%1:24:00::|rest%1:04:00::|rest%1:28:00::|rest%1:26:00::	动词义依据基础英语常用义补充。
restaurant	noun=餐馆；饭店	restaurant%1:06:00::	
restore	verb=恢复；修复；归还；使复原	restore%2:41:01::|restore%2:30:00::|restore%2:40:00::|restore%2:30:01::	
restrict	verb=限制；约束；限定	restrict%2:30:02::|restrict%2:41:00::|restrict%2:30:00::|restrict%2:41:01::	
result	noun=结果；成果；比分|verb=导致；产生结果	result%1:19:00::|result%1:10:00::|result%1:11:00::|result%1:10:01::	动词义依据基础英语常用义补充。
retire	verb=退休；退出；撤退；就寝	retire%2:41:01::|retire%2:41:02::|retire%2:38:00::|retire%2:41:04::	
return	verb=返回；归还；回答|noun=返回；回报；归还	return%1:10:01::|return%1:04:01::|return%1:11:02::|return%1:04:02::	动词义依据基础英语常用义补充。
reveal	verb=揭示；透露；展示	reveal%2:39:00::|reveal%2:32:00::|reveal%2:39:04::	
review	noun=复习；审查；评论|verb=复习；审查；评论	review%1:09:00::|review%1:10:01::|review%1:04:00::|review%1:21:00::	动词义依据基础英语常用义补充。
revise	verb=复习；修改；修订|noun=修订	revise%1:10:00::|revise%2:32:00::|revise%2:41:00::	
reward	noun=奖励；报酬；回报|verb=奖励；报答	reward%1:11:00::|reward%1:21:00::|reward%1:04:01::|reward%1:10:00::	动词义依据基础英语常用义补充。
rhyme	noun=押韵；韵文|verb=押韵；使押韵	rhyme%1:10:00::|rhyme%1:10:01::|rhyme%2:36:00::|rhyme%2:42:00::	
rice	noun=稻米；米饭；水稻|verb=把……压成米粒状	rice%1:13:00::|rice%1:20:00::|rice%2:35:00::	
rich	adjective=富有的；丰富的；肥沃的；浓郁的	rich%3:00:00::|rich%3:00:02::|rich%3:00:04::|rich%3:00:03::	
riddle	noun=谜语；难题|verb=布满；解谜	riddle%1:10:00::|riddle%1:06:00::|riddle%2:35:00::|riddle%2:31:01::	
ride	verb=骑；乘坐；驾驶|noun=乘坐；旅程；游乐设施	ride%1:04:00::|ride%1:06:00::|ride%2:38:01::|ride%2:38:00::	
right	adjective=正确的；右边的；合适的|noun=权利；右边|adverb=正好；向右	right%3:00:00::|right%3:00:02::|right%5:00:01:proper:00|right%3:00:01::	名词和副词义依据基础英语常用义补充。
rigid	adjective=僵硬的；严格的；固执的；不可变的	rigid%5:00:00:inflexible:01|rigid%5:00:00:intolerant:00|rigid%5:00:00:unadaptable:00|rigid%3:00:00::	
ring	noun=戒指；环；铃声；圆形场地|verb=响铃；打电话；包围	ring%1:07:00::|ring%1:25:00::|ring%1:06:02::|ring%1:17:00::	动词义依据基础英语常用义补充。
ripe	adjective=成熟的；时机成熟的；适宜的	ripe%3:00:00::|ripe%5:00:00:ready:00|ripe%5:00:00:opportune:00|ripe%5:00:00:mature:02	
rise	verb=上升；起立；增加|noun=上升；增加；起源	rise%1:11:00::|rise%1:04:00::|rise%1:17:00::|rise%1:11:02::	动词义依据基础英语常用义补充。
risk	noun=风险；危险；可能造成损失的人或事|verb=冒险；使处于危险	risk%1:26:00::|risk%1:04:00::|risk%1:07:02::|risk%1:07:01::	动词义依据基础英语常用义补充。
river	noun=河；河流	river%1:17:00::	
road	noun=道路；路线；途径	road%1:06:00::|road%1:04:00::	
roast	verb=烤；烘；严厉批评|noun=烤肉；烘烤|adjective=烤制的	roast%5:00:00:cooked:00|roast%1:13:00::|roast%1:09:00::|roast%2:30:00::	
robot	noun=机器人；自动装置	robot%1:06:00::	
rock	noun=岩石；摇滚乐；宝石|verb=摇动；使震惊	rock%1:17:01::|rock%1:27:00::|rock%1:18:00::|rock%1:13:00::	动词和摇滚乐义依据基础英语常用义补充。
rocket	noun=火箭；火箭弹；芝麻菜|verb=迅速上升；发射	rocket%1:06:01::|rocket%1:06:00::|rocket%1:20:00::|rocket%1:10:02::	动词义依据基础英语常用义补充。
role	noun=角色；作用；职责	role%1:04:00::|role%1:09:00::|role%1:07:00::|role%1:04:01::	
roll	verb=滚动；卷；摇摆|noun=卷；名单；面包卷	roll%1:11:02::|roll%1:10:00::|roll%1:11:01::|roll%1:06:01::	动词义依据基础英语常用义补充。
romantic	adjective=浪漫的；爱情的；不切实际的|noun=浪漫主义者	romantic%3:01:00::|romantic%5:00:01:loving:00|romantic%5:00:00:impractical:00|romantic%1:18:00::	
roof	noun=屋顶；顶部；上限|verb=给……盖屋顶	roof%1:06:00::|roof%1:06:01::|roof%1:17:00::|roof%1:10:00::	动词义依据基础英语常用义补充。
room	noun=房间；空间；余地；全体在场者|verb=合住；租房	room%1:06:00::|room%1:23:00::|room%1:26:00::|room%1:14:00::	动词义依据基础英语常用义补充。
