word	definitions	sense_ids	notes
sow	verb=播种；散布；引起|noun=母猪	sow%1:05:00::|sow%2:35:00::|sow%2:32:00::|sow%2:35:02::	
space	noun=空间；太空；空地；间隔|verb=留间隔；隔开	space%1:03:00::|space%1:25:00::|space%1:15:00::|space%1:15:01::	动词义依据基础英语常用义补充。
spare	adjective=备用的；空闲的；多余的；瘦削的|verb=抽出；饶恕；节省|noun=备用品	spare%5:00:00:thin:03|spare%5:00:01:unnecessary:00|spare%5:00:00:unoccupied:00|spare%5:00:02:unnecessary:00	动词和名词义依据基础英语常用义补充。
speak	verb=说话；发言；讲某种语言；表明	speak%2:32:00::|speak%2:32:01::|speak%2:32:02::|speak%2:32:03::	
speaker	noun=说话者；演讲者；扬声器；议长	speaker%1:18:00::|speaker%1:06:00::|speaker%1:18:01::	
special	adjective=特别的；特殊的；专门的|noun=特别节目；特价商品	special%5:00:01:specific:00|special%5:00:00:extraordinary:00|special%5:00:00:uncommon:00|special%5:00:00:specialized:00	名词义依据基础英语常用义补充。
specialist	noun=专家；专科医生	specialist%1:18:00::|specialist%1:18:01::	
species	noun=物种；种类	species%1:14:00::|species%1:09:00::	
specific	adjective=具体的；特定的；明确的|noun=细节；特效药	specific%3:00:00::|specific%5:00:00:specified:00|specific%3:01:00::|specific%3:00:02::	名词义依据基础英语常用义补充。
speech	noun=讲话；演说；说话能力；言语	speech%1:10:01::|speech%1:10:00::|speech%1:10:06::|speech%1:10:04::	
speed	noun=速度；快速；速率|verb=加速；快速行驶	speed%1:28:00::|speed%1:07:00::|speed%1:04:00::|speed%1:24:00::	动词义依据基础英语常用义补充。
spell	verb=拼写；招致；轮替|noun=一段时间；咒语；轮班	spell%1:26:00::|spell%1:28:00::|spell%1:28:01::|spell%1:10:00::	动词义依据基础英语常用义补充。
spend	verb=花费；度过；耗尽	spend%2:42:00::|spend%2:40:00::|spend%2:40:01::	
spirit	noun=精神；心灵；情绪；灵魂	spirit%1:18:01::|spirit%1:26:00::|spirit%1:07:00::|spirit%1:18:00::	
splendid	adjective=极好的；壮丽的；辉煌的	splendid%5:00:00:beautiful:00|splendid%5:00:00:superior:02|splendid%5:00:00:impressive:00	
sponsor	noun=赞助者；发起人|verb=赞助；主办；发起	sponsor%1:18:00::|sponsor%1:18:01::|sponsor%2:40:00::|sponsor%2:40:01::	
spoon	noun=勺；匙；一匙的量|verb=用勺舀	spoon%1:06:00::|spoon%1:23:00::|spoon%1:06:01::|spoon%2:35:00::	
sport	noun=体育运动；娱乐；爱开玩笑的人|verb=炫耀；戴着	sport%1:04:00::|sport%1:04:01::|sport%1:18:03::|sport%1:18:02::	动词义依据基础英语常用义补充。
spot	noun=地点；斑点；污渍；少量|verb=发现；认出；弄脏	spot%1:15:01::|spot%1:10:01::|spot%1:07:02::|spot%1:07:00::	动词义依据基础英语常用义补充。
spread	verb=展开；传播；涂抹|noun=传播；范围；涂抹食品|adjective=展开的	spread%5:00:00:distributed:00|spread%5:00:00:prepared:00|spread%5:00:00:extended:00|spread%1:11:00::	动词义依据基础英语常用义补充。
spring	noun=春天；泉；弹簧；跳跃|verb=跳起；突然出现	spring%1:28:00::|spring%1:06:00::|spring%1:17:00::|spring%1:15:00::	动词义依据基础英语常用义补充。
spy	noun=间谍；密探|verb=侦察；发现	spy%1:18:00::|spy%1:18:01::|spy%2:39:00::|spy%2:32:01::	
