word	definitions	sense_ids	notes
knee	noun=膝；膝盖；膝状物	knee%1:08:00::|knee%1:05:01::|knee%1:06:00::	
knife	noun=刀；小刀|verb=用刀切；用刀刺	knife%1:06:00::|knife%1:06:01::|knife%1:25:00::|knife%2:35:00::	
knock	verb=敲；撞；击倒|noun=敲击声；碰撞；批评	knock%1:11:01::|knock%1:09:00::|knock%1:11:00::|knock%1:11:02::	动词义依据基础英语常用义补充。
know	verb=知道；了解；认识；懂得	know%1:09:00::|know%2:31:01::|know%2:31:03::|know%2:31:00::	
knowledge	noun=知识；了解；学问	knowledge%1:03:00::	
lab	noun=实验室；研究室	lab%1:06:00::|laboratory%1:06:00::|laboratory%1:15:00::	
label	noun=标签；标记；称号|verb=贴标签；把……称为	label%1:10:01::|label%1:10:02::|label%1:27:00::|label%1:10:00::	动词义依据名词核心语义补充。
labour	noun=劳动；劳工；分娩|verb=劳动；努力	labour%1:14:00::|labour%1:26:00::|labour%1:04:00::|labour%1:04:01::	
lack	noun=缺乏；不足|verb=缺少；没有	lack%1:26:00::|lack%2:42:00::|lack%2:42:01::	
lady	noun=女士；夫人；淑女	lady%1:18:02::|lady%1:18:01::|lady%1:18:03::	
lake	noun=湖；湖泊	lake%1:17:00::	排除颜料等低相关义项。
lamb	noun=羔羊；羊羔肉；温顺的人	lamb%1:05:00::|lamb%1:18:01::|lamb%1:18:00::|lamb%1:13:00::	
lamp	noun=灯；照明灯	lamp%1:06:00::|lamp%1:06:01::	
land	noun=陆地；土地；国家|verb=着陆；登陆；获得	land%1:21:01::|land%1:17:01::|land%1:15:01::|land%1:17:00::	动词义依据基础英语常用义补充。
landscape	noun=风景；景观；形势|verb=美化环境	landscape%1:15:00::|landscape%1:06:01::|landscape%1:06:00::|landscape%1:09:00::	动词义依据基础英语常用义补充。
language	noun=语言；言语；表达方式	language%1:10:00::|language%1:10:01::|language%1:10:02::|language%1:09:01::	
lantern	noun=灯笼；提灯	lantern%1:06:00::	
lap	noun=大腿上部；一圈；一段|verb=轻拍；舔食	lap%1:08:00::|lap%1:26:00::|lap%1:06:01::|lap%1:06:00::	动词义依据基础英语常用义补充。
laptop	noun=笔记本电脑	laptop%1:06:00::	
large	adjective=大的；大量的；重要的；广泛的	large%3:00:00::|large%5:00:00:significant:00|large%5:00:00:rhetorical:00|large%5:00:00:generous:02	
last	adjective=最后的；最近的；上一个的|verb=持续；维持|noun=最后的人或事	last%5:00:00:past:00|last%3:00:00::|last%5:00:00:closing:00	动词和名词义依据基础英语常用义补充。
late	adjective=迟的；晚的；已故的|adverb=迟；晚	late%3:00:00::|late%5:00:00:unpunctual:00|late%5:00:00:past:00|late%5:00:00:dead:01	
later	adjective=后来的|adverb=后来；以后	later%5:00:00:subsequent:00|later%3:00:02::|later%4:02:01::|later%4:02:02::	
laugh	verb=笑；嘲笑|noun=笑声；笑料	laugh%1:10:00::|laugh%1:10:02::|laugh%1:10:01::|laugh%2:29:00::	
launch	verb=发射；推出；发起|noun=发射；发布；汽艇	launch%1:06:00::|launch%1:04:00::|launch%2:41:01::|launch%2:35:00::	
