word	definitions	sense_ids	notes
crossing	noun=横渡；交叉口；人行横道；交叉点	crossing%1:04:01::|crossing%1:15:00::|crossing%1:06:01::|crossing%1:17:00::	
crossroads	noun=十字路口；关键时刻；转折点	crossroads%1:14:00::|crossroads%1:26:00::|crossroads%1:09:00::	
crowded	adjective=拥挤的；挤满的	crowded%3:00:00::	
cube	noun=立方体；立方；小方块|verb=求……的立方；切成方块	cube%1:25:00::|cube%1:23:00::|cube%1:06:00::|cube%2:31:00::|cube%2:35:00::	
cubic	adjective=立方体的；立方的	cubic%3:01:00::|cubic%3:00:00::	
currency	noun=货币；通用；流通	currency%1:21:00::|currency%1:07:02::|currency%1:07:01::	
curriculum	noun=课程；课程设置	curriculum%1:10:00::	
cushion	noun=垫子；缓冲物|verb=缓冲；减轻冲击	cushion%1:06:01::|cushion%1:06:02::|cushion%2:35:00::	
cyclist	noun=骑自行车的人；自行车运动员	cyclist%1:18:00::	
dam	noun=水坝；母畜|verb=筑坝拦截	dam%1:06:00::|dam%1:05:00::|dam%2:35:00::	
darkness	noun=黑暗；夜色；阴暗；无知	darkness%1:26:00::|darkness%1:15:00::|darkness%1:09:00::	
dash	verb=猛冲；猛掷；使破灭|noun=猛冲；少量；破折号	dash%2:38:00::|dash%2:35:02::|dash%1:04:01::|dash%1:10:00::|dash%1:07:00::	
dawn	noun=黎明；开端|verb=破晓；开始显现；逐渐明白	dawn%1:28:00::|dawn%1:11:01::|dawn%2:42:01::|dawn%2:31:13::	
daylight	noun=日光；白昼	daylight%1:19:00::|daylight%1:28:00::	
decoration	noun=装饰；装饰品；勋章	decoration%1:04:00::|decoration%1:06:00::|decoration%1:10:00::	
deed	noun=行为；事迹；契约	deed%1:03:00::|deed%1:10:00::	
deeply	adverb=深深地；非常；深刻地	deeply%4:02:00::|deeply%4:02:03::	
deliberately	adverb=故意地；慎重地	deliberately%4:02:00::|deliberately%4:02:01::	
delight	noun=高兴；乐事|verb=使高兴；以……为乐	delight%1:12:00::|delight%1:09:00::|delight%2:37:00::|delight%2:34:00::	
delighted	adjective=高兴的；欣喜的；着迷的	delighted%5:00:00:pleased:00|delighted%5:00:00:enchanted:00	
deposit	noun=存款；押金；沉积物|verb=存放；存入；沉积	deposit%1:21:01::|deposit%1:21:00::|deposit%1:17:00::|deposit%2:40:00::|deposit%2:35:00::	
determination	noun=决心；决定；测定；判定	determination%1:07:00::|determination%1:09:00::|determination%1:04:00::|determination%1:04:01::	
devotion	noun=奉献；忠诚；热爱；祈祷	devotion%1:12:00::|devotion%1:04:01::|devotion%1:04:00::	
dial	noun=刻度盘；表盘；电话拨号盘|verb=拨号	dial%1:06:00::|dial%1:06:03::|dial%1:06:02::|dial%2:32:00::	
dilemma	noun=进退两难；困境	dilemma%1:09:00::	
dine	verb=进餐；用餐；宴请	dine%2:34:01::|dine%2:34:02::	
dioxide	noun=二氧化物	dioxide%1:27:00::	
dip	verb=蘸；浸；下降；把手伸入|noun=浸泡；下降；蘸酱	dip%2:35:00::|dip%2:30:01::|dip%2:38:03::|dip%1:11:00::|dip%1:13:00::	
diploma	noun=毕业文凭；学位证书	diploma%1:10:00::	
dirt	noun=泥土；污垢；丑闻|adjective=土路的	dirt%1:27:01::|dirt%1:26:00::|dirt%1:10:00::|dirt%5:00:00:unimproved:00	
disadvantage	noun=不利条件；缺点|verb=使处于不利地位	disadvantage%1:07:00::|disadvantage%2:41:00::	
disagree	verb=不同意；意见不合；不一致	disagree%2:32:00::|disagree%2:42:00::	
disagreement	noun=分歧；争论；不一致	disagreement%1:26:00::|disagreement%1:10:00::|disagreement%1:07:00::	
disappoint	verb=使失望；使落空	disappoint%2:37:00::	
disappointment	noun=失望；令人失望的人或事	disappointment%1:12:00::|disappointment%1:04:00::	
discourage	verb=使泄气；劝阻；阻碍	discourage%2:37:00::|discourage%2:32:01::|discourage%2:32:02::	
disgusting	adjective=令人厌恶的；恶心的	disgusting%5:00:00:offensive:01	
dislike	noun=不喜欢；厌恶|verb=不喜欢；厌恶	dislike%1:09:00::|dislike%1:12:00::|dislike%2:37:00::	
distinction	noun=区别；差别；卓越；荣誉	distinction%1:09:00::|distinction%1:26:00::|distinction%1:07:00::|distinction%1:10:00::	
distribute	verb=分发；分配；分布；传播	distribute%2:40:00::|distribute%2:41:00::|distribute%2:38:00::|distribute%2:32:00::	
disturbing	adjective=令人不安的；引起烦恼的	disturbing%5:00:00:heavy:02	
divorce	noun=离婚；分离|verb=与……离婚；使分离	divorce%1:04:00::|divorce%2:41:01::|divorce%2:41:00::	
doll	noun=玩偶；洋娃娃	doll%1:06:00::	
dot	noun=点；小圆点|verb=点缀；散布；打点	dot%1:25:00::|dot%1:10:00::|dot%2:42:00::|dot%2:35:00::	
downward	adjective=向下的；下降的|adverb=向下；往下	downward%5:00:00:descending:00|downward%5:00:00:down:00|downward%4:02:00::	
drawback	noun=缺点；不利条件	drawback%1:07:00::	
drawing	noun=图画；绘画；抽签；提取	drawing%1:10:00::|drawing%1:04:01::|drawing%1:04:03::|drawing%1:04:02::	
drown	verb=淹死；溺水；淹没；盖过声音	drown%2:30:00::|drown%2:30:01::|drown%2:35:00::|drown%2:42:00::	
drum	noun=鼓；鼓状容器|verb=击鼓；反复灌输	drum%1:06:00::|drum%1:06:02::|drum%2:39:00::|drum%2:31:00::	
drunk	adjective=醉的；陶醉的|noun=醉汉	drunk%3:00:00::|drunk%5:00:00:excited:00|drunk%1:18:00::	
due	adjective=到期的；预定的；应得的；由于|noun=应付款；应有的权利|adverb=正向着	due%3:00:00::|due%5:00:00:expected:00|due%5:00:00:attributable:00|due%1:21:00::|due%4:02:00::	
dull	adjective=枯燥的；迟钝的；暗淡的；钝的|verb=使迟钝；使暗淡	dull%5:00:01:uninteresting:00|dull%5:00:00:stupid:00|dull%5:00:00:unsaturated:03|dull%3:00:01::|dull%2:30:00::	
dusk	noun=黄昏；薄暮|verb=变暗	dusk%1:28:00::|dusk%2:30:00::	
dusty	adjective=布满灰尘的；陈旧乏味的	dusty%5:00:00:covered:00|dusty%5:00:00:unoriginal:00	
easily	adverb=容易地；轻易地；无疑	easily%4:02:01::|easily%4:02:06::|easily%4:02:05::	
edition	noun=版本；版次；一版印刷品；届次	edition%1:10:02::|edition%1:14:00::|edition%1:10:00::|edition%1:09:00::	
educate	verb=教育；培养；训练	educate%2:41:00::|educate%2:31:00::|educate%2:41:01::	
elect	verb=选举；选择|adjective=当选而尚未就职的|noun=被选者	elect%2:41:00::|elect%2:31:00::|elect%5:00:00:incoming:00|elect%1:14:00::	
electric	adjective=电的；电动的；令人兴奋的|noun=电气设备	electric%3:01:00::|electric%5:00:00:exciting:00|electric%1:06:00::	
electrical	adjective=电的；用电的；与电有关的	electrical%3:01:00::|electrical%3:01:01::	
embarrass	verb=使尴尬；使为难；妨碍	embarrass%2:37:00::|embarrass%2:41:00::	
embassy	noun=大使馆；使馆人员	embassy%1:06:00::|embassy%1:14:00::	
empire	noun=帝国；大企业；商业王国	empire%1:15:00::|empire%1:14:01::|empire%1:14:00::	
encouragement	noun=鼓励；激励；起鼓励作用的事物	encouragement%1:10:01::|encouragement%1:04:00::|encouragement%1:12:00::	
ending	noun=结尾；结束；词尾；结局	ending%1:10:00::|ending%1:04:00::|ending%1:28:00::|ending%1:10:01::	
endless	adjective=无尽的；不断的；无数的	endless%5:00:02:infinite:00|endless%5:00:00:continuous:01|endless%5:00:00:long:02	
enjoyable	adjective=令人愉快的；有乐趣的	enjoyable%5:00:00:pleasant:00	
enlarge	verb=扩大；放大；扩展；详述	enlarge%2:30:03::|enlarge%2:30:01::|enlarge%2:30:00::|enlarge%2:32:04::	
entire	adjective=全部的；整个的；完整的	entire%5:00:01:whole:00|entire%5:00:02:whole:00	
equality	noun=平等；相等；等同性	equality%1:07:00::|equality%1:26:00::	
equip	verb=装备；配备；使具备能力	equip%2:40:00::|equip%2:30:00::	
evident	adjective=明显的；显而易见的	evident%5:00:00:obvious:00|evident%5:00:00:noticeable:00	
evolution	noun=进化；演变；发展	evolution%1:22:01::|evolution%1:22:00::	
exact	adjective=精确的；准确的；严谨的|verb=强求；索取	exact%3:00:00::|exact%5:00:00:correct:00|exact%2:32:00::|exact%2:32:01::	
excite	verb=使兴奋；激发；刺激；使激动	excite%2:37:02::|excite%2:39:00::|excite%2:37:01::|excite%2:30:01::	
existence	noun=存在；生存；存在物	existence%1:26:00::|existence%1:17:00::	
explanation	noun=解释；说明；理由	explanation%1:10:00::|explanation%1:09:00::|explanation%1:10:01::	
explicit	adjective=明确的；清楚的；直白的	explicit%3:00:00::|explicit%5:00:00:literal:00	
exploit	verb=利用；开发；剥削|noun=英勇行为；功绩	exploit%2:34:00::|exploit%2:34:01::|exploit%2:41:00::|exploit%1:04:00::	
explorer	noun=探险者；勘探者；探索者	explorer%1:18:00::	
expression	noun=表达；表情；措辞；式子	expression%1:10:02::|expression%1:07:00::|expression%1:10:00::|expression%1:22:00::	
extreme	adjective=极端的；极度的；偏远的|noun=极端；极限	extreme%5:00:00:intense:00|extreme%5:00:00:immoderate:00|extreme%5:00:00:distant:01|extreme%1:07:00::	
facial	adjective=面部的；脸部用的|noun=面部护理	facial%3:01:00::|facial%3:01:01::|facial%1:04:00::	
fade	verb=逐渐消失；褪色；变弱|noun=淡出；渐弱	fade%2:30:02::|fade%2:30:01::|fade%2:29:00::|fade%1:04:01::	
fairly	adverb=公平地；相当地；简直	fairly%4:02:02::|fairly%4:02:00::|fairly%4:02:03::	
fairness	noun=公平；公正；浅色；美丽	fairness%1:07:00::|fairness%1:09:00::|fairness%1:07:01::|fairness%1:07:02::	
fare	noun=车费；票价；饭菜；乘客|verb=进展；过活；吃	fare%1:21:00::|fare%1:13:00::|fare%1:18:00::|fare%2:42:00::|fare%2:34:00::	
fasten	verb=扣紧；系牢；使固定；集中注意	fasten%2:35:01::|fasten%2:35:00::|fasten%2:35:03::|fasten%2:30:00::	
fax	noun=传真；传真机|verb=传真发送	fax%1:06:00::|fax%2:32:00::	
feast	noun=盛宴；宴会；享受|verb=宴请；尽情享用	feast%1:13:00::|feast%1:11:00::|feast%2:34:00::|feast%2:34:02::	
feather	noun=羽毛|verb=用羽毛装饰；轻触；使成羽状	feather%1:05:00::|feather%2:35:01::|feather%2:29:00::	
federal	adjective=联邦的；联邦制的；国家的	federal%3:01:02::|federal%3:00:00::|federal%5:00:00:national:01	
ferry	noun=渡船；渡运|verb=渡运；摆渡	ferry%1:06:00::|ferry%1:04:00::|ferry%2:38:02::|ferry%2:38:00::	
fierce	adjective=凶猛的；激烈的；猛烈的；残酷的	fierce%5:00:00:violent:00|fierce%5:00:00:intense:00|fierce%5:00:00:merciless:00|fierce%5:00:00:stormy:00	
fighter	noun=战士；战斗机；斗士	fighter%1:18:00::|fighter%1:06:00::|fighter%1:18:02::	
