word	definitions	sense_ids	notes
shopping	noun=购物；所购物品	shopping%1:04:00::|shopping%1:06:00::	
shortcoming	noun=缺点；短处	shortcoming%1:07:00::	
shortly	adverb=不久；简短地；唐突地；即刻	shortly%4:02:01::|shortly%4:02:00::|shortly%4:02:04::|shortly%4:02:03::	
shot	noun=射击；枪声；照片；尝试；一小杯|adjective=杂色的	shot%1:04:00::|shot%1:06:00::|shot%1:04:03::|shot%1:04:04::|shot%1:23:00::|shot%5:00:00:colorful:00	
shrink	verb=收缩；缩小；退缩|noun=精神科医生	shrink%2:30:02::|shrink%2:30:01::|shrink%2:38:00::|shrink%1:18:00::	
shuttle	noun=班车；航天飞机；梭子|verb=往返运送	shuttle%1:06:02::|shuttle%1:06:01::|shuttle%1:06:00::|shuttle%2:38:00::	
sickness	noun=疾病；恶心；不健康状态	sickness%1:26:00::|sickness%1:26:02::|sickness%1:26:01::	
sideways	adjective=侧向的；斜的|adverb=向一侧；斜着；间接地	sideways%5:00:00:oblique:00|sideways%4:02:02::|sideways%4:02:01::|sideways%4:02:03::	
sigh	noun=叹气；叹息声|verb=叹气；叹息着说	sigh%1:10:00::|sigh%1:11:00::|sigh%2:29:00::|sigh%2:32:01::	
signature	noun=签名；署名；鲜明特征；调号	signature%1:10:00::|signature%1:07:00::|signature%1:10:03::|signature%1:10:02::	
significance	noun=重要性；意义；含义	significance%1:07:00::|significance%1:09:01::|significance%1:10:00::	
simplify	verb=简化；使易懂	simplify%2:30:00::	
simply	adverb=简单地；仅仅；确实；朴素地	simply%4:02:00::|simply%4:02:03::|simply%4:02:02::|simply%4:02:01::	
singer	noun=歌手；歌唱家	singer%1:18:00::	
sixteenth	adjective=第十六的|noun=十六分之一；第十六个	sixteenth%5:00:00:ordinal:00|sixteenth%1:24:00::|sixteenth%1:23:00::	
skilled	adjective=熟练的；有技能的	skilled%3:00:00::	
slave	noun=奴隶；受控制的人|verb=苦干；拼命工作	slave%1:18:00::|slave%1:18:01::|slave%2:41:00::	
slavery	noun=奴隶制；奴役；奴隶身份	slavery%1:26:00::|slavery%1:04:01::|slavery%1:04:00::	
sleeve	noun=袖子；套筒；唱片套	sleeve%1:06:00::|sleeve%1:06:02::	
slight	adjective=轻微的；少量的；纤细的|noun=怠慢|verb=怠慢；轻视	slight%3:00:00::|slight%5:00:00:insignificant:00|slight%5:00:00:thin:03|slight%1:04:00::|slight%2:31:00::	
smoker	noun=吸烟者；熏制器；冒烟的车	smoker%1:18:00::|smoker%1:06:00::	
smoking	noun=吸烟；冒烟|adjective=冒烟的；灼热的	smoking%1:04:00::|smoking%1:22:00::|smoking%5:00:00:smoky:00	
snatch	verb=一把抓住；抢夺；抓住机会|noun=抢夺；片段；短暂时刻	snatch%2:35:00::|snatch%2:35:02::|snatch%1:04:00::|snatch%1:10:00::	
sniff	verb=嗅；抽鼻子；轻蔑地说|noun=嗅；吸气声	sniff%2:39:00::|sniff%2:29:00::|sniff%1:04:00::	
soap	noun=肥皂；肥皂剧|verb=用肥皂洗	soap%1:06:00::|soap%1:06:01::|soap%2:29:00::	
sob	verb=抽泣；呜咽着说|noun=抽泣	sob%2:29:00::|sob%1:04:00::	
socialism	noun=社会主义；社会主义制度	socialism%1:09:00::|socialism%1:14:00::	
socket	noun=插座；窝；承窝	socket%1:06:01::|socket%1:08:00::|socket%1:06:00::	
southeast	noun=东南；东南部|adjective=东南的|adverb=向东南	southeast%1:24:00::|southeast%1:15:01::|southeast%5:00:01:south:00|southeast%4:02:00::	
southwest	noun=西南；西南部|adjective=西南的|adverb=向西南	southwest%1:24:00::|southwest%1:15:01::|southwest%5:00:01:south:00|southwest%4:02:00::	
souvenir	noun=纪念品；纪念物	souvenir%1:06:00::|souvenir%1:09:00::	
spear	noun=矛；标枪；嫩茎|verb=用矛刺；迅速穿过	spear%1:06:00::|spear%1:06:01::|spear%2:35:00::|spear%2:42:00::	
spelling	noun=拼写；拼法	spelling%1:10:00::	
spin	verb=旋转；纺线；编造；使急转|noun=旋转；兜风；说法	spin%2:38:01::|spin%2:36:00::|spin%2:32:00::|spin%1:11:00::|spin%1:04:00::	
spiritual	adjective=精神的；心灵的；宗教的|noun=灵歌	spiritual%5:00:00:unworldly:00|spiritual%5:00:00:incorporeal:00|spiritual%5:00:00:sacred:00|spiritual%1:10:00::	
spit	verb=吐；吐痰；发出爆裂声|noun=唾液；烤肉叉；狭长陆地	spit%2:29:00::|spit%2:32:00::|spit%1:08:00::|spit%1:06:00::|spit%1:17:00::	
split	verb=分裂；劈开；分担；离开|noun=分裂；裂缝；份额|adjective=分裂的	split%2:41:03::|split%2:35:00::|split%2:38:00::|split%1:04:02::|split%1:23:00::|split%5:00:00:divided:00	
spoken	adjective=口头的；说出的	spoken%3:00:00::	
spokesman	noun=发言人；代言人	spokesman%1:18:00::	
spray	noun=喷雾；喷剂；浪花|verb=喷洒；喷射	spray%1:27:01::|spray%1:06:01::|spray%1:11:00::|spray%2:35:01::|spray%2:35:00::	
squeeze	verb=挤压；挤进；榨取；紧抱|noun=挤压；少量；困境	squeeze%2:35:05::|squeeze%2:38:00::|squeeze%2:40:03::|squeeze%2:35:01::|squeeze%1:04:00::|squeeze%1:26:00::	
squirrel	noun=松鼠；松鼠毛皮	squirrel%1:05:00::|squirrel%1:27:00::	
stable	adjective=稳定的；牢固的；沉稳的|noun=马厩|verb=把马关进马厩	stable%3:00:00::|stable%5:00:00:sound:00|stable%5:00:00:balanced:00|stable%1:06:00::|stable%2:41:00::	
stain	noun=污点；污渍；染料|verb=弄脏；染色；玷污	stain%1:07:00::|stain%1:27:00::|stain%1:26:00::|stain%2:30:01::|stain%2:30:04::	
stainless	adjective=无污点的；不锈的|noun=不锈钢	stainless%5:00:00:unblemished:00|stainless%1:27:00::	
starvation	noun=饥饿；饿死	starvation%1:26:00::|starvation%1:04:00::	
statement	noun=声明；陈述；报表；表达式	statement%1:10:00::|statement%1:10:02::|statement%1:10:05::|statement%1:10:03::	
statistics	noun=统计学；统计数字	statistics%1:09:00::	统计数字义据学科常用语义独立概括
status	noun=地位；身份；状态	status%1:26:00::|status%1:26:01::	
steady	adjective=稳定的；持续的；坚定的|adverb=稳定地|verb=使稳定|noun=固定的情侣	steady%3:00:00::|steady%5:00:00:stable:00|steady%5:00:00:resolute:00|steady%4:02:00::|steady%2:30:00::|steady%1:18:00::	
steep	adjective=陡峭的；过高的；急剧的|noun=陡坡|verb=浸泡；使沉浸	steep%3:00:00::|steep%5:00:00:immoderate:00|steep%5:00:00:high:01|steep%1:17:00::|steep%2:30:00::	
steward	noun=乘务员；管家；管理员；赛事干事	steward%1:18:00::|steward%1:18:04::|steward%1:18:03::|steward%1:18:01::	
stocking	noun=长袜；备货	stocking%1:06:00::|stocking%1:04:00::	
storage	noun=储存；贮藏；存储空间；仓库	storage%1:04:01::|storage%1:06:00::|storage%1:04:00::|storage%1:06:01::	
stove	noun=炉子；火炉；烤炉	stove%1:06:01::|stove%1:06:00::	
straw	noun=稻草；吸管；微不足道的东西|adjective=稻草色的|verb=铺稻草	straw%1:27:00::|straw%1:06:00::|straw%1:07:00::|straw%5:00:00:chromatic:00|straw%2:35:00::	
stubborn	adjective=固执的；顽强的；难处理的	stubborn%3:00:00::|stubborn%5:00:00:intractable:00	
substitute	noun=代替者；替补；代用品|verb=替代；用……代替|adjective=替代的	substitute%1:18:01::|substitute%1:09:00::|substitute%2:40:00::|substitute%2:40:01::|substitute%5:00:02:secondary:01	
suck	verb=吸；吮吸；卷入；糟糕|noun=吸；吮吸	suck%2:34:04::|suck%2:38:00::|suck%2:42:00::|suck%1:04:00::	
suffering	noun=痛苦；苦难|adjective=受苦的；痛苦的	suffering%1:26:00::|suffering%1:12:02::|suffering%5:00:00:troubled:00|suffering%5:00:00:unhappy:00	
suitcase	noun=手提箱；旅行箱	suitcase%1:06:00::	
suite	noun=套房；一组；组曲；随员	suite%1:06:00::|suite%1:10:00::|suite%1:14:00::|suite%1:14:01::	
sunlight	noun=阳光；日光	sunlight%1:19:00::	
sunset	noun=日落；晚霞；结束阶段|adjective=日落时的；衰退的	sunset%1:28:00::|sunset%1:19:00::|sunset%1:11:00::|sunset%5:00:00:last:00	
sunshine	noun=阳光；晴朗；欢乐	sunshine%1:19:00::|sunshine%1:19:01::|sunshine%1:07:00::	
supper	noun=晚餐；晚餐聚会	supper%1:13:00::|supper%1:14:00::	
supreme	adjective=最高的；至高无上的；最大的；极好的	supreme%5:00:00:ultimate:00|supreme%5:00:00:dominant:01|supreme%5:00:00:superior:02|supreme%5:00:00:maximal:00	
surplus	noun=盈余；剩余|adjective=过剩的；多余的	surplus%1:07:00::|surplus%5:00:00:unnecessary:00	
survival	noun=生存；幸存；幸存者或遗物	survival%1:26:00::|survival%1:22:00::|survival%1:04:00::	
suspension	noun=暂停；停职；悬挂；悬架；悬浮液	suspension%1:28:00::|suspension%1:26:00::|suspension%1:06:00::|suspension%1:27:00::	
swallow	verb=吞咽；咽下；轻信；抑制|noun=燕子；吞咽；一口	swallow%2:34:00::|swallow%2:31:00::|swallow%2:31:01::|swallow%1:05:00::|swallow%1:04:00::|swallow%1:13:00::	
swap	verb=交换；互换|noun=交换；交换物	swap%2:40:00::|swap%1:04:00::	
swear	verb=发誓；宣誓；咒骂；保证	swear%2:32:01::|swear%2:32:03::|swear%2:32:02::|swear%2:32:00::	
swell	verb=膨胀；增大；涌起|noun=隆起；涌浪；名流|adjective=极好的	swell%2:30:02::|swell%2:30:00::|swell%1:11:00::|swell%1:17:00::|swell%1:18:00::|swell%5:00:00:good:01	
swift	adjective=迅速的；敏捷的|noun=雨燕	swift%5:00:00:fast:01|swift%1:05:00::	
sword	noun=剑；刀	sword%1:06:00::	
symptom	noun=症状；征兆	symptom%1:26:00::|symptom%1:10:00::	
systematic	adjective=系统的；有条理的；分类学的	systematic%3:00:00::|systematic%3:01:00::	
tanker	noun=油轮；罐车；油罐车驾驶员	tanker%1:06:00::|tanker%1:06:01::|tanker%1:18:00::	
tap	noun=水龙头；轻敲；窃听装置|verb=轻敲；开发；窃听；接通	tap%1:06:00::|tap%1:11:00::|tap%1:06:02::|tap%2:35:02::|tap%2:40:00::|tap%2:39:00::	
tasty	adjective=美味的；可口的	tasty%3:00:00::	
taxpayer	noun=纳税人	taxpayer%1:18:00::	
tease	verb=取笑；戏弄；挑逗；梳理|noun=爱戏弄人的人；挑逗者	tease%2:37:00::|tease%2:32:00::|tease%2:35:02::|tease%1:18:00::	
technical	adjective=技术的；专业的；严格按规则的|noun=技术车辆；技术犯规	technical%3:01:00::|technical%3:00:00::|technical%5:00:01:skilled:00|technical%1:06:00::|technical%1:04:00::	
temptation	noun=诱惑；诱惑物；诱惑行为	temptation%1:09:00::|temptation%1:12:00::|temptation%1:04:00::	
tense	adjective=紧张的；拉紧的|noun=时态|verb=使紧张；绷紧	tense%3:00:03::|tense%3:00:02::|tense%1:10:00::|tense%2:35:00::|tense%2:29:00::	
tent	noun=帐篷；帐状物|verb=住帐篷	tent%1:06:00::|tent%1:17:00::|tent%2:42:00::	
tentative	adjective=试探性的；暂定的；不确定的	tentative%5:00:00:conditional:00|tentative%5:00:00:unsettled:02	
terminal	adjective=末端的；终点的；致命的|noun=终点站；航站楼；终端机	terminal%3:01:00::|terminal%3:00:00::|terminal%5:00:00:fatal:00|terminal%1:06:00::|terminal%1:15:00::|terminal%1:06:02::	
terrify	verb=使恐惧；使惊吓	terrify%2:37:00::	
terror	noun=恐怖；恐惧；可怕的人或物；恐怖活动	terror%1:12:00::|terror%1:18:00::|terror%1:04:00::	
textbook	noun=教科书|adjective=典型的；规范的	textbook%1:10:00::|textbook%5:00:00:standard:01	
thankful	adjective=感激的；欣慰的	thankful%3:00:00::	
theirs	pronoun=他们的；她们的；它们的		无 OEWN 候选义项；依据词性证据和通行用法独立概括
theoretical	adjective=理论的；理论上的；推测的	theoretical%3:00:00::|theoretical%3:00:01::	
thief	noun=小偷；窃贼	thief%1:18:00::	
thread	noun=线；螺纹；思路；帖子串|verb=穿线；穿过；拧入	thread%1:06:00::|thread%1:17:00::|thread%1:09:00::|thread%2:35:00::|thread%2:38:00::	帖子串义据现代常用语义独立概括
thrill	noun=激动；刺激；震颤|verb=使激动；使兴奋；颤动	thrill%1:12:00::|thrill%1:04:00::|thrill%2:37:02::|thrill%2:38:00::	
thriller	noun=惊险小说；惊悚片；令人激动的事	thriller%1:10:00::	
throat	noun=喉咙；咽喉；窄口；嗓音	throat%1:08:00::|throat%1:06:01::|throat%1:06:00::	
