word	definitions	sense_ids	notes
beneficial	adjective=有益的；有利的	beneficial%5:00:00:advantageous:00	
besides	adverb=此外；而且；除……之外	besides%4:02:01::|besides%4:02:03::	
betray	verb=背叛；出卖；泄露；辜负	betray%2:41:00::|betray%2:32:00::|betray%2:37:00::|betray%2:32:03::	
bid	noun=出价；投标；尝试|verb=出价；投标；命令	bid%1:10:03::|bid%1:04:00::|bid%1:10:00::|bid%2:40:00::|bid%2:32:01::	
biography	noun=传记	biography%1:10:00::	
bishop	noun=主教；象棋中的象	bishop%1:18:00::|bishop%1:06:00::	
boom	noun=繁荣；轰鸣声；吊杆|verb=繁荣；发出轰鸣	boom%1:26:00::|boom%1:11:01::|boom%1:06:01::|boom%2:30:00::|boom%2:39:00::	
booth	noun=小隔间；售货亭；电话亭	booth%1:06:02::|booth%1:06:00::|booth%1:06:01::	
boycott	noun=抵制|verb=抵制；拒绝参加	boycott%1:04:00::|boycott%2:41:00::	
brake	noun=制动器；刹车|verb=刹车；使减速	brake%1:06:00::|brake%2:38:01::|brake%2:38:00::	
brand	noun=品牌；商标；类型|verb=给……打烙印；把……称为	brand%1:10:00::|brand%1:09:00::|brand%2:35:00::|brand%2:32:00::	
breakthrough	noun=突破；重大进展	breakthrough%1:09:00::|breakthrough%1:04:02::|breakthrough%1:04:01::	
breathless	adjective=气喘吁吁的；令人屏息的；无风的	breathless%3:00:00::|breathless%5:00:00:exciting:00	无风义据词形和开放语义证据独立概括
broken	adjective=破损的；中断的；失灵的；破碎的	broken%3:00:01::|broken%3:00:02::|broken%5:00:00:damaged:00|broken%5:00:00:impaired:00	
broom	noun=扫帚|verb=扫除	broom%1:06:00::|broom%2:35:00::	
bucket	noun=桶；一桶之量|verb=用桶装；快速移动	bucket%1:06:00::|bucket%1:23:00::|bucket%2:35:01::|bucket%2:35:00::	
bun	noun=小圆面包；发髻	bun%1:13:00::	发髻义据常用语义独立概括
bungalow	noun=平房；单层住宅	bungalow%1:06:00::	
burden	noun=负担；重担；主旨|verb=使负担；烦扰	burden%1:09:01::|burden%1:06:01::|burden%1:10:00::|burden%2:35:00::	
bureaucratic	adjective=官僚主义的；官僚机构的	bureaucratic%3:01:00::	
burglar	noun=入室盗贼；窃贼	burglar%1:18:00::	
burial	noun=埋葬；葬礼	burial%1:11:00::|burial%1:04:00::	
burst	verb=爆裂；突然发生；猛冲|noun=爆裂；突发；一阵	burst%2:30:00::|burst%2:38:00::|burst%1:11:00::|burst%1:04:00::	
businessman	noun=商人；企业家	businessman%1:18:00::	
butterfly	noun=蝴蝶；蝶泳|verb=切开摊平；蝶泳	butterfly%1:05:00::|butterfly%1:04:00::|butterfly%2:35:00::|butterfly%2:38:01::	
cab	noun=出租车；驾驶室|verb=乘出租车	cab%1:06:02::|cab%1:06:01::|cab%2:38:03::	
caption	noun=标题；图片说明；字幕|verb=给……加说明文字	caption%1:10:02::|caption%1:10:01::|caption%1:10:00::|caption%2:40:00::	
carpenter	noun=木匠|verb=做木工	carpenter%1:18:00::|carpenter%2:41:00::	
carriage	noun=马车；车厢；运输；举止	carriage%1:06:01::|carriage%1:06:00::|carriage%1:07:00::|carriage%1:06:02::	
carrier	noun=运输者；承运公司；载体；携带者	carrier%1:18:03::|carrier%1:06:03::|carrier%1:14:00::|carrier%1:18:02::	
cassette	noun=盒式磁带；暗盒	cassette%1:06:00::	
casual	adjective=随意的；非正式的；偶然的；漫不经心的	casual%5:00:01:informal:01|casual%5:00:02:unplanned:00|casual%5:00:00:unconcerned:00|casual%5:00:00:careless:00	
catalogue	noun=目录；一览表|verb=编目录；列入目录	catalogue%1:10:01::|catalogue%1:10:00::|catalogue%2:31:00::|catalogue%2:36:00::	
catastrophe	noun=灾难；大祸；惨败	catastrophe%1:11:00::|catastrophe%1:26:00::|catastrophe%1:19:00::	
cater	verb=承办餐饮；迎合；满足需要	cater%2:34:00::|cater%2:34:01::	
cathedral	noun=大教堂|adjective=主教座堂的	cathedral%1:06:00::|cathedral%3:01:00::	
catholic	adjective=广泛的；包容的；天主教的	catholic%5:00:00:broad-minded:00	天主教义据专名词形独立概括
caution	noun=小心；警告；谨慎|verb=警告；提醒	caution%1:07:00::|caution%1:10:00::|caution%1:09:00::|caution%2:32:00::	
cautious	adjective=谨慎的；小心的	cautious%3:00:00::|cautious%5:00:00:moderate:00	
celebration	noun=庆祝；庆典；赞颂	celebration%1:04:00::|celebration%1:11:00::|celebration%1:04:01::	
cellar	noun=地窖；地下室；酒窖	cellar%1:06:00::|cellar%1:06:02::|cellar%1:06:01::	
ceremony	noun=典礼；仪式；礼节	ceremony%1:11:00::|ceremony%1:04:01::|ceremony%1:04:00::	
challenging	adjective=富有挑战性的；困难的；激励思考的	challenging%5:00:00:difficult:00|challenging%5:00:00:stimulating:00	
chant	noun=反复吟唱；圣歌|verb=反复唱诵；有节奏地喊	chant%1:10:00::|chant%2:32:00::|chant%2:32:01::	
cheerful	adjective=快乐的；令人愉快的；乐观的	cheerful%3:00:00::|cheerful%5:00:00:optimistic:00	
chick	noun=小鸡；雏鸟	chick%1:05:00::	
childhood	noun=童年；儿童时期	childhood%1:28:00::|childhood%1:26:00::	
chimney	noun=烟囱；烟道	chimney%1:06:00::|chimney%1:06:01::	
choir	noun=合唱团；唱诗班|verb=合唱	choir%1:14:00::|choir%1:14:01::|choir%2:36:00::	
cigar	noun=雪茄烟	cigar%1:06:00::	
circulate	verb=循环；流通；传播；传阅	circulate%2:38:03::|circulate%2:38:01::|circulate%2:32:00::|circulate%2:32:01::	
classical	adjective=古典的；经典的；传统的|noun=古典音乐	classical%3:00:00::|classical%3:01:00::|classical%5:00:00:traditional:00|classical%1:10:00::	
classify	verb=分类；归类；把……定为机密	classify%2:31:00::|classify%2:41:00::|classify%2:31:01::	
claw	noun=爪；钳；爪形器具|verb=用爪抓；撕扯	claw%1:05:00::|claw%1:06:00::|claw%2:35:01::|claw%2:35:00::	
cleaner	noun=清洁工；清洁剂；干洗店	cleaner%1:18:01::|cleaner%1:06:00::|cleaner%1:18:00::	
clearly	adverb=清楚地；显然；明确地	clearly%4:02:00::|clearly%4:02:01::|clearly%4:02:02::	
clothing	noun=衣服；服装	clothing%1:06:00::	
clumsy	adjective=笨拙的；不灵巧的；不得体的；难用的	clumsy%5:00:00:awkward:00|clumsy%5:00:00:unskilled:00|clumsy%5:00:00:infelicitous:00|clumsy%5:00:00:unwieldy:00	
cock	noun=公鸡；旋塞|verb=翘起；扳起	cock%1:05:00::|cock%1:06:00::|cock%2:38:01::|cock%2:35:00::	
cocoa	noun=可可粉；热可可饮料	cocoa%1:13:02::|cocoa%1:13:01::	
coincidence	noun=巧合；同时发生；一致	coincidence%1:11:00::|coincidence%1:07:02::|coincidence%1:07:01::	
colleague	noun=同事；同行	colleague%1:18:00::|colleague%1:18:01::	
collision	noun=碰撞；冲突；抵触	collision%1:11:01::|collision%1:11:00::|collision%1:10:00::	
comb	noun=梳子；蜂巢状结构|verb=梳理；彻底搜寻	comb%1:06:00::|comb%1:05:01::|comb%2:35:01::|comb%2:35:00::	
command	noun=命令；指挥；掌握|verb=命令；指挥；控制	command%1:10:00::|command%1:14:00::|command%1:07:00::|command%2:32:01::|command%2:41:00::	
communism	noun=共产主义；共产主义制度	communism%1:09:00::|communism%1:14:00::	
companion	noun=同伴；伴侣；指南|verb=陪伴	companion%1:18:00::|companion%1:18:02::|companion%1:18:01::|companion%2:42:00::	
compass	noun=指南针；圆规；范围|verb=围绕；理解	compass%1:06:00::|compass%1:06:01::|compass%1:07:00::|compass%2:38:00::|compass%2:31:00::	
compensate	verb=补偿；赔偿；弥补；给报酬	compensate%2:40:01::|compensate%2:42:03::|compensate%2:40:02::|compensate%2:40:00::	
competitor	noun=竞争者；对手；参赛者	competitor%1:18:00::	
compromise	noun=妥协；折中方案|verb=妥协；折中；损害	compromise%1:04:00::|compromise%1:10:00::|compromise%2:32:01::|compromise%2:32:03::	
compulsory	adjective=强制的；必修的	compulsory%5:00:00:obligatory:00	
comrade	noun=同志；伙伴；战友	comrade%1:18:00::|comrade%1:18:02::	
condemn	verb=谴责；判刑；宣告不宜使用；迫使	condemn%2:32:00::|condemn%2:32:02::|condemn%2:41:00::|condemn%2:39:00::	
conductor	noun=指挥；列车长；导体；售票员	conductor%1:18:00::|conductor%1:18:01::|conductor%1:27:00::|conductor%1:06:00::	
confident	adjective=自信的；确信的；有把握的	confident%3:00:00::|confident%5:00:00:certain:02|confident%5:00:00:capable:00	
confidential	adjective=机密的；秘密的；私下的；受信任的	confidential%5:00:00:private:00|confidential%5:00:02:private:00|confidential%5:00:00:classified:02|confidential%5:00:00:close:02	
confuse	verb=使困惑；混淆；弄乱	confuse%2:31:02::|confuse%2:31:03::|confuse%2:37:00::|confuse%2:36:00::	
congratulate	verb=祝贺；向……道喜；为自己感到庆幸	congratulate%2:32:00::|congratulate%2:32:01::|congratulate%2:37:00::	
connection	noun=联系；连接；关系；接头；熟人	connection%1:26:00::|connection%1:06:00::|connection%1:09:00::|connection%1:18:00::|connection%1:04:00::	
conscience	noun=良心；是非感；内疚感	conscience%1:16:00::|conscience%1:07:00::|conscience%1:12:00::	
consensus	noun=共识；一致意见	consensus%1:26:00::	
conservative	adjective=保守的；传统的；适度的|noun=保守派人士	conservative%3:00:00::|conservative%5:00:00:conventional:01|conservative%5:00:00:moderate:00|conservative%1:18:00::	
consideration	noun=考虑；体谅；考虑因素；报酬	consideration%1:09:00::|consideration%1:09:01::|consideration%1:07:00::|consideration%1:21:00::	
construct	verb=建造；构造；创立|noun=构想；概念	construct%2:36:00::|construct%2:36:01::|construct%2:31:00::|construct%1:09:00::	
consult	verb=咨询；请教；查阅；商议	consult%2:32:02::|consult%2:32:01::|consult%2:32:05::|consult%2:32:00::	
container	noun=容器；集装箱	container%1:06:00::	
contradict	verb=反驳；与……矛盾；否认	contradict%2:32:00::|contradict%2:42:00::|contradict%2:32:01::|contradict%2:31:00::	
contribute	verb=贡献；捐助；投稿；促成	contribute%2:40:01::|contribute%2:40:00::|contribute%2:41:12::|contribute%2:40:02::	
controversial	adjective=有争议的；引发争论的	controversial%3:00:00::	
convenience	noun=方便；便利设施；合宜；公共厕所	convenience%1:26:00::|convenience%1:07:00::|convenience%1:06:01::|convenience%1:06:00::	
