word	definitions	sense_ids	notes
herb	noun=草本植物；香草；药草	herb%1:20:00::|herb%1:13:00::	
here	adverb=在这里；到这里；此时|noun=这里	here%1:15:00::|here%4:02:00::|here%4:02:02::	
hero	noun=英雄；男主角；偶像	hero%1:18:00::|hero%1:09:00::|hero%1:18:01::|hero%1:18:04::	
hers	pronoun=她的；属于她的东西		OEWN无候选释义；依据基础英语物主代词用法原创整理。
herself	pronoun=她自己；她亲自		OEWN无候选释义；依据基础英语反身代词用法原创整理。
hesitate	verb=犹豫；迟疑；踌躇	hesitate%2:42:00::|hesitate%2:42:01::	
hi	interjection=嗨；你好	hi%1:10:00::	
hide	verb=隐藏；躲藏；隐瞒|noun=兽皮；皮革	hide%1:27:00::|hide%1:05:00::|hide%2:39:00::|hide%2:39:01::	
high	adjective=高的；高级的；高尚的|adverb=在高处；高高地|noun=高点	high%3:00:02::|high%3:00:01::|high%5:00:00:superior:01|high%3:00:03::	副词和名词义依据基础英语常用义补充。
highlight	noun=亮点；最精彩部分|verb=突出；强调；标亮	highlight%1:24:00::|highlight%1:07:00::|highlight%2:30:00::|highlight%2:29:00::	
hike	noun=徒步旅行；大幅上涨|verb=徒步；提高	hike%1:04:00::|hike%1:07:01::|hike%1:07:00::|hike%2:38:01::	
hill	noun=小山；山丘；土堆|verb=堆成小丘	hill%1:17:00::|hill%1:06:01::|hill%1:06:00::|hill%2:36:00::	
him	pronoun=他；他本人		OEWN无候选释义；依据基础英语人称代词用法原创整理。
himself	pronoun=他自己；他亲自		OEWN无候选释义；依据基础英语反身代词用法原创整理。
hire	verb=雇用；租用|noun=新雇员；租金	hire%1:18:00::|hire%1:04:00::|hire%2:41:00::|hire%2:41:01::	
his	determiner=他的|pronoun=他的东西		OEWN无候选释义；依据基础英语物主词用法原创整理。
historic	adjective=历史上著名的；有历史意义的	historic%5:00:00:past:00|historic%5:00:00:important:00	
history	noun=历史；历史学；经历；沿革	history%1:28:00::|history%1:10:00::|history%1:09:00::|history%1:28:02::	
hit	verb=击；打；撞击；达到|noun=打击；成功的事物	hit%1:04:03::|hit%1:04:00::|hit%1:04:02::|hit%1:11:01::	动词义依据基础英语常用义补充。
hobby	noun=业余爱好；嗜好	hobby%1:04:00::	排除玩具马及鸟类义项。
hold	verb=拿着；保持；容纳；举行|noun=握住；控制；支撑点	hold%1:04:00::|hold%1:09:00::|hold%1:07:00::|hold%1:28:00::	动词义依据基础英语常用义归纳。
hole	noun=洞；孔；坑；漏洞	hole%1:17:01::|hole%1:06:00::|hole%1:06:01::|hole%1:25:00::	
