word	definitions	sense_ids	notes
shorts	noun=短裤；短片	shorts%1:06:00::|shorts%1:06:01::	
should	modal_verb=应该；应当；本应；可能会		OEWN无候选释义；依据基础英语情态动词用法原创整理。
shoulder	noun=肩；肩部；路肩|verb=承担；肩负；用肩推	shoulder%1:08:00::|shoulder%1:13:00::|shoulder%1:08:02::|shoulder%1:06:01::	动词义依据基础英语常用义补充。
shout	verb=喊；大声说|noun=喊叫；呼喊	shout%1:10:00::|shout%2:32:00::|shout%2:32:01::|shout%2:32:08::	
show	verb=展示；表明；带领|noun=演出；展览；表现	show%1:04:00::|show%1:10:03::|show%1:04:01::|show%2:39:02::	
shower	noun=淋浴；阵雨；大量落下之物|verb=淋浴；大量给予	shower%1:06:00::|shower%1:04:00::|shower%1:19:00::|shower%1:11:00::	动词义依据基础英语常用义补充。
shut	verb=关闭；合上|adjective=关闭的；停止营业的	shut%3:00:00::|shut%3:00:02::|shut%2:35:00::|shut%2:35:06::	
shy	adjective=害羞的；胆怯的；不足的|verb=躲避|noun=投掷	shy%3:00:00::|shy%5:00:00:insufficient:00|shy%5:00:00:wary:00|shy%1:04:00::	动词义依据基础英语常用义补充。
sick	adjective=生病的；恶心的；厌烦的；疯狂的|noun=病人|verb=呕吐	sick%3:00:01::|sick%5:00:02:ill:01|sick%5:00:00:insane:00|sick%5:00:00:displeased:00	名词和动词义依据基础英语常用义补充。
side	noun=边；侧面；一方；方面|adjective=侧面的|verb=支持；站在……一边	side%3:00:00::|side%1:15:02::|side%1:14:00::|side%1:08:00::	动词义依据基础英语常用义补充。
sight	noun=视力；视野；景象；名胜|verb=看见；发现	sight%1:09:01::|sight%1:10:00::|sight%1:09:00::|sight%1:09:03::	动词义依据基础英语常用义补充。
sign	noun=标志；迹象；符号；手势|verb=签名；示意	sign%5:00:00:communicative:00|sign%1:10:05::|sign%1:10:00::|sign%1:10:03::	动词义依据基础英语常用义补充。
signal	noun=信号；暗号|verb=发信号；表明|adjective=显著的	signal%5:00:00:impressive:00|signal%1:10:00::|signal%1:16:00::|signal%1:19:00::	动词义依据基础英语常用义补充。
significant	adjective=重要的；显著的；有意义的	significant%3:00:00::|significant%5:00:00:considerable:00|significant%3:00:01::|significant%5:00:00:meaningful:00	
silence	noun=寂静；沉默；无音信|verb=使安静；压制	silence%1:26:00::|silence%1:07:00::|silence%1:07:01::|silence%1:07:02::	动词义依据基础英语常用义补充。
silent	adjective=安静的；沉默的；无声的；未明说的	silent%5:00:00:quiet:01|silent%5:00:00:uncommunicative:00|silent%5:00:00:implicit:00|silent%5:00:02:inaudible:00	
silk	noun=丝；丝绸；丝线	silk%1:06:00::|silk%1:27:00::	
silly	adjective=愚蠢的；可笑的；轻率的；糊涂的|noun=傻瓜	silly%5:00:00:foolish:00|silly%5:00:00:frivolous:00|silly%5:00:00:undignified:00|silly%5:00:00:confused:00	名词义依据基础英语常用义补充。
silver	noun=银；银器；银色|adjective=银制的；银色的|verb=镀银	silver%5:00:00:metallic:00|silver%5:00:00:bright:00|silver%5:00:00:achromatic:00|silver%5:00:00:articulate:00	名词和动词义依据基础英语常用义补充。
similar	adjective=相似的；类似的|noun=相似之物	similar%3:00:00::|similar%3:00:04::|similar%3:00:02::|similar%5:00:00:synonymous:00	名词义依据基础英语常用义补充。
simple	adjective=简单的；容易的；朴素的；单纯的|noun=普通人；单纯的人	simple%3:00:02::|simple%5:00:00:easy:01|simple%5:00:02:plain:01|simple%5:00:00:naive:00	名词义依据基础英语常用义补充。
since	preposition=自……以来；因为|conjunction=自从；既然|adverb=此后；以前		OEWN无候选释义；依据基础英语功能词用法原创整理。
sincerely	adverb=真诚地；诚恳地；谨致问候	sincerely%4:02:00::|sincerely%4:02:03::	
sing	verb=唱歌；鸣叫；歌颂；告密	sing%2:36:01::|sing%2:36:00::|sing%2:32:08::|sing%2:32:00::	
single	adjective=单一的；单身的；单程的|noun=单个；单曲；单打|verb=挑选出	single%3:00:00::|single%3:00:04::|single%3:00:05::|single%3:00:02::	名词和动词义依据基础英语常用义补充。
sink	verb=下沉；沉没；下降|noun=水槽；洼地	sink%1:06:00::|sink%1:22:00::|sink%1:17:00::|sink%1:06:01::	动词义依据基础英语常用义补充。
sir	noun=先生；阁下	sir%1:18:00::	
sister	noun=姐妹；姊妹；女同事	sister%1:18:00::|sister%1:18:02::	
sit	verb=坐；坐落；参加考试；担任委员	sit%2:35:00::|sit%2:42:00::|sit%2:38:00::|sit%2:38:01::	
site	noun=地点；场所；网站|verb=使坐落于	site%1:15:00::|site%1:15:02::|site%1:10:00::|site%2:40:00::	
situation	noun=情况；形势；位置；工作职位	situation%1:26:00::|situation%1:26:01::|situation%1:26:02::|situation%1:15:00::	
six	numeral=六|noun=六个；六点牌	six%5:00:00:cardinal:00|six%1:23:00::|six%1:06:00::	
sixteen	numeral=十六	sixteen%5:00:00:cardinal:00|sixteen%1:23:00::	
sixth	ordinal=第六|noun=六分之一；第六个	sixth%5:00:00:ordinal:00|sixth%1:24:00::|sixth%1:23:00::|sixth%1:10:00::	
sixty	numeral=六十	sixty%5:00:00:cardinal:00|sixty%1:23:00::	
size	noun=大小；尺寸；规模|verb=调整大小；估算尺寸|adjective=特定尺寸的	size%5:00:00:sized:00|size%1:07:00::|size%1:07:01::|size%1:27:00::	动词义依据基础英语常用义补充。
skate	noun=冰鞋；滑板；鳐鱼|verb=滑冰；滑行	skate%1:06:00::|skate%1:05:00::|skate%2:38:00::	
skateboard	noun=滑板|verb=滑滑板	skateboard%1:06:00::|skateboard%2:38:00::	
ski	noun=滑雪板|verb=滑雪	ski%1:06:00::|ski%2:38:00::	
skill	noun=技能；技巧；熟练	skill%1:09:01::|skill%1:09:00::	
skin	noun=皮肤；兽皮；外皮|verb=剥皮；擦伤	skin%1:08:00::|skin%1:06:01::|skin%1:05:01::|skin%1:26:00::	动词义依据基础英语常用义补充。
skip	verb=跳过；蹦跳；略过|noun=蹦跳；废料箱	skip%1:04:01::|skip%1:04:00::|skip%2:31:01::|skip%2:42:00::	
skirt	noun=裙子；边缘|verb=绕过；位于边缘	skirt%1:06:01::|skirt%1:06:00::|skirt%1:20:00::	排除人物贬义义项；动词义依据基础英语用法补充。
sky	noun=天空；天色|verb=把……击向高空	sky%1:17:00::|sky%2:35:00::	
sleep	noun=睡眠；睡觉时间|verb=睡觉；容纳住宿	sleep%1:26:00::|sleep%1:26:02::|sleep%1:28:00::|sleep%1:26:01::	动词义依据基础英语常用义补充。
sleepy	adjective=困倦的；寂静的	sleepy%5:00:00:asleep:00	
slice	noun=薄片；一份；部分|verb=切成薄片；划开	slice%1:21:00::|slice%1:13:00::|slice%1:26:00::|slice%1:04:00::	动词义依据基础英语常用义补充。
slide	verb=滑动；悄悄移动；下降|noun=滑梯；幻灯片；下滑	slide%1:06:02::|slide%1:11:00::|slide%1:10:00::|slide%1:06:03::	动词义依据基础英语常用义补充。
slightly	adverb=稍微；略微；轻轻地	slightly%4:02:01::|slightly%4:02:02::	
slim	adjective=苗条的；微小的|verb=减肥；变瘦	slim%5:00:00:thin:03|slim%5:00:00:small:00|slim%2:29:00::	
slip	verb=滑倒；滑落；悄悄放入|noun=滑倒；差错；纸条	slip%1:04:02::|slip%1:04:05::|slip%1:27:00::|slip%1:20:00::	动词义依据基础英语常用义补充。
slow	adjective=慢的；迟钝的；不景气的|adverb=缓慢地|verb=减速	slow%3:00:01::|slow%3:00:02::|slow%5:00:00:stupid:00|slow%3:00:03::	副词和动词义依据基础英语常用义补充。
small	adjective=小的；少的；年幼的；不重要的|noun=小件物品|adverb=小声地	small%3:00:00::|small%5:00:00:limited:00|small%5:00:00:young:00|small%5:00:00:little:03	名词和副词义依据基础英语常用义补充。
smart	adjective=聪明的；时髦的；智能的；敏捷的|verb=感到刺痛|noun=刺痛	smart%3:00:00::|smart%5:00:00:stylish:00|smart%5:00:00:intelligent:00|smart%5:00:00:forward:02	动词和名词义依据基础英语常用义补充。
