word	definitions	sense_ids	notes
salty	adjective=咸的；含盐的；辛辣有趣的	salty%5:00:00:stimulating:00|salty%3:00:00::|salty%5:00:00:tasty:00	
same	adjective=相同的；同一个的；不变的|pronoun=同样的人或事物|adverb=同样地	same%3:00:02::|same%3:00:00::|same%3:00:04::|same%5:00:00:unchanged:00	代词和副词义依据基础英语常用义补充。
sample	noun=样品；样本|verb=取样；品尝	sample%1:09:00::|sample%1:09:01::|sample%1:17:00::|sample%2:34:00::	
sand	noun=沙；沙子|verb=用砂纸打磨；撒沙	sand%1:27:00::|sand%1:07:00::|sand%2:35:00::	
sandwich	noun=三明治|verb=夹在……之间	sandwich%1:13:00::|sandwich%2:36:00::|sandwich%2:35:00::	
satellite	noun=卫星；人造卫星；附属机构|adjective=卫星的；外围的	satellite%5:00:00:outer:00|satellite%1:06:00::|satellite%1:18:00::|satellite%1:17:00::	
satisfaction	noun=满意；满足；赔偿；还清债务	satisfaction%1:12:00::|satisfaction%1:26:00::|satisfaction%1:21:00::|satisfaction%1:21:01::	
satisfy	verb=使满意；满足；符合	satisfy%2:42:00::|satisfy%2:37:00::|satisfy%2:34:01::	
Saturday	proper_noun=星期六	saturday%1:28:00::	
saucer	noun=茶碟；碟状物；飞碟	saucer%1:25:00::|saucer%1:06:00::|saucer%1:06:02::|saucer%1:06:01::	
sausage	noun=香肠；香肠状物	sausage%1:13:00::|sausage%1:06:00::	
save	verb=拯救；节省；保存|noun=救球；扑救	save%1:04:00::|save%2:41:01::|save%2:40:00::|save%2:41:00::	
saving	adjective=节省的；挽救性的|noun=节省；存款	saving%5:00:00:good:02|saving%5:00:00:thrifty:00|saving%1:04:00::|saving%1:04:02::	
say	verb=说；表明；假设|noun=发言权；决定权	say%1:26:00::|say%2:32:00::|say%2:32:01::|say%2:32:03::	
saying	noun=谚语；格言；说法	saying%1:10:00::	
scare	verb=使害怕；惊吓|noun=恐慌；惊吓	scare%1:26:00::|scare%1:12:00::|scare%2:37:00::|scare%2:37:04::	
scarf	noun=围巾；头巾|verb=包围巾；狼吞虎咽	scarf%1:06:00::|scarf%1:06:01::|scarf%2:35:00::|scarf%2:35:01::	
scene	noun=场景；现场；一幕；景象	scene%1:15:00::|scene%1:11:00::|scene%1:09:00::|scene%1:10:01::	
schedule	noun=时间表；计划表|verb=安排；列入计划	schedule%1:09:00::|schedule%1:10:00::|schedule%2:31:00::|schedule%2:32:00::	
scholarship	noun=奖学金；学术研究	scholarship%1:21:00::|scholarship%1:09:00::	
school	noun=学校；学派；上学时间|verb=教育；训练	school%1:14:00::|school%1:06:00::|school%1:09:00::|school%1:14:02::	动词义依据基础英语常用义补充。
schoolbag	noun=书包	schoolbag%1:06:00::	
science	noun=科学；自然科学；学科	science%1:09:00::|science%1:09:02::	
scientific	adjective=科学的；符合科学方法的	scientific%3:01:00::|scientific%3:00:00::	
scientist	noun=科学家	scientist%1:18:00::	
scissors	noun=剪刀；剪切动作	scissors%1:06:00::|scissors%1:04:00::|scissors%1:04:01::	
score	noun=得分；成绩；乐谱；二十|verb=得分；评分；刻痕	score%1:09:00::|score%1:10:00::|score%1:23:00::|score%1:14:00::	动词义依据基础英语常用义补充。
scream	verb=尖叫；高声喊|noun=尖叫声；极有趣的人或事	scream%1:10:00::|scream%1:11:00::|scream%1:10:01::|scream%2:32:01::	
screen	noun=屏幕；银幕；屏障；筛子|verb=筛查；遮蔽；放映	screen%1:06:06::|screen%1:06:04::|screen%1:06:05::|screen%1:06:01::	动词义依据基础英语常用义补充。
sculpture	noun=雕塑；雕刻艺术|verb=雕刻；塑造	sculpture%1:06:00::|sculpture%1:04:00::|sculpture%2:36:00::|sculpture%2:35:00::	
sea	noun=海；海面；大量	sea%1:17:00::|sea%1:23:00::|sea%1:19:00::	
search	noun=搜索；搜查；探索|verb=搜索；搜查；查找	search%1:04:00::|search%1:04:02::|search%1:22:00::|search%1:09:00::	动词义依据基础英语常用义补充。
season	noun=季节；时期；赛季|verb=给……调味；使适应	season%1:28:02::|season%1:28:00::|season%1:28:01::|season%2:39:00::	
seat	noun=座位；席位；所在地|verb=使坐下；容纳	seat%1:15:01::|seat%1:08:00::|seat%1:06:01::|seat%1:06:00::	动词义依据基础英语常用义补充。
second	ordinal=第二|noun=秒；片刻；助手|adjective=次要的|verb=支持；附议	second%5:00:00:ordinal:00|second%3:00:00::|second%1:28:00::|second%1:28:01::	动词义依据基础英语常用义补充。
secondary	adjective=次要的；中等教育的；辅助的|noun=次要事物	secondary%3:00:01::|secondary%5:00:00:junior:00|secondary%5:00:00:incidental:00|secondary%5:00:00:minor:06	名词义依据基础英语常用义补充。
secret	noun=秘密；秘诀|adjective=秘密的；隐蔽的	secret%5:00:00:concealed:00|secret%5:00:01:covert:00|secret%5:00:00:unacknowledged:00|secret%5:00:03:covert:00	名词义依据基础英语常用义补充。
secretary	noun=秘书；书记；部长；写字台	secretary%1:18:01::|secretary%1:18:00::|secretary%1:18:02::|secretary%1:06:00::	
section	noun=部分；章节；部门；截面|verb=切开；分区	section%1:10:00::|section%1:17:00::|section%1:15:01::|section%1:06:00::	动词义依据基础英语常用义补充。
secure	adjective=安全的；牢固的；有把握的|verb=获得；保护；固定	secure%3:00:01::|secure%3:00:02::|secure%3:00:03::|secure%5:00:00:invulnerable:00	动词义依据基础英语常用义补充。
security	noun=安全；保障；证券；抵押品	security%1:26:00::|security%1:21:01::|security%1:12:00::|security%1:21:04::	
see	verb=看见；明白；会见；参观|noun=主教辖区	see%1:15:00::|see%2:39:00::|see%2:31:01::|see%2:39:02::	
seed	noun=种子；籽；起源；种子选手|verb=播种；去籽	seed%1:20:00::|seed%1:20:02::|seed%1:18:00::|seed%1:09:00::	动词义依据基础英语常用义补充。
seek	verb=寻找；寻求；试图|noun=查找操作	seek%1:11:00::|seek%2:40:00::|seek%2:35:00::|seek%2:41:00::	
seem	verb=似乎；看来；给人印象	seem%2:39:00::|seem%2:39:01::	
seize	verb=抓住；夺取；把握；扣押	seize%2:35:00::|seize%2:35:01::|seize%2:40:01::|seize%2:40:02::	
seldom	adverb=很少；不常	seldom%4:02:00::	
select	verb=选择；挑选|adjective=精选的；优等的	select%5:00:02:superior:02|select%5:00:01:superior:02|select%2:31:00::	
sell	verb=出售；销售；说服|noun=推销；失望之事	sell%1:04:00::|sell%2:40:00::|sell%2:42:00::|sell%2:32:00::	
send	verb=发送；派遣；使进入；传达	send%2:38:01::|send%2:35:00::|send%2:32:00::|send%2:38:00::	
senior	adjective=年长的；高级的；高年级的|noun=年长者；高年级学生	senior%3:00:00::|senior%5:00:00:last:00|senior%5:00:00:old:02|senior%1:18:00::	
sense	noun=感觉；意义；判断力；意识|verb=感觉到；察觉	sense%1:09:05::|sense%1:10:00::|sense%1:09:02::|sense%1:09:04::	动词义依据基础英语常用义补充。
sensitive	adjective=敏感的；灵敏的；体贴的；易受伤害的|noun=敏感的人	sensitive%3:00:01::|sensitive%3:00:02::|sensitive%3:00:04::|sensitive%5:00:00:painful:00	名词义依据基础英语常用义补充。
sentence	noun=句子；判决；刑期|verb=判刑	sentence%1:10:00::|sentence%1:04:00::|sentence%1:28:00::|sentence%2:32:00::	
separate	adjective=分开的；不同的；单独的|verb=分开；区分|noun=单独的事物	separate%3:00:00::|separate%5:00:00:detached:00|separate%5:00:02:segregated:00|separate%5:00:02:unconnected:00	动词和名词义依据基础英语常用义补充。
September	proper_noun=九月	september%1:28:00::	
series	noun=系列；连续；连续剧；级数	series%1:14:00::|series%1:10:01::|series%1:10:00::|series%1:11:00::	
serious	adjective=严肃的；严重的；认真的；重要的	serious%3:00:00::|serious%5:00:00:important:00|serious%5:00:00:critical:03|serious%5:00:00:intellectual:00	
servant	noun=仆人；雇员；服务者	servant%1:18:00::|servant%1:26:00::	
serve	verb=服务；供应；任职；发球|noun=发球	serve%1:04:00::|serve%2:42:03::|serve%2:33:00::|serve%2:42:01::	
service	noun=服务；公共事业；维修；军种|verb=维修；为……服务	service%1:04:08::|service%1:04:00::|service%1:04:01::|service%1:14:05::	动词义依据基础英语常用义补充。
