word	definitions	sense_ids	notes
proud	adjective=自豪的；骄傲的；令人自豪的	proud%3:00:00::|proud%5:00:00:impressive:00	
prove	verb=证明；证实；结果是；检验	prove%2:42:00::|prove%2:31:00::|prove%2:32:00::|prove%2:31:02::	
provide	verb=提供；供应；规定；供养	provide%2:40:00::|provide%2:34:00::|provide%2:32:00::|provide%2:41:00::	
province	noun=省；领域；职责范围	province%1:15:00::|province%1:26:00::	
psychology	noun=心理学；心理；心理特征	psychology%1:09:00::	
pub	noun=酒吧；小酒馆	pub%1:06:00::	
public	adjective=公共的；公开的；公众的|noun=公众；大众	public%3:00:00::|public%5:00:00:common:02|public%1:14:00::|public%1:14:01::	
publish	verb=出版；发表；公布	publish%2:36:01::|publish%2:32:00::|publish%2:36:00::	
pudding	noun=布丁；甜点；面糊食品	pudding%1:13:01::|pudding%1:13:02::|pudding%1:13:00::	
pull	verb=拉；拖；拔|noun=拉力；吸引力；拉手	pull%1:04:00::|pull%1:19:00::|pull%1:07:00::|pull%1:06:01::	动词义依据基础英语常用义补充。
punish	verb=惩罚；处罚	punish%2:41:00::	
pupil	noun=学生；小学生；瞳孔	pupil%1:18:00::|pupil%1:08:00::|pupil%1:18:01::	
purchase	noun=购买；购买物|verb=购买；赢得	purchase%1:04:00::|purchase%1:21:00::|purchase%1:19:01::|purchase%1:19:00::	动词义依据基础英语常用义补充。
pure	adjective=纯的；纯净的；完全的；纯正的	pure%3:00:02::|pure%5:00:00:unmitigated:00|pure%3:00:04::|pure%5:00:00:harmonious:00	
purple	adjective=紫色的；华丽的|noun=紫色；紫袍	purple%5:00:00:chromatic:00|purple%5:00:00:rhetorical:00|purple%5:00:00:noble:02|purple%1:07:00::	
purpose	noun=目的；意图；用途|verb=打算；决意	purpose%1:09:00::|purpose%1:07:00::|purpose%1:07:01::|purpose%2:31:01::	
purse	noun=钱包；手提包；资金|verb=噘嘴；使收缩	purse%1:06:00::|purse%1:21:01::|purse%1:06:02::|purse%1:21:00::	动词义依据基础英语常用义补充。
pursue	verb=追求；追赶；从事；继续进行	pursue%2:41:00::|pursue%2:38:00::|pursue%2:35:00::|pursue%2:41:01::	
push	verb=推；推动；催促|noun=推；努力；攻势	push%1:04:00::|push%1:19:00::|push%1:07:00::|push%1:06:00::	动词义依据基础英语常用义补充。
put	verb=放；安置；表达；使处于	put%1:04:00::|put%2:35:00::|put%2:35:05::|put%2:32:00::	
qualification	noun=资格；资历；限制条件	qualification%1:07:00::|qualification%1:04:00::|qualification%1:10:00::	
qualify	verb=取得资格；使合格；限定；修饰	qualify%2:42:00::|qualify%2:32:02::|qualify%2:30:02::|qualify%2:30:00::	
quality	noun=质量；品质；特征|adjective=优质的；上流的	quality%5:00:00:superior:02|quality%5:00:00:upper-class:00|quality%1:07:00::|quality%1:07:02::	
quantity	noun=数量；大量；量	quantity%1:03:00::|quantity%1:07:00::|quantity%1:09:01::	
quarter	noun=四分之一；一刻钟；季度；地区|verb=把……四等分	quarter%1:23:01::|quarter%1:15:00::|quarter%1:28:01::|quarter%1:28:03::	动词义依据基础英语常用义补充。
queen	noun=女王；王后；王棋；蜂王|verb=使成为王后	queen%1:05:01::|queen%1:18:00::|queen%1:18:01::|queen%1:18:04::	动词义依据基础英语常用义补充。
question	noun=问题；疑问；议题|verb=询问；质疑	question%1:10:00::|question%1:10:01::|question%1:10:03::|question%1:07:00::	动词义依据基础英语常用义补充。
quick	adjective=快的；迅速的；敏捷的；聪明的|adverb=迅速地|noun=敏感部位	quick%5:00:00:fast:01|quick%5:00:00:hurried:00|quick%5:00:00:active:01|quick%5:00:00:intelligent:00	副词和名词义依据基础英语常用义补充。
quiet	adjective=安静的；平静的；低调的|noun=安静|verb=使安静	quiet%3:00:02::|quiet%3:00:01::|quiet%5:00:00:unostentatious:00|quiet%5:00:00:soft:04	名词和动词义依据基础英语常用义补充。
quit	verb=停止；辞职；离开；放弃	quit%2:42:04::|quit%2:41:00::|quit%2:38:00::|quit%2:40:00::	
quite	adverb=相当；完全；确实	quite%4:02:02::|quite%4:02:01::|quite%4:02:03::|quite%4:02:04::	
quote	verb=引用；报价|noun=引语；报价	quote%1:10:00::|quote%1:10:01::|quote%2:32:00::|quote%2:32:13::	
rabbit	noun=兔；兔肉|verb=猎兔	rabbit%1:05:00::|rabbit%1:27:00::|rabbit%1:13:00::|rabbit%2:33:00::	
race	noun=比赛；竞赛；种族|verb=比赛；疾驰	race%1:11:01::|race%1:11:00::|race%1:14:00::|race%1:14:01::	动词义依据基础英语常用义补充。
racial	adjective=种族的；族群的	racial%3:01:00::|racial%3:00:00::	
radiation	noun=辐射；放射线；辐射能	radiation%1:19:00::|radiation%1:04:00::|radiation%1:26:00::|radiation%1:22:00::	
radio	noun=收音机；无线电；广播|adjective=无线电的|verb=用无线电通信	radio%3:01:00::|radio%1:10:00::|radio%1:06:01::|radio%1:06:00::	动词义依据基础英语常用义补充。
radium	noun=镭；镭元素	radium%1:27:00::	
railway	noun=铁路；铁路系统	railway%1:06:00::|railway%1:06:01::	
rain	noun=雨；雨水；大量落下的东西|verb=下雨；大量落下	rain%1:19:00::|rain%1:27:00::|rain%1:07:00::|rain%2:43:00::	
rainbow	noun=彩虹；幻想中的希望	rainbow%1:17:00::|rainbow%1:09:00::	
rainy	adjective=下雨的；多雨的	rainy%5:00:00:wet:01	
raise	verb=提高；举起；筹集；养育|noun=加薪；提高	raise%1:07:00::|raise%1:17:00::|raise%1:04:01::|raise%1:04:00::	动词义依据基础英语常用义补充。
random	adjective=随机的；随意的	random%3:00:00::	
range	noun=范围；系列；山脉；射程|verb=排列；变化；漫游	range%1:07:00::|range%1:15:01::|range%1:15:02::|range%1:17:00::	动词义依据基础英语常用义补充。
rank	noun=等级；军衔；排|verb=排列；位居|adjective=难闻的；过分的	rank%5:00:00:fertile:00|rank%5:00:00:offensive:01|rank%5:00:00:conspicuous:00|rank%5:00:00:complete:00	名词和动词义依据基础英语常用义补充。
rapid	adjective=迅速的；急剧的|noun=急流	rapid%5:00:00:fast:01|rapid%5:00:02:fast:01|rapid%1:17:00::	
rare	adjective=稀有的；罕见的；稀薄的；半熟的	rare%5:00:00:uncommon:00|rare%5:00:00:infrequent:00|rare%5:00:00:scarce:00|rare%5:00:00:thin:02	
rate	noun=速度；比率；费用；等级|verb=评价；估价；定级	rate%1:28:00::|rate%1:21:00::|rate%1:07:00::|rate%1:24:00::	动词义依据基础英语常用义补充。
rather	adverb=相当；宁愿；而不是；确切地说	rather%4:02:02::|rather%4:02:04::|rather%4:02:01::|rather%4:02:00::	
rating	noun=等级；评分；收视率；额定值	rating%1:09:00::|rating%1:04:00::|rating%1:26:00::|rating%1:26:02::	
raw	adjective=生的；未加工的；原始的；擦伤的	raw%5:00:00:unprocessed:00|raw%5:00:00:injured:00|raw%3:00:00::|raw%5:00:00:untreated:00	
ray	noun=光线；射线；一线；鳐鱼	ray%1:19:00::|ray%1:20:00::|ray%1:25:00::|ray%1:19:01::	
reach	verb=到达；伸手；达到|noun=范围；伸展距离；河段	reach%1:15:00::|reach%1:07:00::|reach%1:04:00::|reach%1:09:00::	动词义依据基础英语常用义补充。
react	verb=反应；回应；起化学反应	react%2:31:00::|react%2:41:00::|react%2:30:00::	
reaction	noun=反应；回应；化学反应；反作用力	reaction%1:22:00::|reaction%1:09:00::|reaction%1:04:00::|reaction%1:19:00::	
read	verb=阅读；读懂；显示|noun=阅读；读物	read%1:10:00::|read%2:31:00::|read%2:42:00::|read%2:31:01::	
ready	adjective=准备好的；可用的；愿意的|verb=使准备好|noun=现款	ready%3:00:00::|ready%5:00:01:available:00|ready%5:00:00:willing:00|ready%5:00:00:prepared:00	动词和名词义依据基础英语常用义补充。
real	adjective=真实的；实际的；严重的|adverb=非常；真正地|noun=实数	real%3:00:00::|real%3:00:02::|real%5:00:00:serious:00|real%5:00:00:concrete:00	副词和名词义依据基础英语常用义补充。
realise	verb=意识到；实现；变现	realise%2:40:01::|realise%2:40:00::|realise%2:36:07::|realise%2:36:00::	英式拼写。
realistic	adjective=现实的；切合实际的；逼真的	realistic%3:00:00::|realistic%5:00:00:representational:00|realistic%3:01:00::	
reality	noun=现实；实际情况；真实	reality%1:09:00::|reality%1:26:01::|reality%1:26:02::|reality%1:07:00::	
really	adverb=真正地；确实；很	really%4:02:03::|really%4:02:04::|really%4:02:02::|really%4:02:00::	
reason	noun=原因；理由；理性|verb=推理；论证	reason%1:16:00::|reason%1:10:01::|reason%1:09:00::|reason%1:26:00::	动词义依据基础英语常用义补充。
recall	verb=回忆；召回；撤销|noun=记忆；召回；撤回	recall%1:10:02::|recall%1:10:00::|recall%1:10:01::|recall%1:09:00::	动词义依据基础英语常用义补充。
receipt	noun=收据；收到；收入|verb=开收据	receipt%1:04:00::|receipt%1:10:00::|receipt%2:32:00::|receipt%2:31:00::	
receive	verb=收到；接待；承受；接收	receive%2:40:00::|receive%2:30:01::|receive%2:39:00::|receive%2:39:03::	
recently	adverb=最近；不久前	recently%4:02:00::	
receptionist	noun=接待员；前台人员	receptionist%1:18:00::	
recipe	noun=食谱；配方；方法	recipe%1:10:00::	
recite	verb=背诵；朗诵；列举	recite%2:32:02::|recite%2:32:00::|recite%2:36:00::|recite%2:32:01::	
recognise	verb=认出；承认；认可；表彰	recognise%2:41:01::|recognise%2:41:00::|recognise%2:39:01::|recognise%2:32:01::	英式拼写。
recognition	noun=认出；承认；认可；表彰	recognition%1:26:00::|recognition%1:09:00::|recognition%1:10:00::|recognition%1:09:02::	
recommend	verb=推荐；建议；使受欢迎	recommend%2:32:01::|recommend%2:32:00::|recommend%2:30:00::	
record	noun=记录；纪录；唱片|verb=记录；录制	record%1:10:03::|record%1:06:00::|record%1:23:00::|record%1:04:01::	动词义依据基础英语常用义补充。
recording	noun=录音；录像；录制品	recording%1:06:00::|recording%1:04:00::|recording%1:06:01::	
recover	verb=恢复；康复；找回；弥补	recover%2:40:00::|recover%2:29:00::|recover%2:30:00::|recover%2:40:01::	
recreation	noun=娱乐；消遣；重现	recreation%1:04:00::|recreation%1:04:01::	
recycle	verb=回收利用；重新使用；再培训	recycle%2:38:00::|recycle%2:34:00::	
red	adjective=红色的；布满鲜血的|noun=红色；红衣者	red%5:00:01:chromatic:00|red%5:00:02:bloody:00|red%5:00:00:colored:00|red%1:07:00::	
reduce	verb=减少；降低；缩小；使简化	reduce%2:30:00::|reduce%2:30:06::|reduce%2:41:00::|reduce%2:40:04::	
refer	verb=提到；参考；指向；转交	refer%2:32:01::|refer%2:42:00::|refer%2:31:00::|refer%2:38:00::	
reference	noun=参考；提及；参考资料；推荐人|verb=引用；注明出处	reference%1:10:02::|reference%1:10:03::|reference%1:10:06::|reference%1:10:04::	动词义依据基础英语常用义补充。
reflect	verb=反射；反映；认真思考；表明	reflect%2:39:01::|reflect%2:31:00::|reflect%2:39:00::|reflect%2:43:00::	
reform	noun=改革；改良|verb=改革；改造；改过	reform%1:04:00::|reform%1:04:01::|reform%1:04:02::|reform%2:30:00::	
refresh	verb=使恢复精神；更新；刷新；补充	refresh%2:31:00::|refresh%2:30:00::|refresh%2:29:02::|refresh%2:29:00::	
refuse	verb=拒绝；不接受|noun=废物；垃圾	refuse%1:27:00::|refuse%2:32:00::|refuse%2:40:00::|refuse%2:42:00::	
regard	verb=认为；看待；注视|noun=关注；尊重；问候	regard%1:09:00::|regard%1:09:01::|regard%1:10:00::|regard%1:04:00::	动词义依据基础英语常用义补充。
regardless	adverb=不顾；不加理会|adjective=不留心的	regardless%5:00:00:heedless:00|regardless%4:02:00::	
region	noun=地区；区域；身体部位；范围	region%1:15:00::|region%1:08:00::|region%1:15:01::|region%1:23:00::	
register	verb=登记；注册；显示|noun=登记簿；语域；收银机	register%1:10:00::|register%1:07:00::|register%1:21:00::|register%1:06:03::	动词义依据基础英语常用义补充。
regret	verb=后悔；遗憾；惋惜|noun=后悔；遗憾	regret%1:12:00::|regret%2:37:00::|regret%2:37:01::|regret%2:32:00::	
regular	adjective=规则的；定期的；普通的；经常的|noun=常客；正规成员	regular%3:00:00::|regular%5:00:00:typical:00|regular%5:00:00:standard:02|regular%5:00:00:scheduled:00	名词义依据基础英语常用义补充。
reject	verb=拒绝；否决；排斥|noun=不合格品	reject%1:09:00::|reject%2:31:00::|reject%2:40:00::|reject%2:32:00::	
relate	verb=涉及；使有联系；讲述；理解并认同	relate%2:31:00::|relate%2:42:00::|relate%2:32:00::|relate%2:42:01::	
relationship	noun=关系；联系；恋爱关系；亲属关系	relationship%1:24:00::|relationship%1:26:00::|relationship%1:26:01::|relationship%1:24:01::	
relative	adjective=相对的；相关的|noun=亲属；同类事物	relative%3:00:00::|relative%5:00:00:proportionate:00|relative%1:18:00::|relative%1:05:00::	
relax	verb=放松；休息；放宽；缓和	relax%2:29:00::|relax%2:30:01::|relax%2:30:02::|relax%2:29:01::	
relay	noun=接力赛；转播；继电器|verb=转达；转播	relay%1:04:00::|relay%1:14:00::|relay%1:14:01::|relay%1:11:00::	动词义依据基础英语常用义补充。
release	verb=释放；发布；发行|noun=释放；发布物；获释	release%1:06:00::|release%1:04:01::|release%1:22:00::|release%1:10:00::	动词义依据基础英语常用义补充。
