word	definitions	sense_ids	notes
tick	noun=滴答声；蜱；勾号；一瞬间|verb=发滴答声；打勾；运转	tick%1:11:00::|tick%1:05:00::|tick%1:10:00::|tick%2:39:00::|tick%2:35:00::	
timetable	noun=时间表；课程表；时刻表	timetable%1:10:01::|timetable%1:10:00::	
tin	noun=锡；罐头；罐|verb=镀锡；装罐	tin%1:27:00::|tin%1:06:03::|tin%1:06:00::|tin%2:30:00::|tin%2:35:00::	
tire	verb=疲劳；厌倦；使疲倦|noun=轮胎	tire%2:29:00::|tire%2:29:01::|tire%2:37:01::|tire%1:06:00::	
tomb	noun=坟墓；陵墓	tomb%1:06:00::	
tongue	noun=舌头；语言；舌状物；说话方式|verb=用舌吹奏；舔	tongue%1:08:00::|tongue%1:10:00::|tongue%1:25:00::|tongue%2:36:00::|tongue%2:35:00::	
totally	adverb=完全地；全部地	totally%4:02:00::	
tourism	noun=旅游业；观光活动	tourism%1:04:00::	
tractor	noun=拖拉机；牵引车	tractor%1:06:00::|tractor%1:06:01::	
trainer	noun=教练；培训者；运动鞋	trainer%1:18:00::|trainer%1:06:00::	
translation	noun=翻译；译文；转变；平移	translation%1:10:00::|translation%1:10:01::|translation%1:11:00::|translation%1:04:01::	
transparent	adjective=透明的；易懂的；坦率的；明显的	transparent%5:00:00:clear:02|transparent%5:00:00:straight:04|transparent%5:00:00:obvious:00	
tremble	verb=颤抖；战栗|noun=颤抖	tremble%2:38:00::|tremble%1:04:00::	
triangle	noun=三角形；三角铁；三角关系	triangle%1:25:00::|triangle%1:06:00::|triangle%1:25:01::	
troop	noun=部队；一群；童子军|verb=成群行进	troop%1:14:00::|troop%1:14:03::|troop%1:14:02::|troop%2:38:00::	
troublesome	adjective=麻烦的；棘手的；令人烦恼的	troublesome%5:00:00:difficult:00	
truly	adverb=真正地；确实；忠实地；真诚地	truly%4:02:00::|truly%4:02:01::|truly%4:02:03::|truly%4:02:04::	
turning	noun=转弯；转折点；旋削物；岔路	turning%1:04:00::|turning%1:11:00::|turning%1:06:00::|turning%1:17:00::	
tutor	noun=导师；家庭教师|verb=辅导；指导	tutor%1:18:00::|tutor%2:32:00::|tutor%2:41:00::	
twist	verb=扭；拧；歪曲；盘绕|noun=扭转；转折；曲解；扭伤	twist%2:35:02::|twist%2:35:00::|twist%2:32:00::|twist%1:11:00::|twist%1:10:00::|twist%1:04:01::	
typewriter	noun=打字机	typewriter%1:06:00::	
unable	adjective=不能的；不会的；无能力的	unable%3:00:00::|unable%5:00:00:incapable:00|unable%5:00:00:impotent:00	
unbearable	adjective=无法忍受的；难以承受的	unbearable%3:00:00::	
unbelievable	adjective=难以置信的；不可信的；惊人的	unbelievable%3:00:04::|unbelievable%5:00:00:implausible:00	
uncertain	adjective=不确定的；无把握的；多变的；含糊的	uncertain%3:00:02::|uncertain%3:00:01::|uncertain%5:00:00:variable:00|uncertain%5:00:00:ambiguous:00	
