word	definitions	sense_ids	notes
altogether	adverb=完全；总共；总的说来	altogether%4:02:04::|altogether%4:02:00::|altogether%4:02:03::	主动排除 OEWN 中非教学常用的名词义。
always	adverb=总是；一直；永远	always%4:02:00::|always%4:02:01::	
a.m.	noun=午夜至正午的时段|adverb=上午；午前	a.m.%1:28:02::|a.m.%4:02:03::	
amateur	noun=业余爱好者；业余运动员|adjective=业余的；不熟练的	amateur%1:18:00::|amateur%1:18:01::|amateur%5:00:00:nonprofessional:00|amateur%5:00:01:unprofessional:00	
amazing	adjective=令人惊奇的；了不起的	amazing%5:00:00:surprising:00|amazing%5:00:00:impressive:00	
ambition	noun=抱负；雄心；渴望	ambition%1:12:00::|ambition%1:07:00::	
ambitious	adjective=有抱负的；雄心勃勃的；要求高的	ambitious%3:00:00::|ambitious%5:00:00:difficult:00	
ambulance	noun=救护车	ambulance%1:06:00::	
America	proper_noun=美国；美洲		通用国家和洲名；OEWN 无对应候选义项，未使用旧词表释义。
American	adjective=美国的；美洲的|noun=美国人；美洲人	american%3:01:01::|american%3:01:00::|american%1:18:00::|american%1:18:01::	
among	preposition=在……之中；在……之间；为……所共有		按课标中的常用介词用法补充；OEWN 无对应候选义项。
amount	noun=数量；数额；总数|verb=总计；等同于	amount%1:03:00::|amount%1:21:00::|amount%2:42:01::|amount%2:42:03::	
amuse	verb=逗乐；使娱乐	amuse%2:41:00::|amuse%2:32:00::	
analyse	verb=分析；分解研究	analyse%2:31:00::|analyse%2:31:04::	
ancestor	noun=祖先；祖宗	ancestor%1:18:00::	
ancient	adjective=古代的；古老的|noun=古人	ancient%5:00:00:past:00|ancient%5:00:00:old:02|ancient%1:18:00::	
and	conjunction=和；与；而且；然后		按课标中的并列连词用法补充；OEWN 无对应候选义项。
anger	noun=愤怒；怒气|verb=使生气；发怒	anger%1:12:00::|anger%1:26:00::|anger%2:37:00::|anger%2:37:01::	
angle	noun=角；角度；观点|verb=使成角度；斜移	angle%1:25:00::|angle%1:09:00::|angle%2:38:01::|angle%2:38:00::	
angry	adjective=生气的；愤怒的	angry%3:00:00::	
animal	noun=动物|adjective=动物的；肉体的	animal%1:03:00::|animal%5:00:00:physical:00	
ankle	noun=脚踝；踝关节	ankle%1:08:00::	
announce	verb=宣布；公布；播报	announce%2:32:00::|announce%2:32:02::|announce%2:32:07::	
annoy	verb=使恼怒；打扰	annoy%2:37:00::	
annual	adjective=每年的；年度的|noun=年刊；一年生植物	annual%5:00:00:periodic:00|annual%1:10:00::|annual%1:20:00::	
another	determiner=又一；另一；另外的|pronoun=另一个；又一个	another%5:00:00:other:00	将 OEWN 的形容词标签规范为中学语法中的限定词和代词用法。
answer	noun=回答；答复；答案|verb=回答；回应；符合需要	answer%1:10:01::|answer%1:10:02::|answer%2:32:00::	
ant	noun=蚂蚁	ant%1:05:00::	
anticipate	verb=预料；预期；提前处理；期待	anticipate%2:31:00::|anticipate%2:41:00::|anticipate%2:37:00::	
antique	noun=古董|adjective=古老的；古董的	antique%1:06:00::|antique%5:00:00:old:01|antique%5:00:01:old:01	
anxiety	noun=焦虑；忧虑；渴望	anxiety%1:12:00::|anxiety%1:26:00::	
anxious	adjective=焦虑的；担心的；渴望的	anxious%5:00:00:troubled:00|anxious%5:00:00:eager:00	
